tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap
smoke,C,C_diao_gaussian_smoke,FR--KL,2083531526,0,0.0,0.6151822881446403,47.42334689793595,47.42334689793595,1111018627.4547358,0.3453309550246906,2.9644356609282183,1.0,1.0,9.999999863553556e-10,1.0000000311494852,0.07026155331131005,4.506536311840562,8.900475705891067,0.0006962699699215591,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,False,False,0.5,0,nan,nan,nan,nan,9.999999937301292e-10,1.0000000000000007,1.0,1.0,1.0,9.999999824064886e-10,0.9999999903580752,1.0,4.450237852945533
smoke,C,C_diao_gaussian_smoke,FR--KL,2083531526,1,0.5,-1.2003073766924222,45.60785721146061,45.60785721146061,1110997844.9271145,0.18651986508067767,2.9498705648703543,1.0000000000000004,1.4999999992499997,1.4999999824096804e-09,1.0000000311494852,0.04048631778770822,4.379097339487917,5.857448715462847,0.0015868489863350987,0.00020244898041710258,,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,1,1,0,0,0,2,2,0,1,False,False,0.5,0,nan,nan,nan,nan,9.999999937301292e-10,1.0000000000000007,1.0,1.0,1.0,9.999999824064886e-10,0.9999999903580752,1.0,2.9287243577314235
smoke,C,C_diao_gaussian_smoke,FR--KL,2083531526,2,0.5,-2.9642324045620367,43.84393219439057,43.84393219439057,1110972393.0496325,0.1165937240171616,2.9310510330636292,0.9999999999999994,2.2499999971874995,2.249999998972072e-09,1.0000000311494852,0.03854174109000296,4.302704396440134,3.8668273988751496,0.002202048955950886,0.0003807090106420219,,nan,nan,nan,nan,nan,nan,nan,nan,2,2,2,2,2,0,0,0,4,4,0,1,False,False,0.5,0,nan,nan,nan,nan,9.999999937301292e-10,1.0000000000000007,1.0,1.0,1.0,9.999999824064886e-10,0.9999999903580752,1.0,1.9334136994375748
smoke,C,C_diao_gaussian_smoke,FR--KL,2083531526,3,0.5,-4.695370596708539,42.11279398710144,42.11279398710144,1110941222.9911664,0.09043717075728165,2.90802441290806,1.0000000000000004,3.374999991984373,3.374999972083938e-09,1.0000000311494854,0.04313166712531415,4.2302659010622,2.5520599285259156,0.0028061390039511025,0.0005652090185321867,,nan,nan,nan,nan,nan,nan,nan,nan,3,3,3,3,3,0,0,0,6,6,0,1,False,False,0.5,0,nan,nan,nan,nan,9.999999937301292e-10,1.0000000000000007,1.0,1.0,1.0,9.999999824064886e-10,0.9999999903580752,1.0,1.2760299642629578
smoke,C,C_diao_gaussian_smoke,FR--KL,2083531526,4,0.5,-6.395290014058461,40.41287457960313,40.41287457960313,1110903050.5415518,0.0815919723405691,2.881577077972849,1.0000000000000007,5.062499979433593,5.06249999718057e-09,1.0000000311494854,0.047735317815041645,4.1524747734634015,1.6817099783621186,0.003396158979739994,0.0007376190042123199,,nan,nan,nan,nan,nan,nan,nan,nan,4,4,4,4,4,0,0,0,8,8,0,1,False,False,0.5,0,nan,nan,nan,nan,9.999999937301292e-10,1.0000000000000007,1.0,1.0,1.0,9.999999824064886e-10,0.9999999903580752,1.0,0.8408549891810593
smoke,C,C_diao_gaussian_smoke,FR--KL,2083531526,5,0.5,-8.06251799288375,38.74564659889987,38.74564659889987,1110856303.312868,0.077712035263785,2.85307663338217,0.9999999999999981,7.593749949928707,7.593749927915559e-09,1.0000000311494852,0.050386168884758414,4.070539991021401,1.1060919169814112,0.003979308996349573,0.0009201890206895769,,nan,nan,nan,nan,nan,nan,nan,nan,5,5,5,5,5,0,0,0,10,10,0,1,False,False,0.5,0,nan,nan,nan,nan,9.999999937301292e-10,1.0000000000000007,1.0,1.0,1.0,9.999999824064886e-10,0.9999999903580752,1.0,0.5530459584907056
smoke,C,C_diao_gaussian_smoke,FR--KL,2083531526,6,0.5,-9.696189671607739,37.11197492070818,37.11197492070818,1110799056.1737359,0.07454545728515616,2.8238530274339193,0.9999999999999974,11.39062488164429,1.139062492274696e-08,1.000000031149485,0.05140754544719135,3.9876487199653994,0.7262436427916215,0.004552658996544778,0.0010869590332731605,,nan,nan,nan,nan,nan,nan,nan,nan,6,6,6,6,6,0,0,0,12,12,0,1,False,False,0.5,0,nan,nan,nan,nan,9.999999937301292e-10,1.0000000000000007,1.0,1.0,1.0,9.999999824064886e-10,0.9999999903580752,1.0,0.36312182139581073
smoke,C,C_diao_gaussian_smoke,FR--KL,2083531526,7,0.5,-11.296351306591198,35.51181328285243,35.51181328285243,1110728952.2857149,0.07072649587954237,2.7944934636816634,0.9999999999999972,17.085937225156673,1.7085937266662384e-08,1.0000000311494863,0.0523270429776528,3.9053075830422888,0.47617692760919283,0.005130278994329274,0.001257919066119939,,nan,nan,nan,nan,nan,nan,nan,nan,7,7,7,7,7,0,0,0,14,14,0,1,False,False,0.5,0,nan,nan,nan,nan,9.999999937301292e-10,1.0000000000000007,1.0,1.0,1.0,9.999999824064886e-10,0.9999999903580752,1.0,0.23808846380459642
smoke,C,C_diao_gaussian_smoke,FR--KL,2083531526,8,0.5,-12.863116641363154,33.94504794820383,33.94504794820383,1110643106.5354593,0.065719209365025,2.764683738698342,1.0000000000000009,25.628905618788092,2.5628905707417026e-08,1.000000031149486,0.05437751575136955,3.8225847727912674,0.3118540892013447,0.005710898956749588,0.0014280390460044146,,nan,nan,nan,nan,nan,nan,nan,nan,8,8,8,8,8,0,0,0,16,16,0,1,False,False,0.5,0,nan,nan,nan,nan,9.999999937301292e-10,1.0000000000000007,1.0,1.0,1.0,9.999999824064886e-10,0.9999999903580752,1.0,0.15592704460067236
smoke,C,C_diao_gaussian_smoke,FR--KL,2083531526,9,0.5,-14.395967843591912,32.41219674763027,32.41219674763027,1110537987.4499962,0.05929539169980257,2.7337841250357173,0.9999999999999969,38.44335793555155,3.844335807604872e-08,1.0000000311494863,0.05740714131575594,3.737715344478077,0.20400727784484754,0.006281868962105364,0.0015952790272422135,,nan,nan,nan,nan,nan,nan,nan,nan,9,9,9,9,9,0,0,0,18,18,0,1,False,False,0.5,0,nan,nan,nan,nan,9.999999937301292e-10,1.0000000000000007,1.0,1.0,1.0,9.999999824064886e-10,0.9999999903580752,1.0,0.10200363892242377
