tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_dimension,grid_feature_condition,grid_prior_precision
smoke,L,L_logistic_smoke,FB--GVI,594425521,0,0.0,18.33811858426424,4.861114402004329,nan,1.3250894197872558,2.124297433000356,4.719782168795441,1.0,1.0,1.312131272714261,5.70944983936268,11.218780640987406,56.124403158205205,70.46552741160029,0.0005119600100442767,0.0,,nan,nan,nan,nan,nan,0.6931471805579441,0.47,0.24999999999999933,0,0,0,0,0,0,0,0,0,0,0,1,False,False,0.0,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,201.15969708038392,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,1,0.03,16.437347768721683,2.9603435864617715,nan,0.854273809750594,1.676355069264635,3.0913148955957297,0.7142319321086459,0.9812914837031729,1.2875710152000197,4.077910118075066,7.915568888296641,26.447416523673525,47.19364488228766,0.003002739977091551,0.00044893001904711127,,nan,nan,nan,nan,nan,0.7172885154232287,0.66,0.2620357087197602,1,1,1,1,1,0,1,1,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,134.72487409605833,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,2,0.03,15.197231774563946,1.7202275923040347,nan,0.5609316516587759,1.3252900342282568,1.9419009338367987,0.5120940844354501,0.9635402336329442,1.2642653180914107,2.923835512326944,5.574399172941216,11.639167631339337,28.948631010868844,0.004981620004400611,0.0008572799852117896,,nan,nan,nan,nan,nan,0.7428967835504855,0.66,0.2745964127614763,2,2,2,2,2,0,2,2,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,82.64037833738732,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,3,0.03,14.456265396853368,0.9792612145934569,nan,0.3867589455396335,1.060886941751822,1.179770133797384,0.377359787773393,0.9469037858517906,1.2424164035610625,2.1545959708421027,4.032879091509712,5.001485451034825,16.385166251748743,0.006992880022153258,0.0012619299814105034,,nan,nan,nan,nan,nan,0.7672738917357609,0.66,0.2862126553811336,3,3,3,3,3,0,3,3,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,46.77514241198884,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,4,0.03,14.045412714518177,0.5684085322582657,nan,0.28542635134901284,0.867618876993665,0.7027476519781798,0.2918998070178276,0.9315018912747599,1.2221658911260875,1.6667057665724785,3.105996322511534,2.2401149039058206,8.785999573178637,0.008981829974800348,0.0016705599846318364,,nan,nan,nan,nan,nan,0.7883979376102986,0.66,0.29593166201157983,4,4,4,4,4,0,4,4,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,25.081611925862678,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,5,0.03,13.827152607030193,0.35014842477028196,nan,0.2251830228095411,0.7281685798263847,0.4201808729759262,0.23949105328845027,0.9173727478395799,1.2034848159724811,1.3676219466836237,2.605565812830342,1.1148272596492552,4.6384191332243,0.010971229989081621,0.002077149983961135,,nan,nan,nan,nan,nan,0.8054921913476663,0.66,0.3035272797676197,5,5,5,5,5,0,5,5,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,13.241410687542132,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,6,0.03,13.711350089835147,0.23434590757523566,nan,0.1871147011511047,0.6271277056260103,0.26480268099319765,0.20798104103077747,0.9044746961796866,1.1809001375375305,1.1933794200531374,2.3629452134696387,0.6393809547293042,2.510756314414447,0.012905479990877211,0.002487029996700585,,nan,nan,nan,nan,nan,0.8187758614870106,0.66,0.3092517445337273,6,6,6,6,6,0,6,6,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,7.167518618006201,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,7,0.03,13.647500712292498,0.1704965300325867,nan,0.16103395909945267,0.552697111096256,0.18970364662560202,0.1893036068704042,0.8927190093626469,1.080393186525978,1.1718266833272721,2.2550667948831444,0.42156793935236353,1.441708939292759,0.01484267000341788,0.002896339981816709,,nan,nan,nan,nan,nan,0.8289024958961426,0.66,0.3135072878039417,7,7,7,7,7,0,7,7,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,4.1156824359263915,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,8,0.03,13.60984062900322,0.1328364467433083,nan,0.14171498176514324,0.4965609990970578,0.15871583073477674,0.17843722932736517,0.8820014460079106,1.018484374967294,1.1576357916461193,2.2097428001648827,0.3102952924116547,0.8962476967457838,0.016823030018713325,0.0033281799987889826,,nan,nan,nan,nan,nan,0.8365722260594317,0.66,0.31666604842753066,8,8,8,8,8,0,8,8,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,2.5585406341071937,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,9,0.03,13.585762488394499,0.10875830613458781,nan,0.12648167927375062,0.453067428996267,0.14570931758321154,0.1723255005655775,0.8722198993179393,0.9836107908634397,1.144784664431159,2.1909390267151663,0.2462492981444504,0.6052183285281421,0.018816390016581863,0.00375328998779878,,nan,nan,nan,nan,nan,0.8423780571479637,0.66,0.31901866648931937,9,9,9,9,9,0,9,9,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,1.7277318442971754,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,10,0.03,13.569113309526362,0.09210912726645049,nan,0.11391712725149092,0.4184138096853312,0.1375376755587873,0.1691080411926844,0.8632812302509647,0.9652309153611863,1.1330703684202206,2.182266700010628,0.20500273781599984,0.4395284341368209,0.020767999987583607,0.004165839985944331,,nan,nan,nan,nan,nan,0.8467791514018489,0.66,0.3207781936809317,10,10,10,10,10,0,10,10,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,1.2547327738389014,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,11,0.03,13.5568114788896,0.07980729662968855,nan,0.10322808918901416,0.39003558716787884,0.1297557930993704,0.1676428278309703,0.8551027220116494,0.9568407612682341,1.122367667114075,2.176667810801273,0.17584219504341275,0.3379922581144707,0.022723599977325648,0.004582169989589602,,nan,nan,nan,nan,nan,0.8501187992939748,0.65,0.3220977228158348,11,11,11,11,11,0,11,11,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.9648749218987472,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,12,0.03,13.547240671257978,0.07023648899806645,nan,0.09394009357330824,0.36618927068503204,0.12145679073056671,0.16722254053949467,0.847611463534586,0.9544077306563259,1.1125748506135476,2.171295308034198,0.15372247378366577,0.27117973844017784,0.024684639996849,0.0050091700395569205,,nan,nan,nan,nan,nan,0.8526509386580678,0.65,0.32308719231031907,12,12,12,12,12,0,12,12,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.7741435570378435,2,10.0,1.0
