tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_dimension,grid_feature_condition,grid_prior_precision
smoke,L,L_logistic_smoke,FB--GVI,594425521,13,0.03,13.539501934579846,0.06249775231993482,nan,0.08574977464228156,0.34567714576318476,0.11278872618027966,0.16740669685476717,0.8407431455344556,0.9554197865124784,1.1036045429446852,2.165173343979364,0.13608022195492067,0.22442375084435096,0.026727519987616688,0.005462020053528249,,nan,nan,nan,nan,nan,0.8545635898690044,0.65,0.3238261908384966,13,13,13,13,13,0,13,13,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.640668074103725,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,14,0.03,13.533062837154691,0.056058654894780346,nan,0.07845107831081947,0.3276669379423566,0.10409248897745389,0.16792094283593517,0.8344408296938375,0.9583123175038148,1.0953802043907361,2.158137970850241,0.12150791954298432,0.19003282382530515,0.028667809965554625,0.005865770042873919,,nan,nan,nan,nan,nan,0.8559968972279556,0.65,0.3243730251885627,14,14,14,14,14,0,14,14,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.5424914377315125,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,15,0.03,13.527588512046208,0.05058432978629668,nan,0.07189666042027018,0.3115733830688298,0.09565524207107876,0.16859550561576708,0.8286538655365265,0.9621173255143288,1.0878340953701315,2.1503497992408724,0.10917220459553106,0.16372488388116657,0.030626390012912452,0.006272300030104816,,nan,nan,nan,nan,nan,0.8570563110829377,0.65,0.3247709854686275,15,15,15,15,15,0,15,15,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.4673895059875,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,16,0.03,13.52285695321872,0.045852770958809685,nan,0.06597659301632634,0.2969799079825944,0.08766500122438649,0.1693269091427591,0.82333698528401,0.9662450605781565,1.0809058496296735,2.1420687007644084,0.09854441382366942,0.14296521030179507,0.03258043900132179,0.006684229068923742,,nan,nan,nan,nan,nan,0.8578220265193292,0.65,0.32505265320148274,16,16,16,16,16,0,16,16,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.40812634849601787,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,17,0.03,13.518714371914173,0.04171018965426221,nan,0.06060595950190573,0.28358636409467086,0.08022324941458889,0.17005381153140084,0.8184495597686091,0.9703461535263801,1.0745413920983122,2.133553396811064,0.08926852175059755,0.12616644312711328,0.03452939901035279,0.0070773790357634425,,nan,nan,nan,nan,nan,0.8583557030591841,0.66,0.3252428762155165,17,17,17,17,17,0,17,17,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.36017048922252887,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,18,0.03,13.51505033954436,0.03804615728444816,nan,0.055717248391038636,0.2711737938336217,0.07336908847519052,0.17074158954205182,0.8139549874186754,0.9742236412830445,1.0686920845147034,2.125021928948196,0.08109256104553988,0.11228605091837857,0.0365015990100801,0.0074829390505328774,,nan,nan,nan,nan,nan,0.8587052566916124,0.66,0.32536084067691534,18,18,18,18,18,0,18,18,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.32054578768930314,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,19,0.03,13.511783172780243,0.03477899052033173,nan,0.051255475160967554,0.25958042944833554,0.06710107020933553,0.17137243368630378,0.8098201895384793,0.9777764359373338,1.0633140333858988,2.1166414081571965,0.07383087416808132,0.1006127517020416,0.03848454897524789,0.007877969066612422,,nan,nan,nan,nan,nan,0.858908297268548,0.66,0.3254215300594151,19,19,19,19,19,0,19,19,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.28722172952152936,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,20,0.03,13.508850903862129,0.0318467216022178,nan,0.047174933573866824,0.24868517209774793,0.06139364315953965,0.17193896142717147,0.8060151896380385,0.9809628731315477,1.0583675185440957,2.1085309203811744,0.06734213049264251,0.09064655333054357,0.04048755898838863,0.008285159070510417,,nan,nan,nan,nan,nan,0.8589946149445702,0.66,0.325436764973866,20,20,20,20,20,0,20,20,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.25877097467592636,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,21,0.03,13.506205462035904,0.029201279775993072,nan,0.04343696399558588,0.2383961047271758,0.056208505844547715,0.1724400986076181,0.8025127593068923,0.983777208428192,1.0538165138493216,2.100769387418677,0.061515839721450846,0.082027546876187,0.042479549010749906,0.008696799108292907,,nan,nan,nan,nan,nan,0.8589879968096312,0.66,0.32541595384654043,21,21,21,21,21,0,21,21,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.23416608216778034,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,22,0.03,13.50380879472569,0.026804612465779698,nan,0.04000838045052246,0.22864242854018746,0.05150198667951177,0.17287843316939672,0.7992881171440482,0.9862345190440374,1.0496282799015608,2.093404388906208,0.05626368840765751,0.07449151349219628,0.044453968992456794,0.009101889154408127,,nan,nan,nan,nan,nan,0.8589075688770567,0.66,0.32536664206707494,22,22,22,22,22,0,22,22,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.21265277987095152,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,23,0.03,13.501630211862226,0.02462602960231486,nan,0.03686033748328885,0.21936875245133877,0.047229579766917065,0.17325852830975663,0.7963186704112373,0.9883610833447106,1.0457730141464467,2.0864601862504037,0.051513752890881545,0.06784110687384508,0.046445788990240544,0.00950989912962541,,nan,nan,nan,nan,nan,0.8587687990592344,0.66,0.32529491911507746,23,23,23,23,23,0,23,23,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.1936676983715306,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,24,0.03,13.499644529145629,0.022640346885717477,nan,0.033967497914917155,0.21053101606545396,0.04334854948784612,0.17358586170480883,0.7935837914737244,0.990188334719804,1.0422235475431618,2.0799443387068783,0.04720650608358409,0.06192654837926428,0.04843844898277894,0.009906829160172492,,nan,nan,nan,nan,nan,0.8585842557605308,0.66,0.3252057244314562,24,24,24,24,24,0,24,24,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.17678326084813786,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,25,0.03,13.497830747820435,0.0208265655605242,nan,0.03130741057777292,0.20209355749757724,0.0398192772686474,0.17386617273296484,0.791064622890616,0.9917491446079851,1.038955079610976,2.073852853530542,0.04329198722827086,0.056632384059481525,0.05047717900015414,0.010321259149350226,,nan,nan,nan,nan,nan,0.8583641884900777,0.66,0.3251030802215007,25,25,25,25,25,0,25,25,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.1616698780355662,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,26,0.03,13.49617110252643,0.019166920266519227,nan,0.028860037027254502,0.1940269905820738,0.036605821867149536,0.17410507447433668,0.7887439063610289,0.9930756167250714,1.0359449455533232,2.0681740442738774,0.03972775058359432,0.0518682374688394,0.05246716900728643,0.010718779172748327,,nan,nan,nan,nan,nan,0.8581169774225879,0.66,0.324990270871244,26,26,26,26,26,0,26,26,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.14806955004224526,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,27,0.03,13.494650365871117,0.0176461836112054,nan,0.026607385482503777,0.1863066588663587,0.03367601098921844,0.17430783622462231,0.7866058317410394,0.9941978541347485,1.0331724105169389,2.0628913414770604,0.036477350004977836,0.04756226502533411,0.054492748982738703,0.01111788919661194,,nan,nan,nan,nan,nan,0.8578494853459329,0.67,0.32486998286156427,27,27,27,27,27,0,27,27,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.13577718320430954,2,10.0,1.0
smoke,L,L_logistic_smoke,FB--GVI,594425521,28,0.03,13.493255334400564,0.016251152140652536,nan,0.02453322296989849,0.17891150356016844,0.03100127172002944,0.17447927448038472,0.7846359031079657,0.9951433448081662,1.0306184870398054,2.0579852949841335,0.03350920042443975,0.04365647452420924,0.0565010390128009,0.011520769214257598,,nan,nan,nan,nan,nan,0.8575673360413916,0.67,0.3247444150804724,28,28,28,28,28,0,28,28,0,0,0,1,False,False,0.03,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,0.1246272257296937,2,10.0,1.0
