tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_dimension,grid_feature_condition,grid_prior_precision
smoke,L,L_logistic_smoke,FR--KL,594425521,0,0.0,18.33811858426424,4.861114402004329,nan,1.3250894197872558,2.124297433000356,4.719782168795441,1.0,1.0,1.312131272714261,5.70944983936268,11.218780640987406,56.124403158205205,70.46552741160029,0.0003935400163754821,0.0,,nan,nan,nan,nan,nan,0.6931471805579441,0.47,0.24999999999999933,0,0,0,0,0,0,0,0,0,0,0,1,False,False,0.0,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,201.15969708038392,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL,594425521,1,0.04,16.42487127394114,2.9478670916812284,nan,0.8279290757973089,1.5288429245284791,3.7474702158903095,0.8294559996447872,0.9877380538082119,1.2960360718180746,4.73575904779303,9.236228663489763,28.68895118068354,46.20941225344632,0.0027877690154127777,0.0004950699512846768,,nan,nan,nan,nan,nan,0.7256827305171722,0.66,0.26618689947884033,1,1,1,1,1,0,0,0,2,2,0,1,False,False,0.04,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,131.91516068374148,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL,594425521,2,0.04,15.437232211239781,1.96022802897987,nan,0.57835074899088,1.1712675593251207,3.0637936411507694,0.7095021722867447,0.9761047826543552,1.2807666397109572,4.050901763344948,7.8386525120039785,16.31312954152639,32.1377896833924,0.004864159040153027,0.0009843299631029367,,nan,nan,nan,nan,nan,0.7513812341162871,0.66,0.2786982482785681,2,2,2,2,2,0,0,0,4,4,0,1,False,False,0.04,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,91.74454907265817,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL,594425521,3,0.04,14.869540358780995,1.3925361765210837,nan,0.4350783793789108,0.9405910795910407,2.569698675411714,0.6227933625564002,0.9651648588848605,1.266407199883413,3.5558518122659217,6.827751081193157,10.095084361341268,23.41589353189048,0.0068714190274477005,0.0014698899467475712,,nan,nan,nan,nan,nan,0.7711158750586625,0.66,0.2880453910992767,3,3,3,3,3,0,0,0,6,6,0,1,False,False,0.04,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,66.84593478209287,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL,594425521,4,0.04,14.514704449424336,1.0377002671644249,nan,0.34390779858144427,0.7826497026006288,2.1999467204302277,0.5579005654488709,0.9549027182692074,1.2529370941018751,3.185357727961034,6.072181258776174,6.6681928722858395,17.687951318405464,0.008890619035810232,0.001947689917869866,,nan,nan,nan,nan,nan,0.7863554395909723,0.66,0.29507392005522365,4,4,4,4,4,0,0,0,8,8,0,1,False,False,0.04,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,50.4942354067625,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL,594425521,5,0.04,14.278254597405912,0.8012504151460007,nan,0.2812293369395852,0.6692072642092228,1.9142751337032125,0.5077674219978727,0.9452780454543168,1.2403033436498478,2.899132325706968,5.490403275043162,4.633566549886202,13.744074073985807,0.010888679011259228,0.002424629929009825,,nan,nan,nan,nan,nan,0.7982815177423583,0.66,0.3004439822263471,5,5,5,5,5,0,0,0,10,10,0,1,False,False,0.04,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,39.23555075695353,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL,594425521,6,0.04,14.11269956606183,0.6356953838019184,nan,0.23555692890005556,0.5844787939235365,1.6874957190694146,0.46797762918071983,0.9362447638441078,1.228445475832335,2.6719612634416317,5.031067006678036,3.3512557176968665,10.92244344865351,0.012914779013954103,0.002909779897890985,,nan,nan,nan,nan,nan,0.8077467795937262,0.66,0.30461671627964865,6,6,6,6,6,0,0,0,12,12,0,1,False,False,0.04,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,31.180571496681374,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL,594425521,7,0.04,13.992174584033332,0.5151704017734211,nan,0.20077263656059563,0.5190946612875057,1.5033419016328997,0.4356778362125637,0.9277576431545613,1.2173041567889382,2.4875536214360383,4.66077089565669,2.503040289565789,8.839515951269286,0.014895308995619416,0.0033826899016276,,nan,nan,nan,nan,nan,0.8153564141169106,0.66,0.3079093386340356,7,7,7,7,7,0,0,0,14,14,0,1,False,False,0.04,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,25.23438646400914,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL,594425521,8,0.04,13.901643785218198,0.42463960295828684,nan,0.17336712902263796,0.4672132524323831,1.3509439069873146,0.40896043406012517,0.919774510103541,1.2068240756546609,2.335018067876141,4.357027960779368,1.9192292475071298,7.261639872601068,0.016883548989426345,0.0038559199310839176,,nan,nan,nan,nan,nan,0.8215435036023042,0.65,0.31054240356688984,8,8,8,8,8,0,0,0,16,16,0,1,False,False,0.04,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,20.7299843020659,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL,594425521,9,0.04,13.83188584133174,0.3548816590718289,nan,0.15120000744445608,0.4250435794253164,1.222802382958868,0.3865086480741347,0.9122568223752877,1.196954689862168,2.2068365746492704,4.104209002813559,1.5038907911623602,6.040279586807481,0.01885350904194638,0.004325099929701537,,nan,nan,nan,nan,nan,0.8266228249917562,0.65,0.3126720857099505,9,9,9,9,9,0,0,0,18,18,0,1,False,False,0.04,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,17.243336658301825,2,10.0,1.0
smoke,L,L_logistic_smoke,FR--KL,594425521,10,0.04,13.776988226517444,0.299984044257533,nan,0.13289675692288266,0.39004258511374057,1.1135929138739997,0.3673871084373949,0.9051696246773677,1.1876501636853116,2.09766870862718,3.891140058693385,1.2000571593960376,5.077505201513433,0.020845779043156654,0.004800639930181205,,nan,nan,nan,nan,nan,0.83082712677556,0.65,0.31441118216335695,10,10,10,10,10,0,0,0,20,20,0,1,False,False,0.04,0,nan,nan,nan,nan,1.0,10.096540163370989,0.1751482241083364,1.7687790703547355,10.098755379104917,1.312131272714261,5.709449839362681,5.709449839362681,14.494880628572023,2,10.0,1.0
