tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_dimension,grid_rho
smoke,G,G_local_spectral_smoke,FR--R,4219517623,10,0.2,1.0458913617020293,0.0015623803253135282,nan,0.0027725591619558627,0.05082760784104515,0.03254636593721682,0.9493724475754693,0.950618529542528,0.9763544171841584,0.9776359138568462,1.9549518008459712,0.00306200736993084,0.0037792783746830477,0.008860528992954642,0.0021214200532995164,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,10,10,10,10,10,10,10,20,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,0.0019433443346253381,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,11,0.2,1.0453389089161842,0.0010099275394683804,nan,0.0017928119252401866,0.040876857595342674,0.026171913523096415,0.9538260099644773,0.9549302700610718,0.9809345535909162,0.9820701976953791,1.9638552795430666,0.001987719590300069,0.002440712850390178,0.009462478978093714,0.0023202300653792918,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,11,11,11,11,11,11,11,22,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,0.0012550399891224737,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,12,0.2,1.0449804550747106,0.0006514736979947866,nan,0.001156794807785656,0.032837872332786004,0.021025259487348118,0.9574320227513743,0.95840087446828,0.9846430523175231,0.98563943962138,1.9710273694127527,0.0012865939377528814,0.0015733136455829565,0.010048208991065621,0.0025141501100733876,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,12,12,12,12,12,12,12,24,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,0.0008090142764328109,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,13,0.2,1.0447485288269232,0.00041954745020733597,nan,0.0007451211321618276,0.026356369426461586,0.01687731328001371,0.9603464571676634,0.9611894888917557,0.9876403174300767,0.9885073088302844,1.9767945706612695,0.0008308272320452756,0.0010126555629245946,0.010657159029506147,0.0027132201357744634,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,13,13,13,13,13,13,13,26,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,0.0005207180461538207,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,14,0.2,1.044598807813644,0.00026982643692807784,nan,0.0004792848140935775,0.021139032111945743,0.013539072527074562,0.9626984699871709,0.9634269354586027,0.9900591764473826,0.9908083455249279,1.9814254980024741,0.0005355032990804174,0.0006510042246759482,0.011262229003477842,0.002921910141594708,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,14,14,14,14,14,14,14,28,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,0.0003347531582526692,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,15,0.2,1.0445023305893717,0.0001733492126558822,nan,0.00030794697826065756,0.01694474195743464,0.010855578069374108,0.9645943316289902,0.9652200954530281,0.992008920083916,0.9926524686462027,1.9851397880606283,0.0003446332769849075,0.00041810472666699804,0.011856709024868906,0.0031184901599772274,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,15,15,15,15,15,15,15,30,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,0.00021499380868352387,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,16,0.2,1.0444402533719293,0.00011127199521343556,nan,0.0001976833036722909,0.013576403576581127,0.008700410010677995,0.9661210371483799,0.9666558672731295,0.9935790158681388,0.9941290463183319,1.9881161569199395,0.00022152677807017474,0.00026831768736722473,0.012458528974093497,0.0033161701285280287,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,16,16,16,16,16,16,16,32,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,0.00013797175172855568,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,17,0.2,1.0444003572050125,7.137582829663813e-05,nan,0.0001268099546946684,0.010873625156628278,0.006970837172247829,0.9673495133870852,0.9678046306162774,0.9948424064427535,0.995310458489336,1.9904994628684232,0.0001422571820094638,0.0001720853876439727,0.013051099027507007,0.003510720154736191,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,17,17,17,17,17,17,17,34,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,8.84881001066152e-05,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,18,0.2,1.0443747405076218,4.575913090598682e-05,nan,8.129959221951622e-05,0.008706345607312121,0.005583639788249906,0.9683373992258978,0.968723212182645,0.9958583688343959,0.9962551469223714,1.9924067606010887,9.128208180431098e-05,0.00011031218290397918,0.013670698972418904,0.0037069001118652523,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,18,18,18,18,18,18,18,36,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,5.672367431906381e-05,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,19,0.2,1.044358304748224,2.9323371508294116e-05,nan,5.2098486373666014e-05,0.006969395845974703,0.004471572108631029,0.9691314134942679,0.9694573838710372,0.9966749496612467,0.9970101843924009,1.993932406908117,5.8536669819651e-05,7.068567309955826e-05,0.014280978997703642,0.003921420080587268,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,19,19,19,19,19,19,19,38,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,3.634730991964189e-05,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,20,0.2,1.0443477658158253,1.8784439109520434e-05,nan,3.337364964749637e-05,0.005577925318134938,0.003580404409821177,0.96976934518176,0.9700439418377419,0.9973310119079816,0.9976134128336616,1.9951523142140841,3.751940836927513e-05,4.527961969408958e-05,0.014878889021929353,0.00412112008780241,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,20,20,20,20,20,20,20,40,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,2.3283252431458837e-05,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,21,0.2,1.0443410112689453,1.2029892229481476e-05,nan,2.1372548661760875e-05,0.00446359859778073,0.002866473109601258,0.9702817094402224,0.9705124208882281,0.9978579379929282,0.9980952064558261,1.9961274614694422,2.4038811685408267e-05,2.8997841177019868e-05,0.015482379007153213,0.004318920080550015,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,21,21,21,21,21,21,21,42,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,1.4910992200317337e-05,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,22,0.2,1.0443366838326784,7.70245596259933e-06,nan,1.3683862011184178e-05,0.0035714591110924307,0.00229466662270574,0.9706931148534491,0.9708864981956019,0.998281035896689,0.9984799153573277,1.996906771458738,1.5396922362516625e-05,1.856703560070116e-05,0.0160737190162763,0.004517770081292838,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,22,22,22,22,22,22,22,44,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,9.547363244560047e-06,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,23,0.2,1.0443339122125639,4.930835848071524e-06,nan,8.759542300833873e-06,0.0028573598274864178,0.0018367789134046593,0.971023385529325,0.971185136354209,0.998620693145097,0.9987870410655156,1.997529455854951,9.859313010981443e-06,1.1886431107598294e-05,0.016697629005648196,0.004713770060334355,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,23,23,23,23,23,23,23,46,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,6.11212677706039e-06,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,24,0.2,1.0443321374826882,3.156105972346168e-06,nan,5.606488960104295e-06,0.0022858690948508037,0.0014701696301671762,0.9712884776421504,0.9714235101942403,0.99889331940045,0.9990321896921165,1.9980269182437471,6.312094815127168e-06,7.608635667555195e-06,0.017326898989267647,0.004947660083416849,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,24,24,24,24,24,24,24,48,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,3.912439770995097e-06,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,25,0.2,1.0443310013006573,2.0199239414431247e-06,nan,3.5879842297000893e-06,0.0018285705191796202,0.001176677560618907,0.9715012253021401,0.9716137557438237,0.9991121135292526,0.9992278421814632,1.9984242932170735,4.040474200601436e-06,4.869899747454451e-06,0.017941809026524425,0.0051522100693546236,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,25,25,25,25,25,25,25,50,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,2.504153212900775e-06,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,26,0.2,1.044330274026901,1.2926501851140415e-06,nan,2.2959932211855447e-06,0.0014626870437699452,0.0009417419514209339,0.971671945754145,0.9717655738684614,0.9992876860011988,0.999383975105878,1.9987416878193056,2.5860527980614025e-06,3.1167386230570428e-06,0.01856558897998184,0.005348620121367276,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,26,26,26,26,26,26,26,52,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,1.6026594881711639e-06,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,27,0.2,1.0443298085522412,8.271755254085633e-07,nan,1.4691279067917965e-06,0.001169970139818911,0.0007536934818698095,0.9718089292944423,0.9718867157691868,0.9994285627298132,0.9995085599620966,1.9989951808027198,1.655007849597714e-06,1.9945973482606753e-06,0.019166458980180323,0.0055589001276530325,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,27,27,27,27,27,27,27,54,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,1.0256427477179914e-06,2,0.05
smoke,G,G_local_spectral_smoke,FR--R,4219517623,28,0.2,1.044329510664034,5.292873181961255e-07,nan,9.399922348485899e-07,0.0009358047668754738,0.0006031831270425775,0.9719188351323118,0.9719833728156156,0.9995415921847464,0.9996079640837076,1.9991976256019757,1.059081679657939e-06,1.2764107988515916e-06,0.01975948899053037,0.005757400125730783,,nan,nan,nan,0.9897964993198303,1.0052366805746804,nan,nan,nan,28,28,28,28,28,28,28,56,0,0,0,1,False,False,0.2,0,0.8271667861887243,2.205959241039798,0.8020407001360339,nan,0.9999999999999996,1.0500000000000003,0.9723645746526087,1.0209828033852397,1.0500000000000005,0.82273667804672,0.8227366780467211,1.0284208475584011,6.563437377938248e-07,2,0.05
