method,algorithm_seconds,median,lower,upper
FR--R,8.6535639531794,0.272616333905221,0.272616333905221,0.272616333905221
FR--R,8.689907872234471,0.2726163339052025,0.2726163339052025,0.2726163339052025
FR--R,8.721446921175811,0.2726163339051854,0.2726163339051854,0.2726163339051854
FR--R,8.752579550084192,0.2726163339051697,0.2726163339051697,0.2726163339051697
FR--R,8.783916288986802,0.2726163339051554,0.2726163339051554,0.2726163339051554
FR--R,8.815336597966962,0.2726163339051424,0.2726163339051424,0.2726163339051424
FR--R,8.84625966695603,0.2726163339051304,0.2726163339051304,0.2726163339051304
FR--R,8.877246255928185,0.2726163339051193,0.2726163339051193,0.2726163339051193
FR--R,8.908363534894306,0.2726163339051093,0.2726163339051093,0.2726163339051093
FR--R,8.939469723962247,0.2726163339051,0.2726163339051,0.2726163339051
FR--R,8.971729492943268,0.2726163339050916,0.2726163339050916,0.2726163339050916
FR--R,9.00319507200038,0.2726163339050839,0.2726163339050839,0.2726163339050839
FR--R,9.034866821020842,0.2726163339050767,0.2726163339050767,0.2726163339050767
FR--R,9.065895840059966,0.2726163339050703,0.2726163339050703,0.2726163339050703
FR--R,9.097434858966151,0.2726163339050643,0.2726163339050643,0.2726163339050643
FR--R,9.129054218064994,0.2726163339050588,0.2726163339050588,0.2726163339050588
FR--R,9.160192076989915,0.2726163339050538,0.2726163339050538,0.2726163339050538
FR--R,9.191290465940256,0.2726163339050493,0.2726163339050493,0.2726163339050493
FR--R,9.222473614965566,0.2726163339050452,0.2726163339050452,0.2726163339050452
FR--R,9.253700943954756,0.2726163339050414,0.2726163339050414,0.2726163339050414
FR--R,9.28478407295188,0.2726163339050378,0.2726163339050378,0.2726163339050378
FR--R,9.316355471964926,0.2726163339050346,0.2726163339050346,0.2726163339050346
FR--R,9.34773812093772,0.2726163339050317,0.2726163339050317,0.2726163339050317
FR--R,9.378828599874396,0.272616333905029,0.272616333905029,0.272616333905029
FR--R,9.409838868887164,0.2726163339050265,0.2726163339050265,0.2726163339050265
FR--R,9.441308917826971,0.2726163339050242,0.2726163339050242,0.2726163339050242
FR--R,9.472458806762006,0.2726163339050222,0.2726163339050222,0.2726163339050222
FR--R,9.503485935740173,0.2726163339050202,0.2726163339050202,0.2726163339050202
FR--R,9.534684474754611,0.2726163339050186,0.2726163339050186,0.2726163339050186
FR--R,9.565406833717134,0.272616333905017,0.272616333905017,0.272616333905017
FR--R,9.596473862824496,0.2726163339050156,0.2726163339050156,0.2726163339050156
FR--R,9.627299111743923,0.2726163339050141,0.2726163339050141,0.2726163339050141
FR--R,9.65842063172022,0.2726163339050129,0.2726163339050129,0.2726163339050129
FR--R,9.689016950782388,0.2726163339050118,0.2726163339050118,0.2726163339050118
FR--R,9.719619169831276,0.2726163339050109,0.2726163339050109,0.2726163339050109
FR--R,9.751215248776134,0.2726163339050099,0.2726163339050099,0.2726163339050099
FR--R,9.782199647801464,0.272616333905009,0.272616333905009,0.272616333905009
FR--R,9.813832566840574,0.2726163339050083,0.2726163339050083,0.2726163339050083
FR--R,9.844411635771394,0.2726163339050075,0.2726163339050075,0.2726163339050075
FR--R,9.875640874786768,0.2726163339050069,0.2726163339050069,0.2726163339050069
FR--R,9.90692867373582,0.2726163339050062,0.2726163339050062,0.2726163339050062
FR--R,9.938049632764889,0.2726163339050056,0.2726163339050056,0.2726163339050056
FR--R,9.969132981728762,0.2726163339050051,0.2726163339050051,0.2726163339050051
FR--R,10.00008910073666,0.2726163339050047,0.2726163339050047,0.2726163339050047
FR--R,10.030926359642764,0.2726163339050043,0.2726163339050043,0.2726163339050043
FR--R,10.06182861851994,0.272616333905004,0.272616333905004,0.272616333905004
FR--R,10.092752477619795,0.2726163339050035,0.2726163339050035,0.2726163339050035
FR--R,10.123296856472734,0.2726163339050031,0.2726163339050031,0.2726163339050031
FR--R,10.154130915529096,0.2726163339050028,0.2726163339050028,0.2726163339050028
FR--R,10.18522435455816,0.2726163339050025,0.2726163339050025,0.2726163339050025
FR--R,10.21580881351838,0.2726163339050023,0.2726163339050023,0.2726163339050023
FR--R,10.246606042492203,0.2726163339050021,0.2726163339050021,0.2726163339050021
FR--R,10.277625311457086,0.2726163339050019,0.2726163339050019,0.2726163339050019
FR--R,10.31658503046492,0.2726163339050016,0.2726163339050016,0.2726163339050016
FR--R,10.35128328949213,0.2726163339050014,0.2726163339050014,0.2726163339050014
FR--R,10.382547578483354,0.2726163339050012,0.2726163339050012,0.2726163339050012
FR--R,10.413459928531664,0.2726163339050011,0.2726163339050011,0.2726163339050011
FR--R,10.443966677470598,0.272616333905001,0.272616333905001,0.272616333905001
FR--R,10.474746126448736,0.2726163339050008,0.2726163339050008,0.2726163339050008
FR--R,10.505251745402347,0.2726163339050008,0.2726163339050008,0.2726163339050008
FR--R,10.536233044462278,0.2726163339050006,0.2726163339050006,0.2726163339050006
FR--R,10.567045203526504,0.2726163339050005,0.2726163339050005,0.2726163339050005
FR--R,10.598655102483464,0.2726163339050004,0.2726163339050004,0.2726163339050004
FR--R,10.629296721541325,0.2726163339050004,0.2726163339050004,0.2726163339050004
FR--R,10.660164640576111,0.2726163339050003,0.2726163339050003,0.2726163339050003
FR--R,10.690505289530847,0.2726163339050003,0.2726163339050003,0.2726163339050003
FR--R,10.72056606854312,0.2726163339050002,0.2726163339050002,0.2726163339050002
FR--R,10.751424907532057,0.2726163339050002,0.2726163339050002,0.2726163339050002
FR--R,10.781751246540807,0.272616333905,0.272616333905,0.272616333905
FR--R,10.811879566463176,0.2726163339049999,0.2726163339049999,0.2726163339049999
FR--R,10.842246205429548,0.272616333905,0.272616333905,0.272616333905
FR--R,10.871953324356582,0.272616333905,0.272616333905,0.272616333905
FR--R,10.90210208343342,0.2726163339049999,0.2726163339049999,0.2726163339049999
FR--R,10.93245868239319,0.2726163339049999,0.2726163339049999,0.2726163339049999
FR--R,10.962639781471808,0.2726163339049999,0.2726163339049999,0.2726163339049999
FR--R,10.992776790517382,0.2726163339049999,0.2726163339049999,0.2726163339049999
FR--R,11.022689350589644,0.2726163339049999,0.2726163339049999,0.2726163339049999
FR--R,11.052721799525898,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.08310558856465,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.113403337541968,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,11.143875916488469,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,11.17452021536883,0.2726163339049996,0.2726163339049996,0.2726163339049996
FR--R,11.204389834369069,0.2726163339049996,0.2726163339049996,0.2726163339049996
FR--R,11.234509654401336,0.2726163339049996,0.2726163339049996,0.2726163339049996
FR--R,11.264986893394962,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,11.2962723923265,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,11.3266514413408,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,11.357820820237976,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,11.388050109206231,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.418825158209074,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.449444817146286,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.479598336154597,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.50982056511566,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.540540335176049,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.570879034232348,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.601511883258354,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.632212562195493,0.2726163339049999,0.2726163339049999,0.2726163339049999
FR--R,11.66260146116838,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.693173030158505,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.7236126291682,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.75424844812369,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.7848929570755,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.815497415955178,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.857225185027346,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,11.888392904016657,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,11.918801643012555,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,11.949419901939107,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,11.979884571919683,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,12.010391140938736,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.04128130991012,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,12.071833368914668,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.10217649792321,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.133540907001588,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,12.164149915915914,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.194898744986858,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.22543048398802,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.255602853081657,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,12.279317333071958,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.30861107306555,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.339055602031294,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.36787768092472,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.39126016991213,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,12.414934448956046,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.438504147983622,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.467094026971608,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.49722642597044,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.525996915006544,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.552292584034149,0.2726163339049996,0.2726163339049996,0.2726163339049996
FR--R,12.579134203027934,0.2726163339049995,0.2726163339049995,0.2726163339049995
FR--R,12.60142977203941,0.2726163339049996,0.2726163339049996,0.2726163339049996
FR--R,12.631583870970644,0.2726163339049995,0.2726163339049995,0.2726163339049995
FR--R,12.662384950031992,0.2726163339049995,0.2726163339049995,0.2726163339049995
FR--R,12.690899479028303,0.2726163339049995,0.2726163339049995,0.2726163339049995
FR--R,12.713272718014196,0.2726163339049995,0.2726163339049995,0.2726163339049995
FR--R,12.73633497703122,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.759306786058003,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.798261455085594,0.2726163339049995,0.2726163339049995,0.2726163339049995
FR--R,12.837065884086767,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.874478763027582,0.2726163339049996,0.2726163339049996,0.2726163339049996
FR--R,12.912786292028612,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.950258400989696,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,12.987615789985284,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.024209478928242,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.061296667903662,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.098048966901844,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.134455585852264,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.17112496489426,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.208064493956044,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.269058322068304,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.32283019006718,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.354384579171892,0.2726163339049996,0.2726163339049996,0.2726163339049996
FR--R,13.385800828167705,0.2726163339049996,0.2726163339049996,0.2726163339049996
FR--R,13.417142437247094,0.2726163339049996,0.2726163339049996,0.2726163339049996
FR--R,13.456910496170169,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.488031885237431,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,13.519471364328638,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,13.550587043340784,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.58173230238026,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.61295119143324,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.644745670550035,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.676558069477323,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.708050688379444,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.740696117398327,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,13.772220556333195,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.803738395276014,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,13.835746444296092,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,13.86695763329044,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,13.898392282309942,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,13.929933991283178,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,13.962305090157315,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,13.993590599216986,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,14.025264038180469,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,14.05671320820693,0.2726163339049995,0.2726163339049995,0.2726163339049995
FR--R,14.088484397274442,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,14.12015356629854,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,14.151263446372468,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,14.182418665324803,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,14.213816894276531,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,14.245798214280512,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,14.27692460338585,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,14.30839352234034,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,14.339182642230298,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,14.370404161221812,0.2726163339049997,0.2726163339049997,0.2726163339049997
FR--R,14.401983490155544,0.2726163339049998,0.2726163339049998,0.2726163339049998
FR--R,14.43301159015391,0.2726163339049997,0.2726163339049997,0.2726163339049997
