method,iteration,dispersion,median_distance,seeds
FR--KL--STL,136,7.290792856635166e-16,9.594914896526666e-15,30
FR--KL--STL,137,8.179266930255342e-16,8.778588193885457e-15,30
FR--KL--STL,138,8.021705788767517e-16,8.44545874967449e-15,30
FR--KL--STL,139,5.372889160865538e-16,8.084917629823997e-15,30
FR--KL--STL,140,5.15225079152349e-16,8.10319383924702e-15,30
FR--KL--STL,141,5.972079791344307e-16,7.92289591463695e-15,30
FR--KL--STL,142,5.599026642079558e-16,8.105874859275707e-15,30
FR--KL--STL,143,3.3175747052511296e-16,8.50353702397524e-15,30
FR--KL--STL,144,7.714085026552205e-16,8.392522029932428e-15,30
FR--KL--STL,145,6.371106888752828e-16,8.32292107751471e-15,30
FR--KL--STL,146,6.230994183471285e-16,8.559581764064446e-15,30
FR--KL--STL,147,6.787177004348475e-16,8.404606826894267e-15,30
FR--KL--STL,148,7.111135064608157e-16,8.960043902708632e-15,30
FR--KL--STL,149,1.2457979218033467e-15,8.117735546622167e-15,30
FR--KL--STL,150,1.0861550538592361e-15,7.685876127453812e-15,30
FR--KL--STL,151,3.574260076251726e-16,7.72462904371125e-15,30
FR--KL--STL,152,2.229502980944385e-16,7.882078284824618e-15,30
FR--KL--STL,153,3.8381334687807326e-16,8.241396081449396e-15,30
FR--KL--STL,154,3.5481187540761947e-16,7.665062567130666e-15,30
FR--KL--STL,155,4.342423236009579e-16,7.503839345821338e-15,30
FR--KL--STL,156,6.34973849544596e-16,8.374285137996096e-15,30
FR--KL--STL,157,3.9586318077887684e-16,8.248993017012096e-15,30
FR--KL--STL,158,4.240139457603931e-16,8.175067706387165e-15,30
FR--KL--STL,159,6.390782133106594e-16,8.364072702430083e-15,30
FR--KL--STL,160,3.127567076161221e-16,8.558714052347989e-15,30
FR--KL--STL,161,4.3289972955039957e-16,8.375324498364883e-15,30
FR--KL--STL,162,5.305325537851234e-16,8.503756096851177e-15,30
FR--KL--STL,163,1.1168788105209968e-15,7.938369437805688e-15,30
FR--KL--STL,164,6.491465361516403e-16,8.804009087313001e-15,30
FR--KL--STL,165,7.80750411409127e-16,9.273266552368181e-15,30
FR--KL--STL,166,1.0305814904823622e-15,9.07582323640142e-15,30
FR--KL--STL,167,3.584497621119292e-16,9.989010965453063e-15,30
FR--KL--STL,168,4.469166372965328e-16,9.0160611258784e-15,30
FR--KL--STL,169,4.1952815118963323e-16,8.417498846749998e-15,30
FR--KL--STL,170,3.9029617706828453e-16,8.151544500544375e-15,30
FR--KL--STL,171,3.6230399857302025e-16,7.873008306773207e-15,30
FR--KL--STL,172,2.6466543836227536e-16,8.25340724887015e-15,30
FR--KL--STL,173,3.922616651408095e-16,8.411195741549805e-15,30
FR--KL--STL,174,3.747979144970192e-16,8.43984273627475e-15,30
FR--KL--STL,175,4.1250893045358237e-16,8.566343293086231e-15,30
FR--KL--STL,176,2.583376556575004e-16,7.908334387758574e-15,30
FR--KL--STL,177,3.749502443955638e-16,8.309697292330223e-15,30
FR--KL--STL,178,5.684263754520362e-16,8.027969273002407e-15,30
FR--KL--STL,179,5.283581882564086e-16,7.97089196587739e-15,30
FR--KL--STL,180,5.095772197582434e-16,8.310019576954207e-15,30
FR--KL--STL,181,3.482276118445905e-16,7.70476191753285e-15,30
FR--KL--STL,182,4.489298586232322e-16,8.57904403740725e-15,30
FR--KL--STL,183,5.293497246275378e-16,7.735650667705881e-15,30
FR--KL--STL,184,8.00296659026004e-16,7.20606809763383e-15,30
FR--KL--STL,185,4.0110134455047117e-16,8.364451753258892e-15,30
FR--KL--STL,186,9.208689150423428e-16,7.845856969367837e-15,30
FR--KL--STL,187,5.324794494514267e-16,7.660938282531774e-15,30
FR--KL--STL,188,6.786415682333015e-16,8.382434170637933e-15,30
FR--KL--STL,189,4.3685742364885056e-16,8.276824837026617e-15,30
FR--KL--STL,190,3.523923590751575e-16,8.677873963134667e-15,30
FR--KL--STL,191,3.610706364322567e-16,8.93957979046348e-15,30
FR--KL--STL,192,5.250909441056463e-16,8.947944474157895e-15,30
FR--KL--STL,193,8.035721477769557e-16,8.10679291441879e-15,30
FR--KL--STL,194,4.966344128418169e-16,8.070485549476493e-15,30
FR--KL--STL,195,3.283584947511538e-16,8.251196889015663e-15,30
FR--KL--STL,196,4.3789359173851794e-16,7.653276006806142e-15,30
FR--KL--STL,197,5.912792494248403e-16,7.683241954167499e-15,30
FR--KL--STL,198,5.083229759265255e-16,7.072562668020844e-15,30
FR--KL--STL,199,3.1846405852325264e-16,7.773746590559661e-15,30
FR--KL--STL,200,5.059292466986353e-16,8.328924103658509e-15,30
FR--KL--STL,201,5.899129140271919e-16,7.675196049882448e-15,30
FR--KL--STL,202,4.3088916737980377e-16,8.24453728829507e-15,30
FR--KL--STL,203,6.198622980284926e-16,8.332290440308721e-15,30
FR--KL--STL,204,4.1723224582222244e-16,8.389790683255975e-15,30
FR--KL--STL,205,5.148808291725096e-16,7.914858204136415e-15,30
FR--KL--STL,206,4.639698699195256e-16,8.116632561991992e-15,30
FR--KL--STL,207,4.976772977025018e-16,7.990129934278705e-15,30
FR--KL--STL,208,2.472662310341417e-16,8.126091436561553e-15,30
FR--KL--STL,209,3.982041169643712e-16,8.25219121095526e-15,30
FR--KL--STL,210,3.3004856546032116e-16,8.321767254337585e-15,30
FR--KL--STL,211,5.14169277141113e-16,8.36418275755003e-15,30
FR--KL--STL,212,5.257114395830113e-16,8.364620926659327e-15,30
FR--KL--STL,213,6.712032512863016e-16,8.7152866473601e-15,30
FR--KL--STL,214,6.905829718924909e-16,8.243595510079513e-15,30
FR--KL--STL,215,7.059192395399473e-16,8.51051420867154e-15,30
FR--KL--STL,216,8.619605541941585e-16,8.403653850862829e-15,30
FR--KL--STL,217,6.299183281896559e-16,8.401640671952166e-15,30
FR--KL--STL,218,4.79155276206997e-16,8.470879337403962e-15,30
FR--KL--STL,219,3.5644109783620254e-16,8.12103566077416e-15,30
FR--KL--STL,220,9.870664310375918e-16,9.101035689639622e-15,30
FR--KL--STL,221,5.977671029653462e-16,8.943290024515e-15,30
FR--KL--STL,222,3.732274105830503e-16,8.380600469636924e-15,30
FR--KL--STL,223,4.980003641987853e-16,8.105429360278063e-15,30
FR--KL--STL,224,3.3897450471161724e-16,7.965144241591861e-15,30
FR--KL--STL,225,2.964931124915575e-16,8.308159190373379e-15,30
FR--KL--STL,226,3.5547797322658145e-16,8.871241395145072e-15,30
FR--KL--STL,227,3.46074849726112e-16,8.417347314094518e-15,30
FR--KL--STL,228,4.886031126075815e-16,8.058433476917403e-15,30
FR--KL--STL,229,3.497049622051134e-16,7.670234434759839e-15,30
FR--KL--STL,230,4.801594123938468e-16,8.628869757095192e-15,30
FR--KL--STL,231,3.5480028532182775e-16,8.221312235845526e-15,30
FR--KL--STL,232,5.526065532621654e-16,8.293282955664999e-15,30
FR--KL--STL,233,4.68061654086907e-16,8.740368221486308e-15,30
FR--KL--STL,234,5.050047230731757e-16,8.260188597973618e-15,30
FR--KL--STL,235,2.7429524946680956e-16,7.845215909533623e-15,30
FR--KL--STL,236,4.008760218769561e-16,8.202100926566793e-15,30
FR--KL--STL,237,6.093986572705916e-16,8.645308261173616e-15,30
FR--KL--STL,238,5.60222686199894e-16,7.585743084975046e-15,30
FR--KL--STL,239,5.327371976542189e-16,7.91689241902763e-15,30
FR--KL--STL,240,2.8389772088455713e-16,8.047291021114666e-15,30
FR--KL--STL,241,3.9092339013734993e-16,8.72735910037971e-15,30
FR--KL--STL,242,5.689220554282653e-16,8.820557692815365e-15,30
FR--KL--STL,243,5.99923089206268e-16,8.47413966114254e-15,30
FR--KL--STL,244,6.636488436714954e-16,8.10793597334201e-15,30
FR--KL--STL,245,6.756982665944426e-16,7.758750334718848e-15,30
FR--KL--STL,246,3.766589273304651e-16,7.930414768201606e-15,30
FR--KL--STL,247,3.9646981992271963e-16,7.999458283398561e-15,30
FR--KL--STL,248,6.152349765454809e-16,8.659221472255275e-15,30
FR--KL--STL,249,3.8801019559258293e-16,8.89504648862668e-15,30
FR--KL--STL,250,6.975292164652705e-16,8.874230802641876e-15,30
FR--KL--STL,251,5.011796967397473e-16,8.338224423337333e-15,30
FR--KL--STL,252,7.71677773053534e-16,8.271064461075596e-15,30
FR--KL--STL,253,6.633544682074145e-16,8.244089779166949e-15,30
FR--KL--STL,254,3.625234009689272e-16,8.150701087051156e-15,30
FR--KL--STL,255,3.951955061436462e-16,8.65420800306633e-15,30
FR--KL--STL,256,4.598806610801417e-16,8.136211523349549e-15,30
FR--KL--STL,257,4.084095994805436e-16,8.360306348545831e-15,30
FR--KL--STL,258,5.444244846111433e-16,8.715392909761866e-15,30
FR--KL--STL,259,5.263535580356472e-16,9.377270973309411e-15,30
FR--KL--STL,260,6.742473568338453e-16,9.520913363439706e-15,30
FR--KL--STL,261,7.42525940007867e-16,9.019286163096284e-15,30
FR--KL--STL,262,4.1841987650615056e-16,8.232820942065165e-15,30
FR--KL--STL,263,6.933648196470091e-16,8.399254489877216e-15,30
FR--KL--STL,264,7.343528167452127e-16,7.87281405309822e-15,30
FR--KL--STL,265,1.11129489281246e-15,8.406022002058784e-15,30
FR--KL--STL,266,4.887636679962612e-16,8.406520313368639e-15,30
FR--KL--STL,267,5.3486004387720675e-16,8.307884089701981e-15,30
FR--KL--STL,268,6.601762407085151e-16,8.521646968261435e-15,30
FR--KL--STL,269,4.934455989176508e-16,8.480577144080537e-15,30
FR--KL--STL,270,5.042594810281156e-16,8.490956557516871e-15,30
FR--KL--STL,271,8.517037794196768e-16,8.848278935208022e-15,30
FR--KL--STL,272,1.2401206556755535e-15,8.766567667114925e-15,30
FR--KL--STL,273,5.567241532872665e-16,7.811595894226526e-15,30
FR--KL--STL,274,2.989627680928933e-16,8.379873623894919e-15,30
FR--KL--STL,275,4.1848723917926924e-16,9.109138081184452e-15,30
FR--KL--STL,276,4.3833990592020615e-16,8.986161813263498e-15,30
FR--KL--STL,277,4.597897657020754e-16,8.435795201681359e-15,30
FR--KL--STL,278,3.373838888290124e-16,8.212381636251507e-15,30
FR--KL--STL,279,3.500004745419066e-16,8.794134985565007e-15,30
FR--KL--STL,280,5.170413041977481e-16,8.247337793700044e-15,30
FR--KL--STL,281,4.0133172456111693e-16,8.227735376652028e-15,30
FR--KL--STL,282,2.4234659226428536e-16,9.517670456855411e-15,30
FR--KL--STL,283,2.94794866299765e-16,8.600494817896255e-15,30
FR--KL--STL,284,3.3912289173511913e-16,9.044235632761693e-15,30
FR--KL--STL,285,8.752643024400058e-16,8.512667301069718e-15,30
FR--KL--STL,286,6.788573943993642e-16,8.172484857967325e-15,30
FR--KL--STL,287,4.799740251599469e-16,8.63059954351531e-15,30
FR--KL--STL,288,3.408086222883361e-16,8.529379289867896e-15,30
FR--KL--STL,289,5.831445919236305e-16,7.528089478839381e-15,30
FR--KL--STL,290,4.2148835725540255e-16,8.246497174932265e-15,30
FR--KL--STL,291,7.938444319526463e-16,7.96005191532103e-15,30
FR--KL--STL,292,6.228953950652189e-16,8.593112534171745e-15,30
FR--KL--STL,293,2.622936105065315e-16,8.640244015181933e-15,30
FR--KL--STL,294,4.544497689237249e-16,8.100747909171628e-15,30
FR--KL--STL,295,4.263080296175407e-16,8.359362034695055e-15,30
FR--KL--STL,296,3.6861144093819107e-16,9.726588629583021e-15,30
FR--KL--STL,297,1.2436618094512923e-15,9.596584096263804e-15,30
FR--KL--STL,298,8.694638042908716e-16,9.470845243038488e-15,30
FR--KL--STL,299,8.077269006016541e-16,8.218101826379934e-15,30
FR--KL--STL,300,2.792145885237074e-16,8.579875271030529e-15,30
FR--R--STL,0,2.2584051416334807e-16,1.3300109052715507,30
FR--R--STL,1,7.332574659497182e-16,0.6650054526357752,30
FR--R--STL,2,6.855508993009926e-16,0.3325027263178873,30
FR--R--STL,3,1.4001751408957302e-15,0.16625136315894384,30
FR--R--STL,4,1.5779612709389053e-15,0.0831256815794717,30
FR--R--STL,5,9.954942674782737e-16,0.04156284078973595,30
FR--R--STL,6,1.1148634325817468e-15,0.020781420394868,30
FR--R--STL,7,1.5345359594806296e-15,0.01039071019743425,30
FR--R--STL,8,1.2778244767059414e-15,0.0051953550987176005,30
FR--R--STL,9,1.524026578306345e-15,0.0025976775493584,30
FR--R--STL,10,1.2249995280252256e-15,0.00129883877467895,30
FR--R--STL,11,1.2158914616535351e-15,0.0006494193873397499,30
FR--R--STL,12,1.2425451932901309e-15,0.0003247096936694,30
FR--R--STL,13,1.75277550906167e-15,0.00016235484683495,30
FR--R--STL,14,1.8489390342786417e-15,8.117742341742012e-05,30
FR--R--STL,15,2.1404997710277497e-15,4.0588711709538036e-05,30
FR--R--STL,16,1.925871581530188e-15,2.0294355854446783e-05,30
FR--R--STL,17,1.9637240366510945e-15,1.0147177927230986e-05,30
FR--R--STL,18,1.5336789101610502e-15,5.0735889643284305e-06,30
FR--R--STL,19,9.421266139701303e-16,2.5367944818939202e-06,30
FR--R--STL,20,1.0297933320717541e-15,1.2683972412557811e-06,30
FR--R--STL,21,1.7743904320514943e-15,6.341986211583487e-07,30
FR--R--STL,22,1.7552126539004633e-15,3.170993102805008e-07,30
FR--R--STL,23,1.5185258943444637e-15,1.5854965494134624e-07,30
FR--R--STL,24,1.6044138396554457e-15,7.927482784270921e-08,30
FR--R--STL,25,1.3182716526248569e-15,3.963741407183216e-08,30
FR--R--STL,26,1.4255885479171045e-15,1.9818707718626398e-08,30
FR--R--STL,27,1.7519279677951663e-15,9.909353179994021e-09,30
FR--R--STL,28,9.821564050290098e-16,4.954676518943584e-09,30
FR--R--STL,29,1.170726782873826e-15,2.4773379989149254e-09,30
FR--R--STL,30,1.7073666268080183e-15,1.238668855626626e-09,30
FR--R--STL,31,1.864848565573387e-15,6.193348244406884e-10,30
FR--R--STL,32,1.80031420114387e-15,3.0966695210906095e-10,30
FR--R--STL,33,1.4062966424795194e-15,1.5483322328869286e-10,30
FR--R--STL,34,1.8803562073111238e-15,7.741716811881283e-11,30
FR--R--STL,35,1.4455852912238234e-15,3.870891179869877e-11,30
FR--R--STL,36,1.354268436388865e-15,1.9353962425259623e-11,30
FR--R--STL,37,2.131204195495013e-15,9.677175369608115e-12,30
FR--R--STL,38,2.324763565471383e-15,4.838251898175046e-12,30
FR--R--STL,39,1.4949708155622176e-15,2.4191336553434956e-12,30
FR--R--STL,40,1.4662251213970238e-15,1.2096680543912094e-12,30
FR--R--STL,41,1.4850049714028853e-15,6.049450490997677e-13,30
FR--R--STL,42,1.6242774360494403e-15,3.035713458243678e-13,30
FR--R--STL,43,1.7217209529998892e-15,1.514836811931443e-13,30
FR--R--STL,44,1.549978153775918e-15,7.584112946902063e-14,30
FR--R--STL,45,1.5480512949731323e-15,3.8371752813709195e-14,30
FR--R--STL,46,1.3467060506547477e-15,2.0864758017750917e-14,30
FR--R--STL,47,9.329940927842326e-16,1.3383890201097844e-14,30
FR--R--STL,48,1.1475755248345698e-15,1.0983123448232534e-14,30
FR--R--STL,49,9.639219481564975e-16,1.0787025964616404e-14,30
FR--R--STL,50,7.139551956045675e-16,1.0623016213581101e-14,30
FR--R--STL,51,8.962937029549445e-16,1.0336512904424579e-14,30
FR--R--STL,52,5.097197683205753e-16,1.1539602557551072e-14,30
FR--R--STL,53,1.6697148863185058e-15,1.2390212279233539e-14,30
FR--R--STL,54,1.984371471272002e-15,9.696985490277222e-15,30
FR--R--STL,55,6.340698490728358e-16,1.379104677305044e-14,30
FR--R--STL,56,2.4585573526504866e-15,1.4001023915025559e-14,30
FR--R--STL,57,2.3631225135242708e-15,1.244069075480344e-14,30
FR--R--STL,58,1.4988543663951097e-15,1.1018147660065427e-14,30
FR--R--STL,59,1.4369850593357255e-15,9.99873484586547e-15,30
FR--R--STL,60,6.343021022882172e-16,9.926108515303072e-15,30
FR--R--STL,61,7.606275115948824e-16,9.13888908321986e-15,30
FR--R--STL,62,4.788441083476067e-16,1.0406473087311659e-14,30
FR--R--STL,63,1.171072834142356e-15,9.437884960745536e-15,30
FR--R--STL,64,4.583111543554458e-16,9.322528741554464e-15,30
FR--R--STL,65,8.204477421847629e-16,9.73407433568461e-15,30
FR--R--STL,66,7.762519002383767e-16,9.90494688949147e-15,30
FR--R--STL,67,6.924829306021966e-16,1.0331146982410308e-14,30
FR--R--STL,68,8.924865806970928e-16,9.299912236239745e-15,30
FR--R--STL,69,8.311722982921805e-16,1.0033545793054132e-14,30
FR--R--STL,70,7.883450638274039e-16,1.0325781666122286e-14,30
FR--R--STL,71,7.0479811969206625e-16,1.0323453540662785e-14,30
FR--R--STL,72,1.3020036398034446e-15,9.142052252294895e-15,30
FR--R--STL,73,1.0614633335591693e-15,1.0590917412927898e-14,30
FR--R--STL,74,1.2079672280999385e-15,9.463899742153328e-15,30
FR--R--STL,75,9.86837919471184e-16,9.192199596835145e-15,30
FR--R--STL,76,8.652491103312436e-16,9.870855719383581e-15,30
FR--R--STL,77,8.840117270546963e-16,1.0402276152794865e-14,30
FR--R--STL,78,1.2063226259688284e-15,1.0240314242407595e-14,30
FR--R--STL,79,1.1496623443267733e-15,1.09708070032366e-14,30
FR--R--STL,80,1.1674115507301013e-15,1.0791130039458112e-14,30
FR--R--STL,81,9.640068781123498e-16,1.0000167827028397e-14,30
FR--R--STL,82,7.147280748482173e-16,9.890614458838635e-15,30
FR--R--STL,83,7.749601069109502e-16,1.0951086075202886e-14,30
FR--R--STL,84,7.798945592438561e-16,1.1574787595846378e-14,30
FR--R--STL,85,1.6879618895284365e-15,1.5771969271367546e-14,30
FR--R--STL,86,1.6419643106876774e-15,1.4853471648900242e-14,30
FR--R--STL,87,1.82071985795837e-15,1.304350195970747e-14,30
FR--R--STL,88,2.004215203265269e-15,1.2210074391767621e-14,30
FR--R--STL,89,1.6013512240339687e-15,1.5959229795502457e-14,30
FR--R--STL,90,3.0614766709728347e-15,1.7584328343764784e-14,30
FR--R--STL,91,3.8132448147321355e-15,1.2490358450669957e-14,30
FR--R--STL,92,1.2932330375201126e-15,1.1653055665025823e-14,30
FR--R--STL,93,2.141252373160958e-15,1.1939360237324167e-14,30
FR--R--STL,94,2.2169426639651794e-15,9.976786820724966e-15,30
FR--R--STL,95,1.4554947742033996e-15,8.965369568948263e-15,30
FR--R--STL,96,7.641232474903952e-16,8.544490524219966e-15,30
FR--R--STL,97,6.089587189800657e-16,9.11491573125211e-15,30
FR--R--STL,98,7.085309019839503e-16,9.034017183225147e-15,30
FR--R--STL,99,6.495688896653093e-16,1.0226602034652333e-14,30
FR--R--STL,100,6.763032700367392e-16,8.435155699171718e-15,30
FR--R--STL,101,6.038494298486431e-16,1.0021840429679952e-14,30
FR--R--STL,102,3.977619016532968e-16,1.1945305657313605e-14,30
FR--R--STL,103,1.1710443061541228e-15,1.174684477645124e-14,30
FR--R--STL,104,6.857258614681792e-16,1.2198830743390935e-14,30
FR--R--STL,105,1.2825177303607707e-15,1.1989647062503379e-14,30
FR--R--STL,106,1.063413752617498e-15,1.1261217587641894e-14,30
FR--R--STL,107,5.814211146108942e-16,1.0588821232225878e-14,30
FR--R--STL,108,7.789212265140503e-16,1.064064468957572e-14,30
FR--R--STL,109,5.70441113867984e-16,1.2206622320658732e-14,30
FR--R--STL,110,1.2387194490082112e-15,1.4031251698282763e-14,30
FR--R--STL,111,2.5264036275200145e-15,1.1073256335180578e-14,30
FR--R--STL,112,1.1111659853441873e-15,1.0359139628373638e-14,30
FR--R--STL,113,1.0521192844419154e-15,1.0579157266295062e-14,30
FR--R--STL,114,9.097095831097465e-16,1.0413873137038108e-14,30
FR--R--STL,115,5.138439785905761e-16,9.75851591412403e-15,30
FR--R--STL,116,1.4554445184600428e-15,9.732795209006176e-15,30
FR--R--STL,117,9.636597785570645e-16,1.0946753852530146e-14,30
FR--R--STL,118,2.2111620234609094e-15,1.1492719670363133e-14,30
FR--R--STL,119,1.3111167424471922e-15,1.248381162484976e-14,30
FR--R--STL,120,1.4313342652305006e-15,1.067945261575236e-14,30
FR--R--STL,121,7.082751785059959e-16,1.0843757133608456e-14,30
FR--R--STL,122,5.475967605593485e-16,1.0373163120999095e-14,30
FR--R--STL,123,6.330523121927347e-16,1.2490252089600504e-14,30
FR--R--STL,124,1.1375882746106026e-15,1.1010712163603206e-14,30
FR--R--STL,125,1.6265836000523865e-15,9.300399720482555e-15,30
FR--R--STL,126,6.237150526235873e-16,8.867862165284782e-15,30
FR--R--STL,127,2.742753642008029e-16,1.0893508716145787e-14,30
FR--R--STL,128,5.455245211792559e-16,1.2456388509436914e-14,30
FR--R--STL,129,2.0607129433452347e-15,1.0156775491549874e-14,30
FR--R--STL,130,5.972164211749091e-16,9.791562314726285e-15,30
FR--R--STL,131,1.0429597066930173e-15,1.0694648102184582e-14,30
FR--R--STL,132,1.0320466744851169e-15,9.743729756958037e-15,30
FR--R--STL,133,8.065409719823208e-16,1.0448796858133518e-14,30
FR--R--STL,134,7.620234611042356e-16,1.0136871745839492e-14,30
FR--R--STL,135,5.012817519258899e-16,1.2334828815294648e-14,30
FR--R--STL,136,1.6472206137804126e-15,1.242045372599367e-14,30
FR--R--STL,137,1.3098786620713485e-15,1.0468019527455267e-14,30
FR--R--STL,138,5.971286449619979e-16,1.2560571080892057e-14,30
FR--R--STL,139,7.767314496656979e-16,1.1631570842702809e-14,30
FR--R--STL,140,1.693493069613938e-15,1.0572625783820068e-14,30
FR--R--STL,141,6.243350040588393e-16,1.2433764161960541e-14,30
FR--R--STL,142,1.5976152142822577e-15,1.1258075504164066e-14,30
FR--R--STL,143,1.4269588499983582e-15,1.071156394152404e-14,30
FR--R--STL,144,1.1089723850071758e-15,1.229248231511718e-14,30
FR--R--STL,145,7.015092928565026e-16,1.2855135729354893e-14,30
FR--R--STL,146,1.0947763547174567e-15,1.4081050241014635e-14,30
FR--R--STL,147,1.646457386407924e-15,1.348208682222824e-14,30
FR--R--STL,148,1.3294204266564193e-15,1.198714404805071e-14,30
FR--R--STL,149,1.1812037232921249e-15,1.0168602285974334e-14,30
FR--R--STL,150,7.888352303820084e-16,1.2650114964322552e-14,30
FR--R--STL,151,2.0013566105908182e-15,1.0702408393127674e-14,30
FR--R--STL,152,9.481194939070147e-16,9.483320098704815e-15,30
FR--R--STL,153,5.738657913329138e-16,8.593981149135281e-15,30
FR--R--STL,154,9.048518083503309e-16,1.0449546466682884e-14,30
FR--R--STL,155,2.4473047633041483e-15,1.010947495659095e-14,30
FR--R--STL,156,1.1053777604931055e-15,9.261396022303465e-15,30
FR--R--STL,157,6.253896439223358e-16,9.531741986408397e-15,30
FR--R--STL,158,1.1094822664470768e-15,1.0435038909065461e-14,30
FR--R--STL,159,1.13794966679796e-15,1.1006497121946391e-14,30
FR--R--STL,160,1.1499752937061274e-15,1.3512295540211662e-14,30
FR--R--STL,161,1.6583967137282628e-15,1.2382310130066651e-14,30
FR--R--STL,162,1.3148555518111322e-15,1.1731168948435105e-14,30
FR--R--STL,163,1.0246828967838555e-15,1.0266535855581075e-14,30
FR--R--STL,164,7.271235716346469e-16,9.75807768018147e-15,30
FR--R--STL,165,1.066192032449997e-15,9.91090496276132e-15,30
FR--R--STL,166,7.731548107962308e-16,1.1162493776831687e-14,30
FR--R--STL,167,8.672872422304795e-16,1.0726848416303185e-14,30
FR--R--STL,168,8.710317690719049e-16,8.664273684458023e-15,30
FR--R--STL,169,5.624413838061723e-16,1.0491138567707504e-14,30
FR--R--STL,170,1.3103590024239073e-15,9.419489515601554e-15,30
FR--R--STL,171,4.124221783324999e-16,1.0613584253491655e-14,30
FR--R--STL,172,8.308282376695098e-16,1.013478971303369e-14,30
FR--R--STL,173,3.1766897401243374e-16,1.1511315322078646e-14,30
FR--R--STL,174,8.416180545503879e-16,1.2004124889751338e-14,30
FR--R--STL,175,1.031675870823818e-15,1.3509613672367065e-14,30
FR--R--STL,176,1.364422820048036e-15,9.873017546465756e-15,30
FR--R--STL,177,9.513790811502723e-16,9.675393719335855e-15,30
FR--R--STL,178,6.226662220272103e-16,1.3233171055803305e-14,30
FR--R--STL,179,1.030205323320183e-15,1.1745858105395619e-14,30
FR--R--STL,180,9.53228327020607e-16,1.2051709290261911e-14,30
FR--R--STL,181,8.386529587441046e-16,1.0460566080282394e-14,30
FR--R--STL,182,6.995448123721255e-16,1.100147716146681e-14,30
FR--R--STL,183,7.264912870314784e-16,1.1926045646350775e-14,30
FR--R--STL,184,1.1278038912403394e-15,1.1326064950111142e-14,30
FR--R--STL,185,7.49006457865687e-16,1.0632708165702951e-14,30
FR--R--STL,186,3.9129042981471917e-16,1.0544001035675241e-14,30
FR--R--STL,187,6.921165953832498e-16,9.824030603934065e-15,30
FR--R--STL,188,6.173214176043162e-16,1.0217610433434288e-14,30
FR--R--STL,189,5.703096498031225e-16,9.834892057983893e-15,30
FR--R--STL,190,6.451680023088682e-16,9.455916053232203e-15,30
FR--R--STL,191,6.096182381537281e-16,8.987453763170491e-15,30
FR--R--STL,192,6.198333362852047e-16,8.917078321904883e-15,30
FR--R--STL,193,4.0606945004985873e-16,9.426764390381136e-15,30
FR--R--STL,194,7.925794652490674e-16,1.0812398062796345e-14,30
FR--R--STL,195,7.50985288539026e-16,1.2105284145716416e-14,30
FR--R--STL,196,7.982407191039668e-16,1.1002510827615704e-14,30
FR--R--STL,197,1.016729653191329e-15,1.0873339238728527e-14,30
FR--R--STL,198,9.251554465925392e-16,1.181602070710682e-14,30
FR--R--STL,199,1.736797112391786e-15,1.1441405286914409e-14,30
FR--R--STL,200,8.515947433081001e-16,1.2337698885346313e-14,30
FR--R--STL,201,1.6147966309183261e-15,1.1612658035774033e-14,30
FR--R--STL,202,1.2479154937688745e-15,1.0237541409654594e-14,30
FR--R--STL,203,8.244499451570775e-16,9.743864040621677e-15,30
FR--R--STL,204,5.515659111457271e-16,1.139424920165038e-14,30
FR--R--STL,205,7.068421433293785e-16,9.68119340675478e-15,30
FR--R--STL,206,1.0517563603970177e-15,9.898358369999998e-15,30
FR--R--STL,207,9.59067842683497e-16,1.1429383909164527e-14,30
FR--R--STL,208,7.602705906641124e-16,9.690952954976805e-15,30
FR--R--STL,209,1.0203720072632158e-15,1.0900009629444799e-14,30
FR--R--STL,210,7.975495170921873e-16,9.94150051704372e-15,30
FR--R--STL,211,8.872097706683368e-16,1.0005143791818933e-14,30
FR--R--STL,212,1.423038893944121e-15,8.462861508332342e-15,30
FR--R--STL,213,1.0955225068815355e-15,7.70127365386533e-15,30
FR--R--STL,214,8.164837600541749e-16,9.885025144183413e-15,30
FR--R--STL,215,5.566003388970514e-16,1.1195769005753485e-14,30
FR--R--STL,216,1.7923167966148398e-15,1.1856990954051225e-14,30
FR--R--STL,217,1.7116145179588402e-15,1.1364371770007111e-14,30
FR--R--STL,218,1.4874953275976908e-15,1.1021148759521308e-14,30
FR--R--STL,219,8.370315424676866e-16,1.1635674530082208e-14,30
FR--R--STL,220,1.6283377998282829e-15,1.2606022948705082e-14,30
FR--R--STL,221,1.521258625962478e-15,1.1466666477251212e-14,30
FR--R--STL,222,1.2328141744419831e-15,1.0628043223403318e-14,30
FR--R--STL,223,6.750276515040364e-16,9.662604605675002e-15,30
FR--R--STL,224,8.759106975495202e-16,1.2376174166132618e-14,30
FR--R--STL,225,1.5989607830017655e-15,1.0469276215364091e-14,30
FR--R--STL,226,7.561408710126571e-16,1.0056131578652666e-14,30
FR--R--STL,227,8.58958052138242e-16,8.672836035039062e-15,30
FR--R--STL,228,1.2339002593770633e-15,9.889679899241422e-15,30
FR--R--STL,229,1.144163061146672e-15,9.040440751035334e-15,30
FR--R--STL,230,6.344559575411564e-16,9.342376715899838e-15,30
FR--R--STL,231,9.511583518797531e-16,8.656354730880748e-15,30
FR--R--STL,232,5.514455853876623e-16,8.967673833926977e-15,30
FR--R--STL,233,7.055027778402577e-16,9.999769143951659e-15,30
