method,iteration,dispersion,median_distance,seeds
BBVI--STL,157,0.002939286267883472,0.18586073802231734,30
BBVI--STL,158,0.0029696773043275536,0.18458059696104845,30
BBVI--STL,159,0.0027397379526356773,0.18353904570729185,30
BBVI--STL,160,0.002740704659212293,0.1827774551762712,30
BBVI--STL,161,0.002765650038045881,0.18190756218855975,30
BBVI--STL,162,0.002701246800713124,0.18115319763667914,30
BBVI--STL,163,0.002736841926217634,0.18018201771758816,30
BBVI--STL,164,0.002769911804582968,0.179241525625999,30
BBVI--STL,165,0.0028601109250024816,0.178452782100031,30
BBVI--STL,166,0.0027928870828760584,0.17772068027090654,30
BBVI--STL,167,0.0027709507231423788,0.1764184448396203,30
BBVI--STL,168,0.002840087648045826,0.17565991369443956,30
BBVI--STL,169,0.0027198943268642276,0.1747949692724849,30
BBVI--STL,170,0.002541661994061256,0.17414167932538407,30
BBVI--STL,171,0.0025384903919195927,0.1733800898680955,30
BBVI--STL,172,0.0025714794452972403,0.17235169342686169,30
BBVI--STL,173,0.002606025011961625,0.17165676546169117,30
BBVI--STL,174,0.002530591045056238,0.17081006206985005,30
BBVI--STL,175,0.0025480483227165096,0.1702003804951853,30
BBVI--STL,176,0.002588501411253303,0.16933118334536515,30
BBVI--STL,177,0.0026185967402745296,0.16849007878354527,30
BBVI--STL,178,0.002605189605247605,0.1676871908269466,30
BBVI--STL,179,0.0026051898224164227,0.1671723439654273,30
BBVI--STL,180,0.0026271339757063315,0.1664240846178779,30
BBVI--STL,181,0.0024926408342372404,0.1657488816125055,30
BBVI--STL,182,0.002363143257596456,0.16487521373534886,30
BBVI--STL,183,0.002479171322186107,0.16426681134839155,30
BBVI--STL,184,0.0023467701479753995,0.16366322138014838,30
BBVI--STL,185,0.0022973731830414758,0.16267595183983155,30
BBVI--STL,186,0.0022786303877215734,0.1621456171933861,30
BBVI--STL,187,0.0022231703781262426,0.16145128516858023,30
BBVI--STL,188,0.0021618740845436055,0.16079552703595168,30
BBVI--STL,189,0.0021599773028705273,0.16020772043262282,30
BBVI--STL,190,0.002135363281559977,0.15946994353945282,30
BBVI--STL,191,0.0021451135644406,0.15869999579905283,30
BBVI--STL,192,0.0020811127393086486,0.15819746158869413,30
BBVI--STL,193,0.002019362184932865,0.15748166556119111,30
BBVI--STL,194,0.0019966946740208034,0.15683586196304952,30
BBVI--STL,195,0.0019364201144845099,0.1564255687449697,30
BBVI--STL,196,0.00196508782327613,0.15562537780519564,30
BBVI--STL,197,0.0019876026139973193,0.15518790241326308,30
BBVI--STL,198,0.0019584824020333937,0.15447690314852264,30
BBVI--STL,199,0.0019116878284330544,0.15383604973661205,30
BBVI--STL,200,0.001899474015947011,0.15319872841543625,30
BBVI--STL,201,0.0018650112399297327,0.1526553362154497,30
BBVI--STL,202,0.0018810364141945586,0.15210514677819284,30
BBVI--STL,203,0.0018644944522960062,0.151675345748451,30
BBVI--STL,204,0.0018752244031078004,0.1510949263784528,30
BBVI--STL,205,0.001833907052088614,0.1506256295277908,30
BBVI--STL,206,0.001796060052149999,0.15001134483008355,30
BBVI--STL,207,0.0017994978973741454,0.1494096643843556,30
BBVI--STL,208,0.0017746864644564157,0.14891563712963618,30
BBVI--STL,209,0.0017648840310310351,0.14830629937453918,30
BBVI--STL,210,0.0017596232919083838,0.1478545950047613,30
BBVI--STL,211,0.001751272875947711,0.14743231847365879,30
BBVI--STL,212,0.001692015190084716,0.1469025824585487,30
BBVI--STL,213,0.0016938844313427633,0.14655818552163563,30
BBVI--STL,214,0.0017014737466081384,0.14601604825138706,30
BBVI--STL,215,0.0016957423990187047,0.14543436434720716,30
BBVI--STL,216,0.0016934932325176828,0.14493492276172948,30
BBVI--STL,217,0.0016502716877338714,0.14444917229531407,30
BBVI--STL,218,0.0016597288400287547,0.14406394553249582,30
BBVI--STL,219,0.001545926680809501,0.14374359729299596,30
BBVI--STL,220,0.0015099430980857836,0.1433152991228931,30
BBVI--STL,221,0.0014740535773103507,0.14288242829818698,30
BBVI--STL,222,0.0014874195923627505,0.142383525398583,30
BBVI--STL,223,0.0014112268512320523,0.14195399904260989,30
BBVI--STL,224,0.0014277730367646155,0.14139389313195727,30
BBVI--STL,225,0.0014255679253131345,0.14098307372450064,30
BBVI--STL,226,0.00140632534012234,0.14054708375609792,30
BBVI--STL,227,0.0013638316634469287,0.14015518739390753,30
BBVI--STL,228,0.0013831881089588522,0.13969434631885208,30
BBVI--STL,229,0.0013731988606000183,0.13936959633069296,30
BBVI--STL,230,0.0013763499933370817,0.13900032990685696,30
BBVI--STL,231,0.001357037843454444,0.1385368685615844,30
BBVI--STL,232,0.0014062143144125,0.13804601716901926,30
BBVI--STL,233,0.0014156887680803639,0.13768171108379332,30
BBVI--STL,234,0.0013896392333817471,0.13730656250212936,30
BBVI--STL,235,0.0013703883503312507,0.13690246429089586,30
BBVI--STL,236,0.0013503421997144557,0.13644267934517207,30
BBVI--STL,237,0.0013470546150827318,0.1360747642981989,30
BBVI--STL,238,0.001305613791543467,0.13573439762319173,30
BBVI--STL,239,0.001311605378090949,0.1353503266687176,30
BBVI--STL,240,0.0012704320663712368,0.13494976885668403,30
BBVI--STL,241,0.0012680880761953086,0.1344794646732816,30
BBVI--STL,242,0.0012176103043000641,0.13409373553209708,30
BBVI--STL,243,0.0012394561910283547,0.13374379122186525,30
BBVI--STL,244,0.001207730326796942,0.13341410003352278,30
BBVI--STL,245,0.0011810041051633273,0.13313101242422576,30
BBVI--STL,246,0.0011602327254051973,0.13283198624246104,30
BBVI--STL,247,0.0011382980514631554,0.13249829964729604,30
BBVI--STL,248,0.0011423623081201586,0.13218862186191252,30
BBVI--STL,249,0.0011492710078404378,0.13185816980965695,30
BBVI--STL,250,0.0011736487218963316,0.13156251249487122,30
BBVI--STL,251,0.0011289699941680114,0.13121087734271586,30
BBVI--STL,252,0.0010919402309340013,0.13086925849485898,30
BBVI--STL,253,0.0010924474578586968,0.1304795237686327,30
BBVI--STL,254,0.001093464991723963,0.13009701024918913,30
BBVI--STL,255,0.0010753287494640856,0.12988766007629393,30
BBVI--STL,256,0.0010812208305976435,0.12956020411654218,30
BBVI--STL,257,0.0010368899011274353,0.12924758264169633,30
BBVI--STL,258,0.0010074034308958236,0.128999107090275,30
BBVI--STL,259,0.0010242420356111513,0.12871020260372976,30
BBVI--STL,260,0.0010152467967232098,0.12842004446194039,30
BBVI--STL,261,0.0010332496860468814,0.12804694830946942,30
BBVI--STL,262,0.0010207743941892126,0.12778845620662993,30
BBVI--STL,263,0.0009780331731072231,0.127518327843805,30
BBVI--STL,264,0.0009684524939563286,0.12721384695145713,30
BBVI--STL,265,0.0009724205181690686,0.12700143003928355,30
BBVI--STL,266,0.0009639999023880152,0.126679831790866,30
BBVI--STL,267,0.0009625292144479915,0.1264002564459923,30
BBVI--STL,268,0.0009548796078734293,0.1260621356670686,30
BBVI--STL,269,0.0009455430123872352,0.12578826755798664,30
BBVI--STL,270,0.000905739867167394,0.12553058239329706,30
BBVI--STL,271,0.0008918314355556491,0.12523217785338556,30
BBVI--STL,272,0.0008800592870129629,0.1250070849600728,30
BBVI--STL,273,0.0008915866309760487,0.12473692813209669,30
BBVI--STL,274,0.0008605761518413012,0.1243761584437584,30
BBVI--STL,275,0.0008587863126821506,0.12410755056760417,30
BBVI--STL,276,0.0008580540238573543,0.12380741514702309,30
BBVI--STL,277,0.0008449769096940858,0.12355258033952136,30
BBVI--STL,278,0.0008437821581204907,0.12328362125857695,30
BBVI--STL,279,0.0008166054738298303,0.12299360689455477,30
BBVI--STL,280,0.0008228308736456596,0.12274671494293034,30
BBVI--STL,281,0.0008387381867512203,0.12249007158330141,30
BBVI--STL,282,0.0008397620310017476,0.12216647155448106,30
BBVI--STL,283,0.0008406722089835743,0.12192401906088668,30
BBVI--STL,284,0.0008197735721821777,0.1216658610558577,30
BBVI--STL,285,0.0008049591816971737,0.12144700177939485,30
BBVI--STL,286,0.0008127311507019677,0.12118062567138449,30
BBVI--STL,287,0.0007902732241493716,0.12094901076813053,30
BBVI--STL,288,0.0007748350615174068,0.12070569913165785,30
BBVI--STL,289,0.0007641169419001345,0.12043467536319549,30
BBVI--STL,290,0.0007507824537028678,0.12022446893011597,30
BBVI--STL,291,0.0007442325183820491,0.12000331723208586,30
BBVI--STL,292,0.0007349704355836608,0.11977577019755821,30
BBVI--STL,293,0.0007418087908524776,0.11951416266216794,30
BBVI--STL,294,0.0007379535744543723,0.11927438115774652,30
BBVI--STL,295,0.0007532636536623844,0.11906272684329605,30
BBVI--STL,296,0.0007416372732866315,0.11881371398276142,30
BBVI--STL,297,0.0007236773654789027,0.1185520230327497,30
BBVI--STL,298,0.0007093515381646712,0.11827782986076499,30
BBVI--STL,299,0.000728042970530927,0.11804802900566984,30
BBVI--STL,300,0.0007139435088546037,0.11780034988279084,30
FR--KL--STL,0,2.2584051416334807e-16,1.3300109052715507,30
FR--KL--STL,1,7.332574659497182e-16,0.6650054526357752,30
FR--KL--STL,2,6.16424640073596e-16,0.3325027263178876,30
FR--KL--STL,3,1.1492213798622165e-15,0.1662513631589437,30
FR--KL--STL,4,9.38460356197887e-16,0.08312568157947184,30
FR--KL--STL,5,1.2895950719269562e-15,0.0415628407897357,30
FR--KL--STL,6,1.2767055994520945e-15,0.02078142039486755,30
FR--KL--STL,7,1.3223953051852232e-15,0.010390710197433449,30
FR--KL--STL,8,8.939572683782433e-16,0.00519535509871695,30
FR--KL--STL,9,9.611470484088358e-16,0.0025976775493584,30
FR--KL--STL,10,1.365054225630932e-15,0.0012988387746791,30
FR--KL--STL,11,1.4817747059078765e-15,0.00064941938734045,30
FR--KL--STL,12,1.45572046432645e-15,0.00032470969367045003,30
FR--KL--STL,13,1.4370366267998443e-15,0.0001623548468352,30
FR--KL--STL,14,1.1651447491890859e-15,8.117742341725713e-05,30
FR--KL--STL,15,1.5940023591502558e-15,4.058871170913532e-05,30
FR--KL--STL,16,1.223546015876161e-15,2.0294355853911716e-05,30
FR--KL--STL,17,1.0232871411897482e-15,1.014717792690135e-05,30
FR--KL--STL,18,9.661098275924899e-16,5.07358896360344e-06,30
FR--KL--STL,19,1.0888138746040395e-15,2.5367944817503062e-06,30
FR--KL--STL,20,7.442093248516285e-16,1.268397240882658e-06,30
FR--KL--STL,21,1.1711061875134701e-15,6.34198620325918e-07,30
FR--KL--STL,22,1.2538536613012308e-15,3.170993102173837e-07,30
FR--KL--STL,23,1.2221433856642285e-15,1.5854965506384619e-07,30
FR--KL--STL,24,1.1723455706326071e-15,7.927482740275083e-08,30
FR--KL--STL,25,9.499807624378758e-16,3.963741408645131e-08,30
FR--KL--STL,26,1.0070596006088974e-15,1.981870707340174e-08,30
FR--KL--STL,27,1.2320833843244614e-15,9.90935409916063e-09,30
FR--KL--STL,28,1.2107363128177582e-15,4.954677257383703e-09,30
FR--KL--STL,29,9.954069786157107e-16,2.4773388711384087e-09,30
FR--KL--STL,30,8.989684529314519e-16,1.2386691550844836e-09,30
FR--KL--STL,31,9.768389230240073e-16,6.193343329902901e-10,30
FR--KL--STL,32,5.650596201519546e-16,3.096669779637474e-10,30
FR--KL--STL,33,6.165033747913788e-16,1.5483374762214171e-10,30
FR--KL--STL,34,5.602981823649459e-16,7.74171344944673e-11,30
FR--KL--STL,35,5.959958078693012e-16,3.87084543323058e-11,30
FR--KL--STL,36,6.305637617156897e-16,1.9354130678363643e-11,30
FR--KL--STL,37,7.338873211178918e-16,9.67684941207532e-12,30
FR--KL--STL,38,6.842531511675998e-16,4.838461935868382e-12,30
FR--KL--STL,39,6.795042698639452e-16,2.4192554840549815e-12,30
FR--KL--STL,40,8.704660449093162e-16,1.2097081651721907e-12,30
FR--KL--STL,41,6.989564374522663e-16,6.048540591990377e-13,30
FR--KL--STL,42,7.543886228989156e-16,3.02387555876298e-13,30
FR--KL--STL,43,1.0136264066749946e-15,1.5158862199364102e-13,30
FR--KL--STL,44,7.244228888296388e-16,7.593120575537169e-14,30
FR--KL--STL,45,1.0389979986212053e-15,3.8898302860705144e-14,30
FR--KL--STL,46,9.403686494347064e-16,2.1052098364170733e-14,30
FR--KL--STL,47,8.374374300835851e-16,1.3303273534780838e-14,30
FR--KL--STL,48,6.497809130813001e-16,9.994325776475411e-15,30
FR--KL--STL,49,8.300728785583412e-16,1.0802344524986102e-14,30
FR--KL--STL,50,8.828030956888058e-16,9.244611008473603e-15,30
FR--KL--STL,51,6.032287307988471e-16,9.162185709441532e-15,30
FR--KL--STL,52,4.881035320531419e-16,9.320572461889014e-15,30
FR--KL--STL,53,3.528269620197837e-16,9.02224459620602e-15,30
FR--KL--STL,54,3.730323698795632e-16,8.83375212832845e-15,30
FR--KL--STL,55,3.255407622532244e-16,8.586920347403375e-15,30
FR--KL--STL,56,5.562438763805039e-16,8.099761133923146e-15,30
FR--KL--STL,57,3.9451963562495914e-16,8.229239460542449e-15,30
FR--KL--STL,58,7.614981559324605e-16,8.616465030453555e-15,30
FR--KL--STL,59,6.263258988586327e-16,8.524560306672443e-15,30
FR--KL--STL,60,6.74468048955259e-16,9.08866674714571e-15,30
FR--KL--STL,61,9.267043260229917e-16,9.302429881434285e-15,30
FR--KL--STL,62,5.945758287002323e-16,8.487203360415492e-15,30
FR--KL--STL,63,9.301895233683037e-16,8.622224691623328e-15,30
FR--KL--STL,64,7.508728984524347e-16,7.967865988748572e-15,30
FR--KL--STL,65,4.087596404569796e-16,7.703641448480948e-15,30
FR--KL--STL,66,7.015960059075643e-16,7.874243819763381e-15,30
FR--KL--STL,67,5.813519208445031e-16,8.184814153324275e-15,30
FR--KL--STL,68,6.483426682394597e-16,8.01737402464769e-15,30
FR--KL--STL,69,4.988224600964569e-16,8.379096141428924e-15,30
FR--KL--STL,70,5.117845993637098e-16,8.366983226786577e-15,30
FR--KL--STL,71,3.6996375551866235e-16,8.655987872297165e-15,30
FR--KL--STL,72,4.30761830861481e-16,9.348120969902939e-15,30
FR--KL--STL,73,5.226002236326226e-16,9.411880019968687e-15,30
FR--KL--STL,74,4.704088038023475e-16,9.142312226017928e-15,30
FR--KL--STL,75,5.892119409619363e-16,9.320986197293179e-15,30
FR--KL--STL,76,5.68927658472123e-16,8.867718461293755e-15,30
FR--KL--STL,77,3.7180588825514526e-16,8.504410718756089e-15,30
FR--KL--STL,78,5.06153247177634e-16,8.388876200531815e-15,30
FR--KL--STL,79,4.459169020556891e-16,8.621980962519034e-15,30
FR--KL--STL,80,7.624351165266402e-16,9.368952325623721e-15,30
FR--KL--STL,81,6.82343976585795e-16,8.49759239561141e-15,30
FR--KL--STL,82,5.898420976874934e-16,7.841590562289144e-15,30
FR--KL--STL,83,4.0256253961083925e-16,7.9697769323457e-15,30
FR--KL--STL,84,8.935988822113836e-16,8.055602808362751e-15,30
FR--KL--STL,85,4.589441956870624e-16,7.880356491345034e-15,30
FR--KL--STL,86,3.2780728445669354e-16,8.198806568613546e-15,30
FR--KL--STL,87,4.687269701048319e-16,8.081966654391861e-15,30
FR--KL--STL,88,4.0558528706249987e-16,8.055064890169191e-15,30
FR--KL--STL,89,4.17674545438551e-16,7.97098414195031e-15,30
FR--KL--STL,90,3.5144576329946566e-16,7.795059096087185e-15,30
FR--KL--STL,91,3.715764751771482e-16,7.711079278212366e-15,30
FR--KL--STL,92,3.227696901849217e-16,8.045924536787881e-15,30
FR--KL--STL,93,4.506254782133948e-16,8.122556640461218e-15,30
FR--KL--STL,94,4.025110025384235e-16,8.435819905567315e-15,30
FR--KL--STL,95,3.779937835472258e-16,9.195160462908808e-15,30
FR--KL--STL,96,6.233453396670475e-16,8.297263013468526e-15,30
FR--KL--STL,97,6.251686581474019e-16,8.142344288629906e-15,30
FR--KL--STL,98,5.058450011092166e-16,9.267311124406934e-15,30
FR--KL--STL,99,6.277847470500036e-16,8.742159187085352e-15,30
FR--KL--STL,100,5.401805860766122e-16,8.535629282880802e-15,30
FR--KL--STL,101,5.012909456011875e-16,8.899493910378155e-15,30
FR--KL--STL,102,4.534272605499081e-16,8.626837355923785e-15,30
FR--KL--STL,103,3.9793039140534226e-16,8.484220956481831e-15,30
FR--KL--STL,104,5.229486580747292e-16,8.859394844013685e-15,30
FR--KL--STL,105,4.450219121907781e-16,8.738044029563305e-15,30
FR--KL--STL,106,4.11686816978085e-16,8.96635696158849e-15,30
FR--KL--STL,107,3.2558828876891343e-16,8.574943119273126e-15,30
FR--KL--STL,108,2.8236062671169524e-16,8.310209067712827e-15,30
FR--KL--STL,109,2.0009719807472035e-16,8.348090944690158e-15,30
FR--KL--STL,110,2.395823815091584e-16,8.257533026392506e-15,30
FR--KL--STL,111,3.67885367925341e-16,8.54921322392757e-15,30
FR--KL--STL,112,2.562540501946799e-16,8.572183711205895e-15,30
FR--KL--STL,113,3.842923426950215e-16,8.153107353444242e-15,30
FR--KL--STL,114,4.639989727900016e-16,8.31567166483085e-15,30
FR--KL--STL,115,4.0767581979361586e-16,8.000234750440392e-15,30
FR--KL--STL,116,4.058709923341097e-16,8.397973336857913e-15,30
FR--KL--STL,117,6.485732748906009e-16,8.074184259070174e-15,30
FR--KL--STL,118,7.589052012676082e-16,8.14098685660274e-15,30
FR--KL--STL,119,3.425893300885161e-16,8.678965260643309e-15,30
FR--KL--STL,120,5.469225363933919e-16,8.773187097565882e-15,30
FR--KL--STL,121,4.226982026429579e-16,9.21094917180865e-15,30
FR--KL--STL,122,9.520600353428884e-16,9.00122999301785e-15,30
FR--KL--STL,123,1.0157152408574874e-15,9.224191126607455e-15,30
FR--KL--STL,124,6.984097722569977e-16,8.493469709062182e-15,30
FR--KL--STL,125,2.5418546272503704e-16,9.000438787875427e-15,30
FR--KL--STL,126,3.88745547338248e-16,9.304548216282967e-15,30
FR--KL--STL,127,4.842193739671848e-16,9.225557814418036e-15,30
FR--KL--STL,128,8.364435403974973e-16,1.0485222559692294e-14,30
FR--KL--STL,129,7.519441399043157e-16,9.84840311969651e-15,30
FR--KL--STL,130,8.16255020115815e-16,1.0544102007761228e-14,30
FR--KL--STL,131,1.1137357156276933e-15,1.0163631819086753e-14,30
FR--KL--STL,132,8.154530304653531e-16,9.553156306056769e-15,30
FR--KL--STL,133,4.863411311267523e-16,8.534558857150706e-15,30
FR--KL--STL,134,4.491455331333455e-16,8.267132245516953e-15,30
FR--KL--STL,135,5.767340593246123e-16,8.862278378062687e-15,30
