rescue,batch_size,oracle_pairs,median_gap
False,8,41920,0.00053844335876
False,8,42000,0.00051075166358975
False,8,42080,0.00054869384126195
False,8,42160,0.00054618054747995
False,8,42240,0.00055089343105135
False,8,42320,0.00053744021508835
False,8,42400,0.00046724998474975004
False,8,42480,0.0004994847450937999
False,8,42560,0.0004949336578844999
False,8,42640,0.0006120616866405
False,8,42720,0.0006422327867721
False,8,42800,0.0006708011854467499
False,8,42880,0.0006126469700733
False,8,42960,0.0005574225770605501
False,8,43040,0.0004933453110820001
False,8,43120,0.00049925348641095
False,8,43200,0.0005055549585697
False,8,43280,0.0005870249393389001
False,8,43360,0.0006080454310461499
False,8,43440,0.0006027637900656
False,8,43520,0.0005579557315189
False,8,43600,0.00049180761596095
False,8,43680,0.000538868726005
False,8,43760,0.0004970644793913
False,8,43840,0.0005726740529388001
False,8,43920,0.000579742804879
False,8,44000,0.00059381091072725
False,8,44080,0.00055622813155805
False,8,44160,0.00051615394726175
False,8,44240,0.0005954444342619
False,8,44320,0.0005768679756528
False,8,44400,0.0005794408542638501
False,8,44480,0.00054094487597025
False,8,44560,0.00055287249650155
False,8,44640,0.0005739378997238
False,8,44720,0.00047972493281495
False,8,44800,0.00052289582581275
False,8,44880,0.00054837869705035
False,8,44960,0.00048224162962545
False,8,45040,0.00057295083013415
False,8,45120,0.00045015787672215003
False,8,45200,0.00050590719640545
False,8,45280,0.0004303621986956
False,8,45360,0.00046358636072825
False,8,45440,0.0005615333595953499
False,8,45520,0.0005525944114230499
False,8,45600,0.00047662994370595
False,8,45680,0.00051736075931025
False,8,45760,0.0005358767815648
False,8,45840,0.0005709514581542
False,8,45920,0.0005205063186339001
False,8,46000,0.0005400240750685
False,8,46080,0.0005784275801681
False,8,46160,0.00054482440965255
False,8,46240,0.0005580303852257
False,8,46320,0.00048713012719930004
False,8,46400,0.0005564915963227
False,8,46480,0.00052402817140465
False,8,46560,0.0005121407438872
False,8,46640,0.0005551795825633
False,8,46720,0.0005251677699478
False,8,46800,0.0005282106106400499
False,8,46880,0.00050859816372245
False,8,46960,0.00048851320235635
False,8,47040,0.00047120294540495
False,8,47120,0.00046034136419455
False,8,47200,0.0005229571198950001
False,8,47280,0.00054495190052155
False,8,47360,0.00053411692625975
False,8,47440,0.00050309773822825
False,8,47520,0.0005516278634729
False,8,47600,0.00054357496890085
False,8,47680,0.00050513736945445
False,8,47760,0.0004703460204025
False,8,47840,0.00050055322912085
False,8,47920,0.00042905110072715
False,8,48000,0.0004678232092034
True,8,1,0.1674365883443869
True,8,81,0.12858991653354973
True,8,161,0.0975719434375079
True,8,241,0.07385753101320075
True,8,321,0.0554460103364813
True,8,401,0.04252346062582245
True,8,481,0.03172338341127285
True,8,561,0.0239640594816119
True,8,641,0.0178451571344013
True,8,721,0.0132509542770109
True,8,801,0.010002386617279549
True,8,881,0.0075950816069605
True,8,961,0.0057286429122505
True,8,1041,0.00437372425577995
True,8,1121,0.00357039245049905
True,8,1201,0.00263858245449495
True,8,1281,0.002266092629608
True,8,1361,0.0016932162360893499
True,8,1441,0.00145461994402705
True,8,1521,0.00106957335333075
True,8,1601,0.00090127345926435
True,8,1681,0.00080414693763095
True,8,1761,0.00071566350425105
True,8,1841,0.0007022918828275999
True,8,1921,0.000645265225903
True,8,2001,0.0005674660907114999
True,8,2081,0.00056539931884495
True,8,2161,0.0005091413493402499
True,8,2241,0.00054428192496785
True,8,2321,0.0005135781486882
True,8,2401,0.0004715459433488
True,8,2481,0.0005024750901254
True,8,2561,0.0005237633102148
True,8,2641,0.0005021358012844001
True,8,2721,0.0005640011717478
True,8,2801,0.00052555909082745
True,8,2881,0.0004997520987556499
True,8,2961,0.0005504429602334
True,8,3041,0.0005550944099197001
True,8,3121,0.0005287966187652
True,8,3201,0.0004614640893554
True,8,3281,0.00046219590165015
True,8,3361,0.00047156617166565
True,8,3441,0.0004934886870997
True,8,3521,0.0005345416182116
True,8,3601,0.00058998428619755
True,8,3681,0.0005234568674934001
True,8,3761,0.00049200054292205
True,8,3841,0.00047403597389015
True,8,3921,0.00048853658568855
True,8,4001,0.000537915400486
True,8,4081,0.0005345829572869
True,8,4161,0.00055311246128335
True,8,4241,0.000478715668907
True,8,4321,0.0005179201201115
True,8,4401,0.0006433474734812
True,8,4481,0.00062859443182445
True,8,4561,0.0005709044178194499
True,8,4641,0.00058245062020605
True,8,4721,0.00059376439829915
True,8,4801,0.00049643189821495
True,8,4881,0.00049030850464725
True,8,4961,0.00046687167670974997
True,8,5041,0.0005063977821806
True,8,5121,0.00049974969416935
True,8,5201,0.0005005064774289999
True,8,5281,0.0005098893110604
True,8,5361,0.0005741016243154501
True,8,5441,0.0006723927730182999
True,8,5521,0.00064240826480465
