method,batch_size,iteration,expected_gap
FR--KL--STL,1,3540,0.00019259297205968473
FR--KL--STL,1,3560,0.00018979222657024096
FR--KL--STL,1,3580,0.0001858388711498074
FR--KL--STL,1,3600,0.00018538014365350046
FR--KL--STL,1,3620,0.0001818352717081013
FR--KL--STL,1,3640,0.00017070620634073417
FR--KL--STL,1,3660,0.00016888066393540107
FR--KL--STL,1,3680,0.00017082544354045566
FR--KL--STL,1,3700,0.0001712533668715179
FR--KL--STL,1,3720,0.0001768498635621115
FR--KL--STL,1,3740,0.00017345894745599344
FR--KL--STL,1,3760,0.00016723993260731818
FR--KL--STL,1,3780,0.00016143455392492577
FR--KL--STL,1,3800,0.00016151536045779785
FR--KL--STL,1,3820,0.00015567570738173351
FR--KL--STL,1,3840,0.00015034296555524156
FR--KL--STL,1,3860,0.00015337047711790218
FR--KL--STL,1,3880,0.00015526704150128218
FR--KL--STL,1,3900,0.00015860159346948064
FR--KL--STL,1,3920,0.00016124505542089944
FR--KL--STL,1,3940,0.00016235812290749682
FR--KL--STL,1,3960,0.00016792217796619198
FR--KL--STL,1,3980,0.00016406143873838873
FR--KL--STL,1,4000,0.00015657266334010122
FR--KL--STL,1,4020,0.0001697486417548848
FR--KL--STL,1,4040,0.00016566562660270712
FR--KL--STL,1,4060,0.00016576141750965275
FR--KL--STL,1,4080,0.00016785104070274467
FR--KL--STL,1,4100,0.00016224413157606496
FR--KL--STL,1,4120,0.00016614812659756855
FR--KL--STL,1,4140,0.00016545233043789348
FR--KL--STL,1,4160,0.00016722573511084162
FR--KL--STL,1,4180,0.000171477482156123
FR--KL--STL,1,4200,0.00016608874941345157
FR--KL--STL,1,4220,0.00017049296499969976
FR--KL--STL,1,4240,0.00017243273815767879
FR--KL--STL,1,4260,0.00017477629025957193
FR--KL--STL,1,4280,0.0001747563771182456
FR--KL--STL,1,4300,0.0001879625184328544
FR--KL--STL,1,4320,0.0001878920171411003
FR--KL--STL,1,4340,0.00017811768013759134
FR--KL--STL,1,4360,0.00017802660360019667
FR--KL--STL,1,4380,0.00017143394394311006
FR--KL--STL,1,4400,0.00017254443713959306
FR--KL--STL,1,4420,0.00017078890547644104
FR--KL--STL,1,4440,0.00017541769049459318
FR--KL--STL,1,4460,0.00017403716765662
FR--KL--STL,1,4480,0.00017129206669930886
FR--KL--STL,1,4500,0.00016643583900131578
FR--KL--STL,1,4520,0.00015987615014905892
FR--KL--STL,1,4540,0.0001564936573513773
FR--KL--STL,1,4560,0.0001519074256409194
FR--KL--STL,1,4580,0.0001421729467723435
FR--KL--STL,1,4600,0.00014129688154282418
FR--KL--STL,1,4620,0.00014391307892467462
FR--KL--STL,1,4640,0.00014417337656340816
FR--KL--STL,1,4660,0.00014952405526165178
FR--KL--STL,1,4680,0.0001554268025618111
FR--KL--STL,1,4700,0.00015267503612283127
FR--KL--STL,1,4720,0.00015116889793506398
FR--KL--STL,1,4740,0.00014546314448904058
FR--KL--STL,1,4760,0.00014436880284416512
FR--KL--STL,1,4780,0.0001446477610330845
FR--KL--STL,1,4800,0.0001448292144748499
FR--KL--STL,1,4820,0.00014341066864853046
FR--KL--STL,1,4840,0.00014413117838136025
FR--KL--STL,1,4860,0.0001403850941965526
FR--KL--STL,1,4880,0.00014058161586059904
FR--KL--STL,1,4900,0.00014503680764962632
FR--KL--STL,1,4920,0.00014362366732731036
FR--KL--STL,1,4940,0.00013426380328734186
FR--KL--STL,1,4960,0.00012813829690231754
FR--KL--STL,1,4980,0.00012297211140405262
FR--KL--STL,1,5000,0.0001254763935010965
FR--KL--STL,1,5020,0.00012683525070890218
FR--KL--STL,1,5040,0.00012020817067331071
FR--KL--STL,1,5060,0.00011717893996166395
FR--KL--STL,1,5080,0.00012081701518802413
FR--KL--STL,1,5100,0.00012555939942129668
FR--KL--STL,1,5120,0.00012581007977780816
FR--KL--STL,1,5140,0.00012891369851220156
FR--KL--STL,1,5160,0.0001352410044034761
FR--KL--STL,1,5180,0.00014006636000257465
FR--KL--STL,1,5200,0.00013735020213385363
FR--KL--STL,1,5220,0.00014377553528378985
FR--KL--STL,1,5240,0.00014201427449829731
FR--KL--STL,1,5260,0.000145684740672702
FR--KL--STL,1,5280,0.00013618333174630407
FR--KL--STL,1,5300,0.00013477275074483117
FR--KL--STL,1,5320,0.00012705736156634785
FR--KL--STL,1,5340,0.00013119662566597442
FR--KL--STL,1,5360,0.0001303426196084893
FR--KL--STL,1,5380,0.00013289578490449785
FR--KL--STL,1,5400,0.00012678425059427012
FR--KL--STL,1,5420,0.0001332141290290187
FR--KL--STL,1,5440,0.0001304764866494466
FR--KL--STL,1,5460,0.00013761121528477364
FR--KL--STL,1,5480,0.00013940587787223503
FR--KL--STL,1,5500,0.0001475632435946323
FR--KL--STL,1,5520,0.00014146344206834987
FR--KL--STL,1,5540,0.00013588491054830477
FR--KL--STL,1,5560,0.0001254109409456318
FR--KL--STL,1,5580,0.0001246420104279928
FR--KL--STL,1,5600,0.00013149766027284403
FR--KL--STL,1,5620,0.0001277775598877178
FR--KL--STL,1,5640,0.00012856749596630706
FR--KL--STL,1,5660,0.00012804572896997745
FR--KL--STL,1,5680,0.00013459213138414266
FR--KL--STL,1,5700,0.00013017871514735906
FR--KL--STL,1,5720,0.00012984363837994882
FR--KL--STL,1,5740,0.00012393466028169593
FR--KL--STL,1,5760,0.00012202565237908928
FR--KL--STL,1,5780,0.00012252481957745188
FR--KL--STL,1,5800,0.00012287511952993987
FR--KL--STL,1,5820,0.00011852742375738895
FR--KL--STL,1,5840,0.00011123549811372276
FR--KL--STL,1,5860,0.00011181536752470327
FR--KL--STL,1,5880,0.00011700268762045046
FR--KL--STL,1,5900,0.00012443750034135895
FR--KL--STL,1,5920,0.00012150055076140484
FR--KL--STL,1,5940,0.00012082426892755429
FR--KL--STL,1,5960,0.00011563941903523146
FR--KL--STL,1,5980,0.00011735017907507521
FR--KL--STL,1,6000,0.00011429421528933496
FR--KL--STL,1,6020,0.00011490358977797604
FR--KL--STL,1,6040,0.00011703284445137382
FR--KL--STL,1,6060,0.0001202014305488714
FR--KL--STL,1,6080,0.0001130808633740269
FR--KL--STL,1,6100,0.00011838280472817528
FR--KL--STL,1,6120,0.00011531801659782202
FR--KL--STL,1,6140,0.00011512776892156604
FR--KL--STL,1,6160,0.00011680435516045012
FR--KL--STL,1,6180,0.00011266954371300367
FR--KL--STL,1,6200,0.00010964115096792858
FR--KL--STL,1,6220,0.00010576186331861764
FR--KL--STL,1,6240,0.0001106705252762028
FR--KL--STL,1,6260,0.00010867371475290051
FR--KL--STL,1,6280,0.00011300811544178456
FR--KL--STL,1,6300,0.00011889651482211117
FR--KL--STL,1,6320,0.00012045771540418669
FR--KL--STL,1,6340,0.00011816453972643609
FR--KL--STL,1,6360,0.00011794085049085535
FR--KL--STL,1,6380,0.00011716770735031973
FR--KL--STL,1,6400,0.00011934272448451413
FR--KL--STL,1,6420,0.00011857572859954414
FR--KL--STL,1,6440,0.00011203187819393996
FR--KL--STL,1,6460,0.00010922707125591942
FR--KL--STL,1,6480,0.00010669043681996426
FR--KL--STL,1,6500,0.00010724377900670366
FR--KL--STL,1,6520,0.0001081840504752704
FR--KL--STL,1,6540,0.00010735018690315722
FR--KL--STL,1,6560,0.00010624406698379256
FR--KL--STL,1,6580,0.00010301172911819229
FR--KL--STL,1,6600,0.00010084868978728458
FR--KL--STL,1,6620,0.00010291856557428922
FR--KL--STL,1,6640,0.0001010595062157567
FR--KL--STL,1,6660,0.0001026361128283349
FR--KL--STL,1,6680,0.00010132141371069981
FR--KL--STL,1,6700,0.0001009552283555108
FR--KL--STL,1,6720,0.00010014008402833866
FR--KL--STL,1,6740,0.00010247758259947477
FR--KL--STL,1,6760,0.00010752061071937137
FR--KL--STL,1,6780,0.00010673383469836077
FR--KL--STL,1,6800,0.00010251601050181714
FR--KL--STL,1,6820,9.985925562495268e-05
FR--KL--STL,1,6840,9.497775381187408e-05
FR--KL--STL,1,6860,9.424118403008832e-05
FR--KL--STL,1,6880,9.285157110180325e-05
FR--KL--STL,1,6900,9.567998147228358e-05
FR--KL--STL,1,6920,9.762475537224484e-05
FR--KL--STL,1,6940,0.0001017793466396437
FR--KL--STL,1,6960,0.00010226876613914704
FR--KL--STL,1,6980,0.00010216214288479956
FR--KL--STL,1,7000,9.972159950236038e-05
FR--KL--STL,1,7020,0.00010023616711198292
FR--KL--STL,1,7040,9.853741139162284e-05
FR--KL--STL,1,7060,9.985788615062112e-05
FR--KL--STL,1,7080,9.880322575979893e-05
FR--KL--STL,1,7100,9.437690162291521e-05
FR--KL--STL,1,7120,9.21442107637357e-05
FR--KL--STL,1,7140,8.854603337350662e-05
FR--KL--STL,1,7160,9.30690608558598e-05
FR--KL--STL,1,7180,9.293600465232457e-05
FR--KL--STL,1,7200,9.192893191917958e-05
FR--KL--STL,1,7220,8.892649076688402e-05
FR--KL--STL,1,7240,9.367864188255841e-05
FR--KL--STL,1,7260,9.723792296859075e-05
FR--KL--STL,1,7280,9.502073694122704e-05
FR--KL--STL,1,7300,9.422350833857114e-05
FR--KL--STL,1,7320,9.171896349256738e-05
FR--KL--STL,1,7340,9.67657850567528e-05
FR--KL--STL,1,7360,9.698828045550684e-05
FR--KL--STL,1,7380,9.540694254789604e-05
FR--KL--STL,1,7400,9.58874797374938e-05
FR--KL--STL,1,7420,9.490940177992687e-05
FR--KL--STL,1,7440,9.338786850473266e-05
FR--KL--STL,1,7460,9.277998152418989e-05
FR--KL--STL,1,7480,9.293991369036412e-05
FR--KL--STL,1,7500,9.144034928431963e-05
FR--KL--STL,1,7520,9.431006371585483e-05
FR--KL--STL,1,7540,9.23026304369451e-05
FR--KL--STL,1,7560,8.904767566770446e-05
FR--KL--STL,1,7580,9.143862608893298e-05
FR--KL--STL,1,7600,9.334142046965604e-05
FR--KL--STL,1,7620,8.818176076456842e-05
FR--KL--STL,1,7640,8.499343105940138e-05
FR--KL--STL,1,7660,8.404589661335394e-05
FR--KL--STL,1,7680,8.333330579805297e-05
FR--KL--STL,1,7700,8.395373404097151e-05
FR--KL--STL,1,7720,7.932285023003615e-05
FR--KL--STL,1,7740,8.268225487487593e-05
FR--KL--STL,1,7760,8.350340457907227e-05
FR--KL--STL,1,7780,8.559446596500819e-05
FR--KL--STL,1,7800,8.34154207329996e-05
FR--KL--STL,1,7820,8.093360894151297e-05
FR--KL--STL,1,7840,8.279361524948164e-05
FR--KL--STL,1,7860,8.229419050623349e-05
FR--KL--STL,1,7880,8.551907687753604e-05
FR--KL--STL,1,7900,8.780823329005005e-05
FR--KL--STL,1,7920,8.600308568851592e-05
FR--KL--STL,1,7940,8.543881630822984e-05
FR--KL--STL,1,7960,8.481138192085376e-05
FR--KL--STL,1,7980,8.12090434708638e-05
FR--KL--STL,1,8000,8.16129808565665e-05
FR--KL--STL,1,8020,8.237081224164155e-05
FR--KL--STL,1,8040,8.33902131420477e-05
FR--KL--STL,1,8060,7.905454245984406e-05
FR--KL--STL,1,8080,8.503322764371056e-05
FR--KL--STL,1,8100,8.6139680569082e-05
FR--KL--STL,1,8120,8.371990006461171e-05
FR--KL--STL,1,8140,8.163174139925556e-05
FR--KL--STL,1,8160,8.04095075293521e-05
FR--KL--STL,1,8180,8.361640383550855e-05
FR--KL--STL,1,8200,8.229816462397936e-05
FR--KL--STL,1,8220,8.038872904043412e-05
FR--KL--STL,1,8240,7.701539960814531e-05
FR--KL--STL,1,8260,8.024597629182097e-05
FR--KL--STL,1,8280,8.118304946273309e-05
FR--KL--STL,1,8300,7.887494491455657e-05
FR--KL--STL,1,8320,7.529340184613185e-05
FR--KL--STL,1,8340,7.458329615286142e-05
FR--KL--STL,1,8360,7.61633422520362e-05
FR--KL--STL,1,8380,7.567180220372844e-05
FR--KL--STL,1,8400,7.52528674796656e-05
FR--KL--STL,1,8420,8.010728560094274e-05
FR--KL--STL,1,8440,8.260637221367969e-05
FR--KL--STL,1,8460,7.849249106413715e-05
FR--KL--STL,1,8480,7.838578455733583e-05
FR--KL--STL,1,8500,7.884289453327348e-05
FR--KL--STL,1,8520,7.878371699094144e-05
FR--KL--STL,1,8540,7.637256866867046e-05
FR--KL--STL,1,8560,7.408221941829334e-05
FR--KL--STL,1,8580,7.514268941781389e-05
FR--KL--STL,1,8600,7.677373863592923e-05
FR--KL--STL,1,8620,7.544806312176655e-05
FR--KL--STL,1,8640,7.742003549172359e-05
FR--KL--STL,1,8660,7.683414971307633e-05
FR--KL--STL,1,8680,7.874044408290075e-05
FR--KL--STL,1,8700,7.863570364134104e-05
FR--KL--STL,1,8720,8.295619216765738e-05
FR--KL--STL,1,8740,8.074324048978703e-05
FR--KL--STL,1,8760,8.0608866836635e-05
FR--KL--STL,1,8780,7.999733740758213e-05
FR--KL--STL,1,8800,7.854871295687828e-05
FR--KL--STL,1,8820,8.002030113710964e-05
FR--KL--STL,1,8840,8.009987030643901e-05
FR--KL--STL,1,8860,7.927314686496839e-05
FR--KL--STL,1,8880,7.938922119635696e-05
FR--KL--STL,1,8900,7.671080125102822e-05
FR--KL--STL,1,8920,7.833177133863255e-05
FR--KL--STL,1,8940,7.804967293545456e-05
FR--KL--STL,1,8960,7.667088344416092e-05
FR--KL--STL,1,8980,7.983978084585567e-05
FR--KL--STL,1,9000,8.073879079435534e-05
FR--KL--STL,1,9020,7.899079397219832e-05
FR--KL--STL,1,9040,8.076728864983955e-05
FR--KL--STL,1,9060,7.957632849552014e-05
FR--KL--STL,1,9080,7.964118326919003e-05
FR--KL--STL,1,9100,7.858059260424273e-05
FR--KL--STL,1,9120,7.808692339443445e-05
FR--KL--STL,1,9140,8.002462189117219e-05
FR--KL--STL,1,9160,7.917336269524205e-05
FR--KL--STL,1,9180,7.945993314625554e-05
FR--KL--STL,1,9200,7.922779975907586e-05
FR--KL--STL,1,9220,7.817463469257199e-05
FR--KL--STL,1,9240,7.951494097024292e-05
FR--KL--STL,1,9260,7.791393773699119e-05
FR--KL--STL,1,9280,7.767673927751389e-05
FR--KL--STL,1,9300,7.52185531572537e-05
FR--KL--STL,1,9320,7.381688899717125e-05
FR--KL--STL,1,9340,7.246534799985905e-05
FR--KL--STL,1,9360,7.175051535462847e-05
FR--KL--STL,1,9380,7.028445498019963e-05
FR--KL--STL,1,9400,6.750368343560955e-05
FR--KL--STL,1,9420,6.579071165895628e-05
FR--KL--STL,1,9440,6.745568229486513e-05
FR--KL--STL,1,9460,6.918547692402936e-05
FR--KL--STL,1,9480,7.073501416210873e-05
FR--KL--STL,1,9500,7.109713661895484e-05
FR--KL--STL,1,9520,7.189698937773897e-05
FR--KL--STL,1,9540,7.476299008402617e-05
FR--KL--STL,1,9560,7.191831158120447e-05
FR--KL--STL,1,9580,7.413537144963144e-05
FR--KL--STL,1,9600,7.105295100582836e-05
FR--KL--STL,1,9620,6.909663239007823e-05
FR--KL--STL,1,9640,6.911566645186907e-05
FR--KL--STL,1,9660,6.694891977103631e-05
FR--KL--STL,1,9680,7.006654497294926e-05
FR--KL--STL,1,9700,6.981768604336788e-05
FR--KL--STL,1,9720,6.790450761938607e-05
FR--KL--STL,1,9740,6.490046670371934e-05
FR--KL--STL,1,9760,6.482040525942994e-05
FR--KL--STL,1,9780,6.368402522275572e-05
FR--KL--STL,1,9800,6.362840956413054e-05
FR--KL--STL,1,9820,6.246124279159134e-05
FR--KL--STL,1,9840,6.584518289948256e-05
FR--KL--STL,1,9860,6.662106272156018e-05
FR--KL--STL,1,9880,6.747963363222259e-05
FR--KL--STL,1,9900,6.849820359073622e-05
FR--KL--STL,1,9920,6.944804962215929e-05
FR--KL--STL,1,9940,6.881256448283448e-05
FR--KL--STL,1,9960,6.722535156544532e-05
FR--KL--STL,1,9980,6.794734900259808e-05
FR--KL--STL,1,10000,6.919727174381673e-05
FR--KL--STL,1,10020,6.77909701651031e-05
FR--KL--STL,1,10040,7.098483504744844e-05
FR--KL--STL,1,10060,7.240343988250038e-05
FR--KL--STL,1,10080,7.055587915365093e-05
FR--KL--STL,1,10100,6.904260401988885e-05
FR--KL--STL,1,10120,7.031196641961371e-05
FR--KL--STL,1,10140,7.094974144982003e-05
FR--KL--STL,1,10160,6.944169269971003e-05
FR--KL--STL,1,10180,6.722002562096105e-05
FR--KL--STL,1,10200,6.659235187227749e-05
FR--KL--STL,1,10220,6.548183304190391e-05
FR--KL--STL,1,10240,6.594703293985463e-05
FR--KL--STL,1,10260,6.703495750454268e-05
FR--KL--STL,1,10280,6.818812101088411e-05
FR--KL--STL,1,10300,6.936519589514524e-05
FR--KL--STL,1,10320,7.087442366880016e-05
FR--KL--STL,1,10340,7.046464409586126e-05
FR--KL--STL,1,10360,7.029907615650412e-05
FR--KL--STL,1,10380,7.011952525527119e-05
FR--KL--STL,1,10400,7.296873706398348e-05
FR--KL--STL,1,10420,7.306800640070256e-05
FR--KL--STL,1,10440,7.431279491794596e-05
FR--KL--STL,1,10460,7.45217557912906e-05
FR--KL--STL,1,10480,7.741179667490325e-05
FR--KL--STL,1,10500,7.694183947303802e-05
FR--KL--STL,1,10520,7.375398256498929e-05
FR--KL--STL,1,10540,7.282999181399098e-05
FR--KL--STL,1,10560,7.359537779925378e-05
FR--KL--STL,1,10580,7.24875209149444e-05
FR--KL--STL,1,10600,7.14033928208044e-05
FR--KL--STL,1,10620,7.11295666384003e-05
FR--KL--STL,1,10640,7.069372663265184e-05
FR--KL--STL,1,10660,7.288851802847732e-05
FR--KL--STL,1,10680,7.085826573638433e-05
FR--KL--STL,1,10700,6.836650435252269e-05
FR--KL--STL,1,10720,6.910378850441778e-05
FR--KL--STL,1,10740,6.943972456528387e-05
FR--KL--STL,1,10760,6.90882559416858e-05
FR--KL--STL,1,10780,6.9366938699089e-05
FR--KL--STL,1,10800,7.049511908159217e-05
FR--KL--STL,1,10820,6.824030053073e-05
FR--KL--STL,1,10840,6.94494484150379e-05
FR--KL--STL,1,10860,6.895196254739601e-05
FR--KL--STL,1,10880,6.680813915324284e-05
FR--KL--STL,1,10900,6.727457588322157e-05
FR--KL--STL,1,10920,6.719166453746316e-05
FR--KL--STL,1,10940,6.61844864574741e-05
FR--KL--STL,1,10960,6.624825166199607e-05
FR--KL--STL,1,10980,6.618185741897437e-05
FR--KL--STL,1,11000,6.493502706667688e-05
FR--KL--STL,1,11020,6.602446189172451e-05
FR--KL--STL,1,11040,6.653602783943311e-05
FR--KL--STL,1,11060,6.599923292676252e-05
FR--KL--STL,1,11080,6.802012017411627e-05
FR--KL--STL,1,11100,6.900707510259858e-05
FR--KL--STL,1,11120,6.942126436858696e-05
FR--KL--STL,1,11140,6.773661609295434e-05
FR--KL--STL,1,11160,6.566566621212749e-05
FR--KL--STL,1,11180,6.436750155543472e-05
FR--KL--STL,1,11200,6.35971290306724e-05
FR--KL--STL,1,11220,6.59881355076636e-05
FR--KL--STL,1,11240,6.422181285620591e-05
FR--KL--STL,1,11260,6.379728628956282e-05
FR--KL--STL,1,11280,6.0912387028218734e-05
FR--KL--STL,1,11300,6.161091018270449e-05
FR--KL--STL,1,11320,6.246552117842551e-05
FR--KL--STL,1,11340,6.137910486666384e-05
FR--KL--STL,1,11360,6.0908421556649194e-05
FR--KL--STL,1,11380,6.081393498167031e-05
FR--KL--STL,1,11400,6.194218338597577e-05
FR--KL--STL,1,11420,6.226065348728576e-05
FR--KL--STL,1,11440,6.285477332852054e-05
FR--KL--STL,1,11460,6.363091909389611e-05
FR--KL--STL,1,11480,6.307829520629247e-05
FR--KL--STL,1,11500,6.317157821937418e-05
