tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_dimension,grid_family,grid_feature_condition,grid_role
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,0,0.0,767.7933702295541,369.07772370135365,nan,30.898135161619525,8.029745762023783,245.3061502952845,1.0,1.0,1.847131287012389,102.95285089620805,147.43189234935107,10463.072107262384,18389.775361643668,0.0020491500035859644,0.0,,nan,nan,nan,nan,nan,0.693147180557945,0.4922,0.2499999999999998,0,0,0,0,0,0,0,0,0,0,0,1,False,False,2.0,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,946639.9004110257,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,1,0.01252573087229958,671.1337135689598,272.4180670407594,nan,24.969555421767975,5.875215451791265,170.40175850586715,0.614948238355462,0.9942579480088825,1.8364384287277395,63.40644505438128,91.63472530912702,5416.2478563437435,14087.85109925622,0.11197130696382374,0.008753189991693944,,nan,nan,nan,nan,nan,0.6894116253160233,0.465,0.24813382805318962,1,1,1,1,1,0,0,0,2,2,0,1,False,False,2.0,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,725192.2168348494,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,2,0.01252573087229958,617.2117812568817,218.49613472868134,nan,21.21436137329346,5.246877925362112,130.2428794572326,0.432234182177297,0.9881274646002253,1.825031784365539,44.629154738364726,65.30521359640103,3484.58227524998,11703.434924240079,0.2315045630093664,0.019812738988548517,,nan,nan,nan,nan,nan,0.6910270853934855,0.4612,0.24887957580701514,2,2,2,2,2,0,0,0,4,4,0,1,False,False,2.0,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,602450.9953643783,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,3,0.01252573087229958,580.9641091090099,182.24846258080947,nan,18.48694423830369,4.855894087234336,105.26065221140324,0.32866017175866563,0.9817823342326174,1.8132349831012364,33.97391082505112,50.31934054318213,2465.5707027908525,10055.291895536366,0.3595630089985207,0.03138218796811998,,nan,nan,nan,nan,nan,0.6934162317930317,0.4582,0.249956768334759,3,3,3,3,3,0,0,0,6,6,0,1,False,False,2.0,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,517610.4836194997,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,4,0.01252573087229958,554.5657543431707,155.85010781497033,nan,16.37653409135776,4.557478909566714,88.20708470322745,0.26296879288428093,0.9753133351829413,1.8012160532688755,27.207500771564607,40.75209245192117,1848.2322048703786,8818.287632788446,0.48677434597630054,0.04295674798777327,,nan,nan,nan,nan,nan,0.6959251837967858,0.4602,0.25106235783833025,4,4,4,4,4,0,0,0,8,8,0,1,False,False,2.0,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,453933.9259091699,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,5,0.01252573087229958,534.3679794250708,135.65233289687035,nan,14.67761283434383,4.311551536054033,75.8175578957083,0.21803420561328038,0.9687797246502461,1.7890841031348905,22.573174557233912,34.159666521513564,1441.5347519273078,7845.407929094738,0.5949279320193455,0.05155298701720312,,nan,nan,nan,nan,nan,0.6983654079834003,0.4594,0.25211741695905987,5,5,5,5,5,0,0,0,10,10,0,1,False,False,2.0,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,403853.5563720075,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,6,0.01252573087229958,518.3717382603495,119.6560917321491,nan,13.271776469960198,4.100647485246328,66.4053061039696,0.18558360329823542,0.9622229648086107,1.7769151555864926,19.22232508049218,29.363383939951486,1157.6486615715928,7055.755351554941,0.6978015289641917,0.060240276041440666,,nan,nan,nan,nan,nan,0.700671958604402,0.4594,0.2530989355276374,6,6,6,6,6,0,0,0,12,12,0,1,False,False,2.0,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,363205.06433437706,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,7,0.01252573087229958,505.37200383996515,106.65635731176474,nan,12.084551409803392,3.9152345055537254,59.010441091920406,0.16117118632073735,0.9556732145258432,1.7647643185380901,16.698769375660824,25.729276652165893,950.8171722377734,6399.792029211797,0.8013934660120867,0.0689488960779272,,nan,nan,nan,nan,nan,0.7028248318022366,0.459,0.25400275962280944,7,7,7,7,7,0,0,0,14,14,0,1,False,False,2.0,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,329438.41727508977,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,8,0.01252573087229958,494.592763081103,95.87711655290258,nan,11.066092478240819,3.7494283727043314,53.046185406217056,0.14221120284658773,0.9491529654552265,1.7526725710527646,14.737022448306607,22.887752118733676,795.0435837111347,5845.009290718626,0.9052803529775701,0.0775181160424836,,nan,nan,nan,nan,nan,0.7048227141227565,0.4604,0.25483182780366004,8,8,8,8,8,0,0,0,16,16,0,1,False,False,2.0,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,300880.18499715126,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,9,0.01252573087229958,485.50896934012604,86.79332281192563,nan,10.181437681266729,3.59930288133181,48.13348058763251,0.1271049984809901,0.9426792683740666,1.7406708999124136,13.172810742909265,20.609548708665297,674.570515258956,5368.989194335364,1.0102034299634397,0.08651421603281051,,nan,nan,nan,nan,nan,0.7066723483409636,0.4586,0.25559167866473065,9,9,9,9,9,0,0,0,18,18,0,1,False,False,2.0,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,276376.3719938791,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,10,0.01252573087229958,477.75135628923266,79.03570976103225,nan,9.405146077208764,3.4620890835890066,44.01646116318316,0.11481489881146707,0.9362651812614835,1.7287829790769016,11.899402538145333,18.745267368213447,579.3515099006294,4955.67608835184,1.117918326985091,0.09563855599844828,,nan,nan,nan,nan,nan,0.7083837502648089,0.4586,0.25628857113413267,10,10,10,10,10,0,0,0,20,20,0,1,False,False,2.0,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,255100.49070699397,50,logistic,100.0,stepsize_pilot
