tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_dimension,grid_family,grid_feature_condition,grid_role
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,0,0.0,767.7933702295541,369.07772370135365,nan,30.898135161619525,8.029745762023783,245.3061502952845,1.0,1.0,1.847131287012389,102.95285089620805,147.43189234935107,10463.072107262384,18389.775361643668,0.011997010034974664,0.0,,nan,nan,nan,nan,nan,0.693147180557945,0.4922,0.2499999999999998,0,0,0,0,0,0,0,0,0,0,0,1,False,False,0.25,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,946639.9004110257,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,1,0.0015657163590374475,752.1040342279128,353.38838769971244,nan,29.94927215828652,7.646765169042265,231.8076107935716,0.9266761641311061,0.9992707308412788,1.8457733177876505,95.42450831972566,136.74738396963338,9517.621546572498,17764.192619541493,0.15029841603245586,0.011718860012479126,,nan,nan,nan,nan,nan,0.6921230630846085,0.465,0.249488004291959,1,1,1,1,1,0,0,0,2,2,0,1,False,False,0.25,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,914437.1370255827,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,2,0.0015657163590374475,737.805023321705,339.0893767935046,nan,29.07325955266652,7.3169947057038245,219.72606615925906,0.8623613719590985,0.9985321556396544,1.844398172180613,88.82052540171881,127.40907868187185,8705.715397309279,17185.550447061156,0.27821973199024796,0.024218389997258782,,nan,nan,nan,nan,nan,0.6913046668245103,0.4632,0.2490791358369177,2,2,2,2,2,0,0,0,4,4,0,1,False,False,0.25,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,884650.7063727699,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,3,0.0015657163590374475,724.7028342475694,325.987187719369,nan,28.260293048760435,7.030632278886816,208.8489943508983,0.8055729693145645,0.9977850263544072,1.843007248159611,82.98882736936446,119.18622611396658,8002.227466612747,16648.193482943912,0.3903550379909575,0.036101998994126916,,nan,nan,nan,nan,nan,0.6906538370683349,0.4626,0.2487543598760669,3,3,3,3,3,0,0,0,6,6,0,1,False,False,0.25,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,856989.4906703692,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,4,0.0015657163590374475,712.6399956333319,313.92434910513145,nan,27.502410553583026,6.779991836947972,199.00419916426128,0.7551258361200838,0.9970300143126486,1.8416017941977385,77.80783301190833,111.89675918665058,7387.796024013847,16147.382907274203,0.49853180500213057,0.0477336379699409,,nan,nan,nan,nan,nan,0.6901408936929061,0.4622,0.24849875369945598,4,4,4,4,4,0,0,0,8,8,0,1,False,False,0.25,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,831209.5524082856,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,5,0.0015657163590374475,701.4868594726374,302.771212944437,nan,26.793061235045236,6.558988534128757,190.0507408408054,0.710063308344765,0.9962677226687818,1.8401829322179637,73.17938752186663,105.3953438292314,6847.294104798101,15679.115006308923,0.6059624020126648,0.0594720279914327,,nan,nan,nan,nan,nan,0.6897424415277934,0.4626,0.2483004864270556,5,5,5,5,5,0,0,0,10,10,0,1,False,False,0.25,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,807104.7947145062,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,6,0.0015657163590374475,691.1355607645829,292.4199142363825,nan,26.126792389876197,6.36276226261726,181.87218818044823,0.6696060418982269,0.9954986963916624,1.8387516760167546,69.02352494505811,99.56472009424225,6368.753752620506,15239.981156783322,0.7151337490067817,0.07135296799242496,,nan,nan,nan,nan,nan,0.6894398168818564,0.4624,0.24815008110130465,6,6,6,6,6,0,0,0,12,12,0,1,False,False,0.25,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,784499.7538476628,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,7,0.0015657163590374475,681.4955038033672,282.7798572751668,nan,25.499017905087474,6.187398991122606,174.3715343240961,0.6331137252408006,0.9947234303626448,1.837308946225943,65.27454369353201,94.30934276318337,5942.59698071576,14827.05872710571,0.8240923859993927,0.08313861797796562,,nan,nan,nan,nan,nan,0.6892179673216682,0.4618,0.248039873897502,7,7,7,7,7,0,0,0,14,14,0,1,False,False,0.25,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,763243.9831805134,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,8,0.0015657163590374475,672.4899413092129,273.7742947810125,nan,24.905844305036837,6.029722191827473,167.46732060069422,0.6000561006700099,0.9939423760119568,1.8358555825914737,61.878034727743525,89.55065070373485,5561.077562700177,14437.82527151175,0.9366727220476605,0.09677641693269834,,nan,nan,nan,nan,nan,0.6890646316550086,0.462,0.24796361282971083,8,8,8,8,8,0,0,0,16,16,0,1,False,False,0.25,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,743207.6362217232,50,logistic,100.0,stepsize_pilot
manuscript-pilot,L,pilot_logistic_d50_kX1e2_fr-kl,FR--KL,3602226593,9,0.0015657163590374475,664.053347926789,265.3377013985886,nan,24.34393814971134,5.887135127168087,161.09064865253262,0.569990805374444,0.9931559468106589,1.8343923541479457,58.78860837683698,85.22350520636404,5217.870088766947,14070.090437840121,1.0622434480465017,0.11154770595021546,,nan,nan,nan,nan,nan,0.6889697312919567,0.4612,0.2479161564564741,9,9,9,9,9,0,0,0,18,18,0,1,False,False,0.25,0,nan,nan,nan,nan,1.0,126.5374245596017,0.009713184154639442,1.550916949065213,159.67132140951196,1.8471312870123962,102.95285089620789,102.95285089620789,724277.9614715546,50,logistic,100.0,stepsize_pilot
