tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_batch_size,grid_condition,grid_dimension,grid_rho
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,875108331,0,0.0,3.967100758767716,1.3933148864984237,nan,3.561249838021438,0.5241553523313452,1.6466023944193793,0.7,0.7,0.20618923255024474,0.9177153415927755,0.6452648508826639,1.2735151788523145,3.4401584747792295,0.0007314999820664525,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,8,False,False,0.0,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,5.066597398328205,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,875108331,1,0.04,3.9149812304491314,1.341195358179839,nan,3.443052725523129,0.5099121374520585,1.6282588397518185,0.7012801891691761,0.7185422963775187,0.2116509780642442,0.9193936976509095,0.6580014601203864,1.2381032538817294,3.26960717471547,0.0023698899894952774,0.00042013998609036207,,nan,nan,nan,nan,nan,nan,nan,nan,1,8,8,8,0,0,1,1,3,3,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,4.815412814966826,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,875108331,2,0.04,3.8669308477715867,1.2931449755022943,nan,3.3472936845559036,0.5024974105682173,1.6086777470715918,0.7040242187067931,0.7404830368734787,0.21811375584202447,0.9229911805144168,0.6698645105215043,1.2063651307541552,3.1051926198515316,0.00358715996844694,0.0007791299722157419,,nan,nan,nan,nan,nan,nan,nan,nan,2,16,16,16,0,0,2,2,6,6,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,4.573266308627644,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,875108331,3,0.04,3.8163467055403935,1.2425608332711011,nan,3.2337646968346636,0.48790211519062443,1.589571319752226,0.7052247527896033,0.7612231952635665,0.2242228949011999,0.9245651070085592,0.6821918291158273,1.1704643197407854,2.9450186429206644,0.004757590009830892,0.0011207899660803378,,nan,nan,nan,nan,nan,nan,nan,nan,3,24,24,24,0,0,3,3,9,9,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,4.337365241642672,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,875108331,4,0.04,3.769267130558389,1.1954812582890968,nan,3.130364627225376,0.48139101547601654,1.569185485674518,0.7086123481999693,0.7818406017021479,0.23029587663083914,0.9290063188359912,0.6970900533487958,1.1382276674389178,2.7918827798401247,0.00594846997410059,0.0014788999687880278,,nan,nan,nan,nan,nan,nan,nan,nan,4,32,32,32,0,0,4,4,12,12,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,4.1118297696105595,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,875108331,5,0.04,3.726714508761483,1.1529286364921907,nan,3.0459635030326586,0.47583676960819654,1.5495194428140853,0.7101502696423986,0.8039942539577842,0.236821368854803,0.9310225675529646,0.708524296482693,1.1082609515522788,2.6525372923754937,0.007112430001143366,0.0018142999615520239,,nan,nan,nan,nan,nan,nan,nan,nan,5,40,40,40,0,0,5,5,15,15,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.906604490184331,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,875108331,6,0.04,3.681400692074533,1.1076148198052405,nan,2.944286419467307,0.46554190804005136,1.5296079224406758,0.7133652260726165,0.8281107333536463,0.24392502368115546,0.9352374458937701,0.7220695552375852,1.0758861833750242,2.513664681997643,0.008293079969007522,0.002174209977965802,,nan,nan,nan,nan,nan,nan,nan,nan,6,48,48,48,0,0,6,6,18,18,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.7020756547839158,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,875108331,7,0.04,3.637077895208024,1.0632920229387315,nan,2.839390093238229,0.45013605849591615,1.511106161287634,0.7142340851466076,0.8503815679746777,0.25048503267938943,0.9363765391821749,0.7345557661071175,1.0422359779360308,2.3854121028686954,0.009463328984566033,0.0025112699950113893,,nan,nan,nan,nan,nan,nan,nan,nan,7,56,56,56,0,0,7,7,21,21,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.5131877914754357,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,875108331,8,0.04,3.597407607180066,1.0236217349107735,nan,2.751952121035943,0.44340737135672187,1.4917321919178652,0.7142309247134822,0.873044448364235,0.2571605211292476,0.9363723957850815,0.7482307439951978,1.013192093589834,2.265945459740702,0.010659758991096169,0.002872489974834025,,nan,nan,nan,nan,nan,nan,nan,nan,8,64,64,64,0,0,8,8,24,24,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.337239681033186,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,875108331,9,0.04,3.5598333353071423,0.98604746303785,nan,2.671469461219663,0.4380436286191758,1.4718285966922333,0.7161031754193268,0.8971885172060736,0.264272302593732,0.9388269574937409,0.7610023237423501,0.9853351612639052,2.1527563728212677,0.011828318994957954,0.003204509965144098,,nan,nan,nan,nan,nan,nan,nan,nan,9,72,72,72,0,0,9,9,27,27,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.1705370312833216,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,875108331,10,0.04,3.5227684649174265,0.9489825926481341,nan,2.5898513021965432,0.4314995473496703,1.452445630920909,0.7168089298356013,0.9196958464093896,0.27090197250114284,0.9397522170011866,0.7737721144797625,0.956905060466571,2.044529464853276,0.012989608978386968,0.0035355199361220002,,nan,nan,nan,nan,nan,nan,nan,nan,10,80,80,80,0,0,10,10,30,30,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.011142580603278,8,10.0,8,0.5
