tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_batch_size,grid_condition,grid_dimension,grid_rho
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,2563146674,0,0.0,3.967100758767716,1.3933148864984237,nan,3.561249838021438,0.5241553523313452,1.6466023944193793,0.7,0.7,0.20618923255024474,0.9177153415927755,0.6452648508826639,1.2735151788523145,3.4401584747792295,0.0007034799782559276,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,8,False,False,0.0,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,5.066597398328205,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,2563146674,1,0.02,3.904599634239025,1.3308137619697327,nan,3.44021744216289,0.5195377692940378,1.620596136458465,0.7023131369054444,0.7281600009683252,0.2138803096691675,0.9207479147718194,0.6623955644691482,1.233798697114531,3.217954695204836,0.0022250000038184226,0.000271789962425828,,nan,nan,nan,nan,nan,nan,nan,nan,1,8,8,8,0,0,2,2,0,0,0,8,False,False,0.02,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,4.739340064183863,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,2563146674,2,0.02,3.844314747748676,1.2705288754793838,nan,3.3203896135788984,0.514295054505592,1.5945453516261485,0.7031643201806723,0.7560318111615146,0.2219796125615123,0.9218638347006533,0.6795740890546867,1.1946143137900842,3.0106213839893656,0.0033291400177404284,0.0004908799310214818,,nan,nan,nan,nan,nan,nan,nan,nan,2,16,16,16,0,0,4,4,0,0,0,8,False,False,0.02,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,4.433983661886586,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,2563146674,3,0.02,3.784365713866795,1.2105798415975029,nan,3.2003950954205815,0.5096657407385593,1.5670922822625588,0.7060328318379595,0.78540261034486,0.23014823939525658,0.9256245163512682,0.6972277402347263,1.1541930433814112,2.8082790484056086,0.004381890001241118,0.0006997199379839003,,nan,nan,nan,nan,nan,nan,nan,nan,3,24,24,24,0,0,6,6,0,0,0,8,False,False,0.02,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,4.135977869840594,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,2563146674,4,0.02,3.7270261364311565,1.1532402641618642,nan,3.0815334683196136,0.5009616124590746,1.5406104166833539,0.7103447089877145,0.8124224287148559,0.2381304478364161,0.9312774817961161,0.7129378955100696,1.113120710601232,2.6234531709823967,0.0054249599925242364,0.0009057099232450128,,nan,nan,nan,nan,nan,nan,nan,nan,4,32,32,32,0,0,8,8,0,0,0,8,False,False,0.02,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.8637699711168967,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,2563146674,5,0.02,3.6754273370465373,1.101641464777245,nan,2.9730803660095177,0.49349616619626574,1.5156253852100858,0.7117277503048807,0.8417054201214368,0.245320173888038,0.9330906792744302,0.7288363623773018,1.0761441311557784,2.46097448179456,0.006485410034656525,0.0011162599548697472,,nan,nan,nan,nan,nan,nan,nan,nan,5,40,40,40,0,0,10,10,0,0,0,8,False,False,0.02,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.6244745694782554,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,2563146674,6,0.02,3.6299782277764745,1.0561923555071822,nan,2.880367854034656,0.4872934452602514,1.4924867199805336,0.7148580808935356,0.8633057496323592,0.25295062637709476,0.9371946112822388,0.741533846324596,1.042000897082437,2.319399529167681,0.007527570007368922,0.0013247699243947864,,nan,nan,nan,nan,nan,nan,nan,nan,6,48,48,48,0,0,12,12,0,0,0,8,False,False,0.02,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.415965777832017,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,2563146674,7,0.02,3.5812131000152885,1.0074272277459961,nan,2.7757936636226654,0.4816809859427832,1.4668700076595271,0.7181737380456258,0.8907679687822255,0.2619376201737953,0.9415415104764313,0.7582269806012919,1.0060636633219289,2.1715255377557545,0.008585939998738468,0.0015306499553844333,,nan,nan,nan,nan,nan,nan,nan,nan,7,56,56,56,0,0,14,14,0,0,0,8,False,False,0.02,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.198179886379399,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,2563146674,8,0.02,3.540351031872757,0.9665651596034648,nan,2.6857065352013274,0.4770638991290558,1.444447150056344,0.7196960175088011,0.9151105109124894,0.26931759363630975,0.943537252215785,0.7737584528276693,0.9759201590387608,2.0511084530124,0.009647900005802512,0.0017400699434801936,,nan,nan,nan,nan,nan,nan,nan,nan,8,64,64,64,0,0,16,16,0,0,0,8,False,False,0.02,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.0208319843138987,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,2563146674,9,0.02,3.4984356169599504,0.9246497446906581,nan,2.5923187117084274,0.4706283062980572,1.4209981687665285,0.7209374496764466,0.9415860211605427,0.277349855833044,0.9451647969954925,0.7890513167916083,0.9437440353726918,1.9307745892850188,0.010708820016589016,0.0019496299792081118,,nan,nan,nan,nan,nan,nan,nan,nan,9,72,72,72,0,0,18,18,0,0,0,8,False,False,0.02,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,2.8436066485156526,8,10.0,8,0.5
