tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,repair,equivariance_error_mean,equivariance_error_covariance,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,875108331,0,0.0,1.5117469815699367,0.48893907178513696,nan,1.3187902867203136,0.15030295409631228,1.0000923543119045,0.7,0.7,0.2061893951744305,0.9177153415927822,0.4180980566222469,1.1732446566403458,0.0004900200292468071,,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,8,False,False,0.0
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,875108331,1,0.02,1.4889530031767406,0.4661450933919409,nan,1.2707085743085909,0.1451665928551024,0.9863627454288061,0.7013504163986383,0.7283182242735556,0.2145307059392566,0.9194857670878818,0.4038431591661277,1.0944684782593832,0.0022497400059364736,,nan,nan,nan,nan,nan,nan,nan,1,8,8,8,0,0,2,2,0,0,0,8,False,False,0.02
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,875108331,2,0.02,1.4682542142700168,0.44544630448521705,nan,1.2270360066876997,0.14443669270467815,0.9724823984904192,0.7038258019926394,0.7551166148423205,0.22242434014357354,0.9227310518535565,0.3910645032628325,1.0240164468835398,0.003623539989348501,,nan,nan,nan,nan,nan,nan,nan,2,16,16,16,0,0,4,4,0,0,0,8,False,False,0.02
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,875108331,3,0.02,1.4471259703529582,0.42431806056815846,nan,1.1813833182404796,0.1356658049030734,0.9586923352950434,0.7072926379695966,0.783828542569236,0.23088161873258006,0.9272761498004691,0.37669452713440527,0.955556020168981,0.004989709996152669,,nan,nan,nan,nan,nan,nan,nan,3,24,24,24,0,0,6,6,0,0,0,8,False,False,0.02
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,875108331,4,0.02,1.4291373906179556,0.4063294808331559,nan,1.142234336365689,0.13338802662311264,0.9456030280483514,0.7117790458486373,0.8094880557364783,0.23843978944747155,0.9331579288565237,0.3647227759114357,0.8977653690174093,0.0063445899868384,,nan,nan,nan,nan,nan,nan,nan,4,32,32,32,0,0,8,8,0,0,0,8,False,False,0.02
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,875108331,5,0.02,1.4120862538564833,0.3892783440716836,nan,1.1048380656417245,0.13330657251718517,0.9326048338765479,0.7125060049316213,0.8358383590168954,0.24620143672754588,0.9341109881467595,0.353495857478262,0.8441475354104229,0.007700360030867159,,nan,nan,nan,nan,nan,nan,nan,5,40,40,40,0,0,10,10,0,0,0,8,False,False,0.02
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,875108331,6,0.02,1.3955607781219272,0.3727528683371275,nan,1.0683467929216541,0.13295720574130535,0.9191754896753984,0.7152782032827131,0.8609761915241856,0.25360594312850915,0.9377454009420951,0.3421262440572114,0.7932410506855456,0.009101130010094494,,nan,nan,nan,nan,nan,nan,nan,6,48,48,48,0,0,12,12,0,0,0,8,False,False,0.02
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,875108331,7,0.02,1.3799896252605446,0.35718171547574484,nan,1.0331916354098571,0.1330744765840027,0.9061259548337786,0.7171927445183637,0.8870878831299145,0.26129730584160427,0.9402554064621929,0.3314802354142315,0.7466284358483898,0.010498410032596439,,nan,nan,nan,nan,nan,nan,nan,7,56,56,56,0,0,14,14,0,0,0,8,False,False,0.02
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,875108331,8,0.02,1.3648444900595722,0.34203658027477246,nan,0.9983263230582896,0.12811531285115318,0.8935559959122756,0.7180062175001795,0.9122465158177206,0.26870793906633905,0.9413218873698844,0.32038283855829375,0.7031103341757704,0.011846009991131723,,nan,nan,nan,nan,nan,nan,nan,8,64,64,64,0,0,16,16,0,0,0,8,False,False,0.02
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,875108331,9,0.02,1.3512234044497313,0.3284154946649316,nan,0.9667941310324616,0.12856042310963403,0.8812054206202824,0.719983361183758,0.9373412643512895,0.27609975481232635,0.943913966071246,0.3106566039033227,0.6640335358495035,0.013183959992602468,,nan,nan,nan,nan,nan,nan,nan,9,72,72,72,0,0,18,18,0,0,0,8,False,False,0.02
smoke,J,J_minibatch_floor_B8_smoke,S--FB--GVI,875108331,10,0.02,1.3375858626960628,0.3147779529112631,nan,0.934178298804777,0.12590204830674015,0.8688588433169131,0.720770868937918,0.9635430556660811,0.2838176569604454,0.9449464059964116,0.30079062660458555,0.6267064583318661,0.014527150022331625,,nan,nan,nan,nan,nan,nan,nan,10,80,80,80,0,0,20,20,0,0,0,8,False,False,0.02
