tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_batch_size,grid_condition,grid_dimension,grid_rho
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,0,0.0,3.967100758767716,1.3933148864984237,nan,3.561249838021438,0.5241553523313452,1.6466023944193793,0.7,0.7,0.20618923255024474,0.9177153415927755,0.6452648508826639,1.2735151788523145,3.4401584747792295,0.0005952100036665797,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,8,False,False,0.0,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,5.066597398328205,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,1,0.04,3.9154716209845235,1.3416857487152312,nan,3.4493169198458125,0.5118915881543223,1.6278149742088783,0.7016659881578141,0.7203547266732193,0.21174692714955234,0.9198994885804008,0.6573478758987423,1.2387587990253406,3.2675529564653747,0.0020129799959249794,0.00033161998726427555,,nan,nan,nan,nan,nan,nan,nan,nan,1,8,8,8,0,1,2,3,1,1,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,4.812387402934841,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,2,0.04,3.8679390560958193,1.294153183826527,nan,3.353441436751478,0.5049571812781638,1.6084665697227032,0.7022945136720757,0.7411376440772763,0.21777606575275696,0.920723499304716,0.6696418387207383,1.2069960193804756,3.1050051925401063,0.0032013700110837817,0.0006701599922962487,,nan,nan,nan,nan,nan,nan,nan,nan,2,16,16,16,0,2,4,6,2,2,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,4.572990269388345,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,3,0.04,3.8184703622799487,1.2446844900106564,nan,3.253482027593035,0.4974328262044483,1.5875420142157852,0.7043529969379769,0.763687145641904,0.2240400611604943,0.9234222159811866,0.6818456011118081,1.172678451878651,2.93889847314986,0.004355890036094934,0.0009799999534152448,,nan,nan,nan,nan,nan,nan,nan,nan,3,24,24,24,0,3,6,9,3,3,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,4.3283515765846765,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,4,0.04,3.773736401488383,1.1999505292190906,nan,3.1653174853302284,0.4936580276172523,1.5667687491107554,0.7075008776383453,0.7852239143478063,0.23031399953190235,0.9275491565700892,0.6946437325221567,1.1421394197030639,2.7882679501922816,0.005483690008986741,0.0012850999482907355,,nan,nan,nan,nan,nan,nan,nan,nan,4,32,32,32,0,4,8,12,4,4,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,4.1065059199613545,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,5,0.04,3.7296931896964427,1.1559073174271504,nan,3.072678663029202,0.48785067148458866,1.5465754373639597,0.708605063229894,0.809150561790438,0.23618427403688066,0.928996768080561,0.7078147544351773,1.1113504655626143,2.6459944641906885,0.006611350050661713,0.0015875199460424483,,nan,nan,nan,nan,nan,nan,nan,nan,5,40,40,40,0,5,10,15,5,5,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.8969683421690946,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,6,0.04,3.68327918027021,1.1094933080009177,nan,2.9613371732824962,0.47297285600493605,1.5273212607131692,0.7109707108129513,0.8276492817611947,0.24254803232845543,0.9320981839088083,0.721127040966536,1.0770532845541398,2.5093939542896133,0.007731370045803487,0.0018834599177353084,,nan,nan,nan,nan,nan,nan,nan,nan,6,48,48,48,0,6,12,18,6,6,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.695785811437132,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,7,0.04,3.640654333389286,1.0668684611199937,nan,2.8743934658214294,0.4692406027942214,1.5056142845414666,0.7135171920334435,0.8513667708227571,0.2501938496838052,0.9354366765989857,0.7348685274257325,1.0470595156621354,2.3744865505935606,0.008892970043234527,0.002189309918321669,,nan,nan,nan,nan,nan,nan,nan,nan,7,56,56,56,0,7,14,21,7,7,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.4970968540554526,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,8,0.04,3.599393999152379,1.0256081268830868,nan,2.781231588450511,0.4602397678129509,1.4859150532549155,0.7148022939412172,0.8731254039891716,0.2567654154308529,0.9371214733650914,0.7481081963857946,1.0162634791565373,2.2524904289933545,0.00999679003143683,0.0024846199667081237,,nan,nan,nan,nan,nan,nan,nan,nan,8,64,64,64,0,8,16,24,8,8,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.3174233777207895,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,9,0.04,3.560267609285393,0.9864817370161005,nan,2.6984884781904874,0.45605235951323714,1.4649200643123164,0.7158928742817938,0.896474654439383,0.26405597407291437,0.9385512480933572,0.7617751962853152,0.9874235661478262,2.13420107027111,0.011154660023748875,0.002826529962476343,,nan,nan,nan,nan,nan,nan,nan,nan,9,72,72,72,0,9,18,27,9,9,0,8,False,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,3.14320914847936,8,10.0,8,0.5
