tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_batch_size,grid_condition,grid_dimension,grid_rho
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,0,0.0,2.74952872481243,0.17574285254313748,nan,0.532025656955391,0.21395249766138727,0.7584054437653315,0.7082333706220653,2.4471718457843687,0.6059195724212946,0.9285094709254736,1.3867323741885154,0.23920851790769132,0.31566043984374026,0.0006318600499071181,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,0,1,1,1,0,0,0,0,2,2,0,8,True,False,0.0,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,0.4648984559846671,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,1,0.04,2.742243047330586,0.16845717506129354,nan,0.5120178631226622,0.20952926931280272,0.7444553881811788,0.7093235916158545,2.472248200649431,0.6132738857392667,0.929938774542226,1.3961721188245735,0.23011684696684717,0.3007602742296041,0.00201849004952237,0.00035618001129478216,,nan,nan,nan,nan,nan,nan,nan,nan,1,9,9,9,0,1,2,3,3,3,0,8,True,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,0.44295378660716517,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,2,0.04,2.7325180765855706,0.1587322043162782,nan,0.4814256790674222,0.20227012550451323,0.72577891141253,0.7095473204101205,2.498716977321318,0.6176571979708874,0.9302320878948745,1.4098026188768442,0.2178953882362101,0.28276292899282757,0.00317709002410993,0.0006625100504606962,,nan,nan,nan,nan,nan,nan,nan,nan,2,17,17,17,0,2,4,6,4,4,0,8,True,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,0.4164476523049312,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,3,0.04,2.720945227449598,0.14715935518030587,nan,0.44783257142794736,0.19340262374353692,0.7031555325633754,0.71102262205941,2.504241522058611,0.6293686254313762,0.9321662406906318,1.4254292757390226,0.20307732239985601,0.2606672459005975,0.004314820049330592,0.0009608400287106633,,nan,nan,nan,nan,nan,nan,nan,nan,3,25,25,25,0,3,6,9,5,5,0,8,True,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,0.3839055670230717,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,4,0.04,2.7124350632184804,0.13864919094918804,nan,0.4234068025411957,0.1846440249697903,0.6867385474658726,0.7136316841392831,2.5132209696458316,0.6388323550964985,0.9355867782590138,1.4356521298887461,0.1917042092341724,0.24318246233630514,0.005433220008853823,0.0012543000048026443,,nan,nan,nan,nan,nan,nan,nan,nan,4,33,33,33,0,4,8,12,6,6,0,8,True,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,0.3581543234200105,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,5,0.04,2.707205041377616,0.13341916910832374,nan,0.41160071837498186,0.18115980547636806,0.6755260510236205,0.7144448669261032,2.5060497196910405,0.6480915999596265,0.9366528787147059,1.4419738501008812,0.18470810175579808,0.23097682452013663,0.006564050039742142,0.0015620400081388652,,nan,nan,nan,nan,nan,nan,nan,nan,5,41,41,41,0,5,10,15,7,7,0,8,True,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,0.3401781013192818,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,6,0.04,2.700389864949244,0.12660399267995182,nan,0.3918003753917864,0.17515007093883017,0.6608043972181828,0.716329737647401,2.522353719481647,0.6553983941913437,0.9391239855402111,1.4515957544005846,0.17572656677285453,0.21785727617343745,0.007726740033831447,0.0018981000175699592,,nan,nan,nan,nan,nan,nan,nan,nan,6,49,49,49,0,6,12,18,8,8,0,8,True,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,0.32085588985491226,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,7,0.04,2.69099425749277,0.11720838522347776,nan,0.36355134415105633,0.16778384172044014,0.6386091950795019,0.7183691822089445,2.5683390779716966,0.664938232899607,0.9417977420580063,1.4676601098049884,0.16372522864528744,0.20073933220845566,0.00887506001163274,0.0021983400220051408,,nan,nan,nan,nan,nan,nan,nan,nan,7,57,57,57,0,7,14,21,9,9,0,8,True,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,0.2956449203622145,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,8,0.04,2.6854159986466546,0.11163012637736225,nan,0.34768978590147914,0.163339395844867,0.6256452966313536,0.7195330364325612,2.5684949034144107,0.6705633825836673,0.9433235804528496,1.477714908215283,0.15634941946162598,0.18994057137365936,0.010001660033594817,0.002493610023520887,,nan,nan,nan,nan,nan,nan,nan,nan,8,65,65,65,0,8,16,24,10,10,0,8,True,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,0.2797407188692125,8,10.0,8,0.5
smoke,J,J_minibatch_floor_B8_smoke,FR--R--STL,2563146674,9,0.04,2.678378121253326,0.10459224898403363,nan,0.3263283545805138,0.15566975918680873,0.6089874457711856,0.7203309471157284,2.5906149553959614,0.6751886460095113,0.9443696588459402,1.4879175947997072,0.14682787628617194,0.17720374556213025,0.011116560024674982,0.002786180004477501,,nan,nan,nan,nan,nan,nan,nan,nan,9,73,73,73,0,9,18,27,11,11,0,8,True,False,0.04,0,nan,nan,nan,nan,0.10000000000000009,1.500000000000001,0.33949396452087927,2.0369637871252753,5.999999999999999,0.20618923255024438,0.9177153415927768,2.9455604650034917,0.2609821735891744,8,10.0,8,0.5
