tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,repair,equivariance_error_mean,equivariance_error_covariance,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,2563146674,0,0.0,1.105408406877336,0.08260049739667252,nan,0.27707666298664513,0.07709584837087875,0.541080671560469,0.6899903447500086,1.9077713224531534,0.561945681564116,0.9045924641828296,1.2356245428011687,0.10095732842028661,0.13277450232783738,0.0004175800131633878,,nan,nan,nan,nan,nan,nan,nan,0,1,1,1,0,0,0,0,2,2,0,8,True,False,0.0,0,nan,nan,0.09999999999999994,1.5,0.33949390217628794,2.036963413057727,5.999999999999999,0.20618927041479335,0.9177153415927892,2.945561005925618
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,2563146674,1,0.04,1.1034783508233743,0.08067044134271084,nan,0.2727029289445885,0.07608620544178264,0.535636529112022,0.6919001204004767,1.914536403966737,0.563938377594948,0.9070962219163086,1.2389613301172153,0.09861600152898163,0.1283136651484314,0.0034447599900886416,,nan,nan,nan,nan,nan,nan,nan,1,9,9,9,0,0,1,1,5,5,0,8,True,False,0.04,0,nan,nan,0.09999999999999994,1.5,0.33949390217628794,2.036963413057727,5.999999999999999,0.20618927041479335,0.9177153415927892,2.945561005925618
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,2563146674,2,0.04,1.0989275751966545,0.07611966571599105,nan,0.25952935207327665,0.07563056007603,0.5225291555481966,0.6930230870806611,1.9441437302022306,0.5726593961598468,0.9085684558455976,1.2551971055884417,0.09358374531950686,0.11980316084267377,0.006335149984806776,,nan,nan,nan,nan,nan,nan,nan,2,17,17,17,0,0,2,2,8,8,0,8,True,False,0.04,0,nan,nan,0.09999999999999994,1.5,0.33949390217628794,2.036963413057727,5.999999999999999,0.20618927041479335,0.9177153415927892,2.945561005925618
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,2563146674,3,0.04,1.0960243683700697,0.0732164588894062,nan,0.25119387611109284,0.07502937309502437,0.5138394627353838,0.6961511440009946,1.9630130189269015,0.5782174602675411,0.9126694070244059,1.264597160043034,0.09027981994861141,0.11402580267981617,0.009163589973468333,,nan,nan,nan,nan,nan,nan,nan,3,25,25,25,0,0,3,3,11,11,0,8,True,False,0.04,0,nan,nan,0.09999999999999994,1.5,0.33949390217628794,2.036963413057727,5.999999999999999,0.20618927041479335,0.9177153415927892,2.945561005925618
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,2563146674,4,0.04,1.0919828518996788,0.06917494241901534,nan,0.2388946872940839,0.07238500303481547,0.501874318269276,0.6987040516169281,1.991597801808351,0.586637282449386,0.91601632485985,1.278829781824913,0.08569556686269447,0.10659642878798761,0.012242999975569546,,nan,nan,nan,nan,nan,nan,nan,4,33,33,33,0,0,4,4,14,14,0,8,True,False,0.04,0,nan,nan,0.09999999999999994,1.5,0.33949390217628794,2.036963413057727,5.999999999999999,0.20618927041479335,0.9177153415927892,2.945561005925618
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,2563146674,5,0.04,1.0896721995598508,0.06686429007918737,nan,0.23263621588539948,0.07252729090048163,0.4943180956752974,0.7003807243186974,2.004848523117672,0.5905403632482983,0.9182144795187697,1.2862457818503856,0.08299045118496945,0.1019620437338116,0.015068800013978034,,nan,nan,nan,nan,nan,nan,nan,5,41,41,41,0,0,5,5,17,17,0,8,True,False,0.04,0,nan,nan,0.09999999999999994,1.5,0.33949390217628794,2.036963413057727,5.999999999999999,0.20618927041479335,0.9177153415927892,2.945561005925618
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,2563146674,6,0.04,1.0867494281130918,0.06394151863242836,nan,0.22322630380881905,0.06718768379927045,0.48584687192128156,0.7039425412034965,2.0258253388125538,0.5967192122822313,0.9228840995175187,1.2951151303604749,0.07954835069756225,0.09659931088753114,0.017886919958982617,,nan,nan,nan,nan,nan,nan,nan,6,49,49,49,0,0,6,6,20,20,0,8,True,False,0.04,0,nan,nan,0.09999999999999994,1.5,0.33949390217628794,2.036963413057727,5.999999999999999,0.20618927041479335,0.9177153415927892,2.945561005925618
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,2563146674,7,0.04,1.0849179017825485,0.062109992301885075,nan,0.21810721098339508,0.06514855579483685,0.47996719516397873,0.7061761418871114,2.0351604176498648,0.5994689167032741,0.9258123989665834,1.2995353224951052,0.07730472738518197,0.09287261637553326,0.020702869980596006,,nan,nan,nan,nan,nan,nan,nan,7,57,57,57,0,0,7,7,23,23,0,8,True,False,0.04,0,nan,nan,0.09999999999999994,1.5,0.33949390217628794,2.036963413057727,5.999999999999999,0.20618927041479335,0.9177153415927892,2.945561005925618
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,2563146674,8,0.04,1.0810513218095719,0.058243412328908395,nan,0.20729814893871853,0.06668091921301411,0.46632436290995993,0.7095819378868535,2.069463600506465,0.6095731284834277,0.9302774721655825,1.3150483655196439,0.07285641618782342,0.08566842869525614,0.023533008992671967,,nan,nan,nan,nan,nan,nan,nan,8,65,65,65,0,0,8,8,26,26,0,8,True,False,0.04,0,nan,nan,0.09999999999999994,1.5,0.33949390217628794,2.036963413057727,5.999999999999999,0.20618927041479335,0.9177153415927892,2.945561005925618
smoke,J,J_minibatch_floor_B8_smoke,FR--KL--STL,2563146674,9,0.04,1.0778861502440855,0.05507824076342205,nan,0.19633290669464953,0.06453294332668867,0.4555640705184533,0.7106101742946456,2.100696899892707,0.6187730873592793,0.9316255126316036,1.3313657966055887,0.06931796160399403,0.08073612171307917,0.026341418968513608,,nan,nan,nan,nan,nan,nan,nan,9,73,73,73,0,0,9,9,29,29,0,8,True,False,0.04,0,nan,nan,0.09999999999999994,1.5,0.33949390217628794,2.036963413057727,5.999999999999999,0.20618927041479335,0.9177153415927892,2.945561005925618
