tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_condition,grid_dimension,grid_rho
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,10,0.12,0.8138055681849905,0.25750398901838234,nan,0.9486788149785679,0.2389716229503924,0.7277435702910017,0.7322481837558977,1.2568283181617745,0.31704804831755784,0.7486290872176392,0.760217958162938,0.2649517752745979,0.42261201177096147,0.007104700023774058,0.002108920074533671,,nan,nan,nan,nan,nan,nan,nan,nan,10,10,10,10,10,10,10,20,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.303583401161277,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,11,0.12,0.7828536257883167,0.22655204662170858,nan,0.8539967672242558,0.2227491906878138,0.6981441993244871,0.7491525417251886,1.3568982735834247,0.34218809565555675,0.7661435877441753,0.7969909792912059,0.23929539448700837,0.35548829450550695,0.007725350034888834,0.00230387004557997,,nan,nan,nan,nan,nan,nan,nan,nan,11,11,11,11,11,11,11,22,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.0965344739790763,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,12,0.12,0.7549222963914838,0.19862071722487562,nan,0.7651696356875903,0.20748095437607605,0.6682674955635475,0.7649367893323189,1.4601372648199573,0.36810464323647846,0.7825380407347577,0.8366096261401623,0.21531139204596011,0.29854730038210564,0.008306100033223629,0.0024979300214909017,,nan,nan,nan,nan,nan,nan,nan,nan,12,12,12,12,12,12,12,24,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.9208950394210356,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,13,0.12,0.7298129905267765,0.17351141136016834,nan,0.6823215225491349,0.19308102309066946,0.6382004293127043,0.7796573295149926,1.5659844795902382,0.3946551636740438,0.7978678226792641,0.8787849508501422,0.19296192746829893,0.25033470984332634,0.008922379987780005,0.0027105999761261046,,nan,nan,nan,nan,nan,nan,nan,nan,13,13,13,13,13,13,13,26,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.7721791226869897,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,14,0.12,0.7073314178218271,0.1510298386552189,nan,0.605521322180387,0.17947162946989959,0.6080470433214121,0.7933755842760906,1.67382357666582,0.4216837498400672,0.8121928603783521,0.9231542164225278,0.1722111251291043,0.20958810106472905,0.009527769987471402,0.0029175199451856315,,nan,nan,nan,nan,nan,nan,nan,nan,14,14,14,14,14,14,14,28,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.6464926741764375,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,15,0.12,0.6872874113113567,0.13098583214474857,nan,0.5347771102523543,0.16658601597776662,0.577925375298881,0.8061552803142424,1.7829970743022945,0.44902483676344457,0.825574918917022,0.9693033806789819,0.15302447151857326,0.1752147719784503,0.01011422002920881,0.0031083799549378455,,nan,nan,nan,nan,nan,nan,nan,nan,15,15,15,15,15,15,15,30,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.5404651595969147,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,16,0.12,0.669494858037114,0.11319327887050579,nan,0.47003307947717593,0.15436969968787367,0.5479635845943255,0.8180602721897338,1.892822640810385,0.47650737201701776,0.8380754543346393,1.0167883354900913,0.135366902816745,0.14627120469706167,0.010700030019506812,0.003301809949334711,,nan,nan,nan,nan,nan,nan,nan,nan,16,16,16,16,16,16,16,32,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.4511862161984455,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,17,0.12,0.6537718687174695,0.09747028955086134,nan,0.4111694185940471,0.14278037160421997,0.5182955957825099,0.8291528788221477,2.0026104241705336,0.5039592100829234,0.8497540038936491,1.0651540021507362,0.119200349588393,0.12194440554648332,0.01128400000743568,0.0034974199370481074,,nan,nan,nan,nan,nan,nan,nan,nan,17,17,17,17,17,17,17,34,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.3761480944867872,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,18,0.12,0.6399412323063269,0.08363965313971877,nan,0.35800519685599147,0.13178676493994398,0.48905657656523455,0.8394926851466101,2.1116804805379403,0.5312114896470542,0.8606670618885353,1.1139507942354867,0.10448137163608193,0.10153519259201602,0.011895820032805204,0.0036910399212501943,,nan,nan,nan,nan,nan,nan,nan,nan,18,18,18,18,18,18,18,36,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.31319410714809276,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,19,0.12,0.6278311314916915,0.07152955232508329,nan,0.3103040087971543,0.12136684670944577,0.46037854719139826,0.8491357470895338,2.2193793718850694,0.5581027588295333,0.8708673745330293,1.1627482424161557,0.09115933459935402,0.08444338436992228,0.012475510011427104,0.003889659885317087,,nan,nan,nan,nan,nan,nan,nan,nan,19,19,19,19,19,19,19,38,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.2604729424069722,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,20,0.12,0.6172760472738102,0.060974468107202084,nan,0.2677818876164047,0.11150566237842681,0.43238637726980433,0.8581341323467538,2.325095097334442,0.5844826406924428,0.8804035813137365,1.2111457605086573,0.07917538663034723,0.0701547668976818,0.013061350036878139,0.00408348988275975,,nan,nan,nan,nan,nan,nan,nan,nan,20,20,20,20,20,20,20,40,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.21639846263934448,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,21,0.12,0.6081177553222035,0.051816176155595306,nan,0.2301168318585917,0.10219311031101252,0.4051943689628471,0.8665357296021172,2.4282696861019444,0.610214875795974,0.8893201301570522,1.2587806518421718,0.06846231645249287,0.05822967455524398,0.013713899999856949,0.00429140985943377,,nan,nan,nan,nan,nan,nan,nan,nan,21,21,21,21,21,21,21,42,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.17961448111034253,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,22,0.12,0.6002063113736767,0.043904732207068586,nan,0.19695921704086627,0.09342185614524154,0.37890355989380925,0.8743842629686442,2.5284089893718136,0.6351796339130954,0.8976573979790506,1.3053335365174659,0.058945232104521246,0.04829300572683194,0.014314790023490787,0.004486849880777299,,nan,nan,nan,nan,nan,nan,nan,nan,22,22,22,22,22,22,22,44,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.14896396435556855,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,23,0.12,0.5934009330652139,0.03709935389860575,nan,0.16794237614275723,0.08518552862402332,0.35359981179642297,0.8817194550732692,2.6250894370133233,0.6592750462314988,0.9054519551660719,1.3505314395314938,0.05054290209251641,0.04002549768423215,0.014905860007274896,0.004678249882999808,,nan,nan,nan,nan,nan,nan,nan,nan,23,23,23,23,23,23,23,46,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.12346211880191836,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,24,0.12,0.5875707059840134,0.031269126817405235,nan,0.14269271479314072,0.07747727575588001,0.32935268847072985,0.8885772901773158,2.7179617467247077,0.6824179657803098,0.9127369210732218,1.3941488243206448,0.04316954857670091,0.03315609964396332,0.015523970010690391,0.0049059398588724434,,nan,nan,nan,nan,nan,nan,nan,nan,24,24,24,24,24,24,24,48,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.10227286480097575,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,25,0.12,0.5825950671101071,0.02629348794349895,nan,0.1208388566209512,0.070288708090469,0.30621507403913795,0.8949903371553704,2.8067517663893122,0.704544012024968,0.9195423668102745,1.4360068874469252,0.036736870243114034,0.02745530241421056,0.016119790030643344,0.005100039881654084,,nan,nan,nan,nan,nan,nan,nan,nan,25,25,25,25,25,25,25,50,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.08468826134649693,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,26,0.12,0.5783640447286318,0.022062465562023625,nan,0.10201946781730697,0.06360921631046304,0.28422344297027585,0.9009881004154184,2.8912587805155194,0.7256069920554672,0.9258957307233298,1.4759714469043992,0.031156091277764954,0.022729303465589826,0.016751040006056428,0.0052967598894611,,nan,nan,nan,nan,nan,nan,nan,nan,26,26,26,26,26,26,26,52,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.07011050772915181,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,27,0.12,0.5747782569643154,0.01847667779770723,nan,0.08588956571432428,0.05742562327030379,0.2633986680063738,0.9065973745029695,2.9713517116775083,0.7455778140541033,0.9318222205843902,1.513949757849296,0.02633987141475623,0.018814905091605903,0.0173348700045608,0.005491719872225076,,nan,nan,nan,nan,nan,nan,nan,nan,27,27,27,27,27,27,27,54,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.05803620647000157,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,28,0.12,0.5717486892958494,0.01544711012924127,nan,0.07212525702746952,0.05172211479346315,0.24374724038252424,0.9118425849234507,3.0469636980280654,0.7644430190883177,0.9373451842404004,1.5498865757544344,0.022203959872611055,0.015575059320265068,0.01793467003153637,0.005690139892976731,,nan,nan,nan,nan,nan,nan,nan,nan,28,28,28,28,28,28,28,56,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.04804262121400231,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,29,0.12,0.5691962838928954,0.012894704726287287,nan,0.06042696619259396,0.04648038700323514,0.22526277664998923,0.9167461035011004,3.11808553384786,0.7822030564201732,0.942486437153062,1.5837597599692075,0.01866852448689494,0.012894986062726026,0.018517150019761175,0.005890979897230864,,nan,nan,nan,nan,nan,nan,nan,nan,29,29,29,29,29,29,29,58,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.03977570282286682,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,30,0.12,0.5670513804869333,0.010749801320325103,nan,0.05052129776432308,0.041679948462485815,0.20792769533700003,0.9213285313293001,3.1847584308041066,0.7988704179679817,0.9472665407944642,1.615575673623339,0.01565913040471781,0.010678800878896092,0.01910224003950134,0.006082569889258593,,nan,nan,nan,nan,nan,nan,nan,nan,30,30,30,30,30,30,30,60,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.032939687425590405,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,31,0.12,0.5652530504899385,0.008951471323330296,nan,0.042161728956133446,0.03729852073059993,0.19171496167943963,0.9256089460908759,3.2470665036336177,0.8144677321093945,0.9517050302503713,1.6453645925957252,0.013107376861660268,0.008846596238905166,0.01969730999553576,0.0062757598934695125,,nan,nan,nan,nan,nan,nan,nan,nan,31,31,31,31,31,31,31,62,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.027288093316340908,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,32,0.12,0.5637483643091714,0.00744678514256325,nan,0.035128352517739644,0.03331248915487968,0.17658981697308992,0.9296051133219386,3.3051293156510253,0.8290258983708197,0.9558205926852328,1.673176290744196,0.010951224604517997,0.007331925887363994,0.02029067004332319,0.006487069884315133,,nan,nan,nan,nan,nan,nan,nan,nan,32,32,32,32,32,32,32,64,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.022615961257845877,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,33,0.12,0.5624916274641523,0.006190048297544104,nan,0.029226891762791196,0.029697365205006963,0.1625114284125154,0.9333336631751881,3.359094745777045,0.8425823249966004,0.9596312006470323,1.6990759241389568,0.009135060909723724,0.006079646454670409,0.020883120014332235,0.006679299869574606,,nan,nan,nan,nan,nan,nan,nan,nan,33,33,33,33,33,33,33,66,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.01875319674428127,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,34,0.12,0.5614436153006145,0.0051420361340063225,nan,0.024287194923068793,0.026428231239734815,0.1494344138255599,0.9368102355386623,3.4091323666888966,0.8551793126812518,0.9631542056685699,1.7231402962604905,0.007609555360171706,0.005044074274556088,0.02146961004473269,0.006884059868752956,,nan,nan,nan,nan,nan,nan,nan,nan,34,34,34,34,34,34,34,68,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.015558884545145183,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--R,4139269695,35,0.12,0.560570829732653,0.00426925056604488,nan,0.020161391107356597,0.023480147455552856,0.13731021230481746,0.9400495971162018,3.4554274580915947,0.8668626110565228,0.9664063983992885,1.7454545507260184,0.0063313595307632415,0.004187418793297844,0.02205692999996245,0.0070796398795209825,,nan,nan,nan,nan,nan,nan,nan,nan,35,35,35,35,35,35,35,70,0,0,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.012916456420108146,10.0,2,1.0
