tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_condition,grid_dimension,grid_rho
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,10,0.02,1.039893164821612,0.48359158565500393,nan,1.5535241755123832,0.3851427211275351,0.863621846403954,0.6440384772026847,0.8201349282378968,0.20715340693920992,0.6576011485736661,0.6548652908820854,0.4491864636644248,1.0158046971443886,0.006923980021383613,0.001906610035803169,,nan,nan,nan,nan,nan,nan,nan,nan,10,10,10,10,10,0,10,10,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,3.133337683588459,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,11,0.02,1.0202972106960022,0.46399563152939405,nan,1.5077432054419337,0.3783825568241902,0.8520739339544577,0.6553504354074375,0.8503207229660823,0.21476840705327427,0.6691808131879693,0.6646430936916871,0.43612468657551,0.9542054302223454,0.007538940000813454,0.0021174800349399447,,nan,nan,nan,nan,nan,nan,nan,nan,11,11,11,11,11,0,11,11,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,2.9433294025962056,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,12,0.02,1.001868851004165,0.44556727183755673,nan,1.4639859132860868,0.3718287272778665,0.8408521480549244,0.6661960849421285,0.8801851572663668,0.22230161622755726,0.6802851915123247,0.6741251035746695,0.4235544422640919,0.8978223501161579,0.008126639993861318,0.0022974099847488105,,nan,nan,nan,nan,nan,nan,nan,nan,12,12,12,12,12,0,12,12,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,2.7694109022091253,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,13,0.02,0.9845112718733422,0.42820969270673404,nan,1.4221204404858858,0.36547407727861464,0.8299398316582882,0.6765960050386901,0.9097315071751417,0.22975388333146235,0.6909352107890232,0.6833445331826485,0.4114553586893808,0.8460759489373684,0.008720789977815002,0.002474340028129518,,nan,nan,nan,nan,nan,nan,nan,nan,13,13,13,13,13,0,13,13,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,2.609794640087687,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,14,0.02,0.9681381686253141,0.41183658945870594,nan,1.3820268413629795,0.35931173465644917,0.8193213291245558,0.6865698439282654,0.9389631145562297,0.23712607412132874,0.7011508514770497,0.6923316157408312,0.3998076770440374,0.7984669444322087,0.009306640014983714,0.0026520000537857413,,nan,nan,nan,nan,nan,nan,nan,nan,14,14,14,14,14,0,14,14,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,2.4629405368200925,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,15,0.02,0.9526723258821802,0.39637074671557204,nan,1.3435956828616265,0.3533350948000567,0.8089819300981176,0.6961363585668976,0.9678833678273442,0.24441906628845683,0.7109511877954382,0.7011138099139039,0.38859229433015696,0.754562982319589,0.009901519981212914,0.0028300800477154553,,nan,nan,nan,nan,nan,nan,nan,nan,15,15,15,15,15,0,15,15,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,2.3275149581305725,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,16,0.02,0.938044427285575,0.38174284811896686,nan,1.3067268475381144,0.3475378063249183,0.7989078152691438,0.7053134535023242,0.9964956862411891,0.25163374541495864,0.7203544273612157,0.7097159960952177,0.3777907902120452,0.7139878973910617,0.010507649974897504,0.003033540036994964,,nan,nan,nan,nan,nan,nan,nan,nan,16,16,16,16,16,0,16,16,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,2.202357589810897,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,17,0.02,0.9241920517151889,0.36789047254858076,nan,1.2713285047951728,0.3419137577987814,0.78908600423038,0.7141182186864227,1.0248035070257426,0.258771001660711,0.7293779497284054,0.7181606636576305,0.36738544144421886,0.6764129754465541,0.011126940022222698,0.0032109900494106114,,nan,nan,nan,nan,nan,nan,nan,nan,17,17,17,17,17,0,17,17,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,2.0864544844033373,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,18,0.02,0.9110588220709759,0.3547572429043677,nan,1.2373162222973293,0.33645706543896403,0.7795043055625498,0.7225669660993614,1.05281027483813,0.2658317270426254,0.7380383436963743,0.726468088897263,0.3573592265338273,0.6415497933914214,0.011721009970642626,0.003390830010175705,,nan,nan,nan,nan,nan,nan,nan,nan,18,18,18,18,18,0,18,18,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.978915975859086,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,19,0.02,0.8985936796879596,0.3422921005213514,nan,1.2046121948948056,0.33116206170236157,0.7701512692220767,0.730675265098431,1.080519433100805,0.27281681319640005,0.7463514433028718,0.7346565035557654,0.3476958227824644,0.6091443141650794,0.012306020013056695,0.0035709700314328074,,nan,nan,nan,nan,nan,nan,nan,nan,19,19,19,19,19,0,19,19,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.8789584648335116,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,20,0.02,0.8867502628474316,0.3304486836808235,nan,1.1731445726092655,0.3260232846951334,0.7610161412594876,0.7384579764402961,1.1079344168767622,0.27972714953323996,0.7543323624529096,0.7427422539300311,0.33837959743769025,0.5789719869239804,0.012904369970783591,0.003747890063095838,,nan,nan,nan,nan,nan,nan,nan,nan,20,20,20,20,20,0,20,20,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.7858893047756115,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,21,0.02,0.8754863720393186,0.3191847928727104,nan,1.1428468725731344,0.3210354683348177,0.7520888208625093,0.7459292849525563,1.1350586470087813,0.2865636217213541,0.7619955281617414,0.7507399506762666,0.3293955943496288,0.550833658201533,0.01350881002144888,0.003950870072003454,,nan,nan,nan,nan,nan,nan,nan,nan,21,21,21,21,21,0,21,21,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.6990941895461806,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,22,0.02,0.8647635079124065,0.30846192874579836,nan,1.1136574624719717,0.3161935332030177,0.7433598196919697,0.753102730851006,1.1618955253010974,0.29332711043560755,0.7693547124106158,0.7586626094925532,0.3207295172569499,0.524552141618386,0.014122969994787127,0.004127460066229105,,nan,nan,nan,nan,nan,nan,nan,nan,22,22,22,22,22,0,22,22,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.6180265723916953,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,23,0.02,0.8545464704385669,0.29824489127195875,nan,1.08551910516937,0.31149257803182495,0.734820223459335,0.7599912397143493,1.1884484305639367,0.30001849032939737,0.7764230626292349,0.7665217829241078,0.3123677106068416,0.4999693256655876,0.01472117000957951,0.004306960094254464,,nan,nan,nan,nan,nan,nan,nan,nan,23,23,23,23,23,0,23,23,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.5421987446506367,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,24,0.02,0.8448030098746356,0.2885014307080275,nan,1.0583785559131242,0.30692787177178593,0.7264616556805981,0.7666071511395086,1.2147207153746933,0.3066386291913058,0.783213130830107,0.7743276835812747,0.3042971386353059,0.47694372367296856,0.015294630022253841,0.004479820083361119,,nan,nan,nan,nan,nan,nan,nan,nan,24,24,24,24,24,0,24,24,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.4711742784184947,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,25,0.02,0.8355035217513537,0.2792019425847455,nan,1.0321862049170492,0.30249484619350236,0.7182762435311766,0.7729622461089349,1.2407157034360905,0.3131883872558574,0.7897369014281203,0.7820892990943173,0.29650536328930627,0.45534838914658105,0.015905789972748607,0.004656530043575913,,nan,nan,nan,nan,nan,nan,nan,nan,25,25,25,25,25,0,25,25,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.4045615962253046,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,26,0.02,0.8266207794433866,0.27031920027677847,nan,1.006895759252757,0.29818908897890123,0.7102565857195859,0.7790677731072326,1.266436687433006,0.31966861664314883,0.796005817784436,0.7898144991532637,0.2889805214545691,0.4350691345576628,0.016486659995280206,0.004839460016228259,,nan,nan,nan,nan,nan,nan,nan,nan,26,26,26,26,26,0,26,26,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.3420084767357323,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,27,0.02,0.818129698946906,0.26182811978029785,nan,0.9824639589220077,0.29400633726182906,0.7023957222932812,0.7849344730284256,1.2918869273068192,0.32608016090650677,0.8020308075176839,0.7975101349971048,0.28171130185711535,0.41600300338407903,0.017089830012992024,0.005033650028053671,,nan,nan,nan,nan,nan,nan,nan,nan,27,27,27,27,27,0,27,27,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.2831973416283908,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,28,0.02,0.8100071313643409,0.2537055521977327,nan,0.9588503227530176,0.2899424715809583,0.6946871062876312,0.7905726029177762,1.3170696488800875,0.3324238546708949,0.8078223066279123,0.8051821317259245,0.27468692192873373,0.3980569544817719,0.01769469998544082,0.005213339987676591,,nan,nan,nan,nan,nan,nan,nan,nan,28,28,28,28,28,0,28,28,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.2278411974254788,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,29,0.02,0.8022316793105515,0.24593010014394334,nan,0.9360169204054513,0.28599351021104585,0.6871245771280975,0.7959919585935668,1.341988042775689,0.3387005233476927,0.8133902824801151,0.8128355738132567,0.2678971048632831,0.38114672525222315,0.018271940003614873,0.005389979982282966,,nan,nan,nan,nan,nan,nan,nan,nan,29,29,29,29,29,0,29,29,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.1756801288342271,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,30,0.02,0.7947835340424764,0.2384819548758682,nan,0.9139281673031762,0.2821556038413914,0.6797023356959887,0.8012018961948569,1.3666452635838626,0.3449109829138467,0.8187442556946675,0.8204747841951425,0.2613320570392535,0.36519584599061927,0.018859779986087233,0.005562830017879605,,nan,nan,nan,nan,nan,nan,nan,nan,30,30,30,30,30,0,30,30,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.1264782584183346,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,31,0.02,0.7876443306001246,0.23134275143351646,nan,0.8925506397616176,0.27842503057291945,0.6724149209693759,0.8062113527012414,1.3910444292381892,0.35105603974534955,0.8238933209918975,0.8281033973078168,0.2549824459422326,0.35013478256675296,0.019428469997365028,0.005734960024710745,,nan,nan,nan,nan,nan,nan,nan,nan,31,31,31,31,31,0,31,31,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.080021102122858,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,32,0.02,0.7807970186500839,0.22449543948347572,nan,0.871852907952559,0.2747981912076792,0.6652571881526723,0.8110288654700964,1.4151886205678328,0.35713649049661184,0.828846167037407,0.835724426438488,0.2488393786870605,0.33590018845074565,0.02001585002290085,0.005908390041440725,,nan,nan,nan,nan,nan,nan,nan,nan,32,32,32,32,32,0,32,32,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.036113262082685,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,33,0.02,0.7742257470589937,0.21792416789238556,nan,0.8518053846672125,0.27127160480673046,0.6582242882108118,0.8156625908359548,1.4390808809985776,0.3631531220186318,0.8336110953338107,0.8433403257438523,0.24289438121203707,0.32243425023657807,0.020641529990825802,0.006130570080131292,,nan,nan,nan,nan,nan,nan,nan,nan,33,33,33,33,33,0,33,33,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.9945764078331051,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,34,0.02,0.7679157605059374,0.2116141813393292,nan,0.8323801881073969,0.2678419044943939,0.6513116487267933,0.8201203218155039,1.462724216379484,0.3691067113099713,0.8381960382033435,0.8509530472793693,0.23713937819546005,0.30968411338426666,0.021239980007521808,0.006306400115136057,,nan,nan,nan,nan,nan,nan,nan,nan,34,34,34,34,34,0,34,34,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.9552475049617506,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FB--GVI,4139269695,35,0.02,0.7618533066792941,0.2055517275126859,nan,0.8135510171638005,0.2645058334886823,0.6445149560044307,0.8244095049603752,1.4861215949156112,0.37499802549548034,0.8426085759043875,0.8585640933693847,0.23156667372698497,0.29760137701035055,0.021831310004927218,0.00648432009620592,,nan,nan,nan,nan,nan,nan,nan,nan,35,35,35,35,35,0,35,35,0,0,0,1,False,False,0.04,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.9179772567460398,10.0,2,1.0
