tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_condition,grid_dimension,grid_rho
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,10,0.12,0.8347353518706468,0.2784337727040387,nan,1.0083547172560834,0.2411586354039807,0.7499978204104658,0.7146062984887565,1.1894760353515965,0.3000898933915067,0.7305142428852002,0.7326147247578912,0.2797370613580957,0.4725713775431967,0.007349090010393411,0.002526929951272905,,nan,nan,nan,nan,nan,nan,nan,nan,10,10,10,10,10,0,0,0,20,20,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.457687397591285,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,11,0.12,0.8040951409988644,0.2477935618322562,nan,0.9169058631576359,0.22522039671187571,0.7229302592640156,0.7307914907307584,1.279396827138157,0.3226847209539841,0.747270554682771,0.7650044420696289,0.2550443689565146,0.4030420534030647,0.008040020009502769,0.0028246999718248844,,nan,nan,nan,nan,nan,nan,nan,nan,11,11,11,11,11,0,0,0,22,22,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.24321816737887,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,12,0.12,0.7762200773134774,0.21991849814686926,nan,0.8305583161456922,0.21023747128675407,0.6956052141013502,0.7460311800011029,1.3721870711190154,0.3459838294787133,0.7630834269586515,0.7999516176322048,0.23186541441345665,0.34337458174314717,0.008707439992576838,0.003063119947910309,,nan,nan,nan,nan,nan,nan,nan,nan,12,12,12,12,12,0,0,0,24,24,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,1.0591686764067965,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,13,0.12,0.7509343669513682,0.19463278778476,nan,0.7494138875096128,0.1961233558727799,0.6680842764768256,0.7603647848096999,1.4674334587980864,0.3698818781033027,0.7779915476092356,0.8372458365224361,0.21015277316487443,0.29223886668091964,0.009357220027595758,0.0032994899665936828,,nan,nan,nan,nan,nan,nan,nan,nan,13,13,13,13,13,0,0,0,26,26,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.9014361285733966,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,14,0.12,0.7280679391944594,0.17176636002785128,nan,0.6735380276663696,0.18279810248682066,0.6404415116122637,0.7738360596275362,1.5646804140042911,0.3942632893704553,0.7920375822608793,0.8766163775313948,0.1898625594763277,0.2484713630017364,0.009980880015064031,0.003531619964633137,,nan,nan,nan,nan,nan,nan,nan,nan,14,14,14,14,14,0,0,0,28,28,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.7664314677561133,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,15,0.12,0.7074561264812881,0.15115454731467992,nan,0.6029549787625809,0.17019116390160766,0.6127617037370549,0.7864912379342085,1.6634389885056131,0.4190045624320964,0.8052663175205214,0.9177487401418727,0.17095483248895718,0.21105720610626136,0.010627669980749488,0.0037639299989677966,,nan,nan,nan,nan,nan,nan,nan,nan,15,15,15,15,15,0,0,0,30,30,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.6510242560845774,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,16,0.12,0.6889393050885042,0.13263772592189604,nan,0.5376443626694378,0.1582429117570984,0.5851380675574128,0.798377497353042,1.7631970062174012,0.44397688390674367,0.8177231433374804,0.960300283855571,0.15339269119432983,0.1791133437658202,0.01126684999326244,0.003998850006610155,,nan,nan,nan,nan,nan,nan,nan,nan,16,16,16,16,16,0,0,0,32,32,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.5524906423770997,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,17,0.12,0.6723626317603886,0.11606105259378041,nan,0.4775395708837353,0.14690499007435942,0.5576695963470774,0.8095417365277447,1.863429999664316,0.46904891701618845,0.8294528623276549,1.0039143434644833,0.137140603350379,0.15187293770321167,0.011888089997228235,0.004229340003803372,,nan,nan,nan,nan,nan,nan,nan,nan,17,17,17,17,17,0,0,0,34,34,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.4684652474639174,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,18,0.12,0.6575759521596198,0.10127437299301167,nan,0.42252812233057685,0.13613973893326342,0.5304582227387048,0.8200296402797587,1.9636124348241446,0.4940896389871907,0.8404988003462224,1.0482324879040041,0.12216245207877596,0.1286711749198278,0.012523110024631023,0.004461130010895431,,nan,nan,nan,nan,nan,nan,nan,nan,18,18,18,18,18,0,0,0,36,36,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.39689739799518886,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,19,0.12,0.6444339055003758,0.08813232633376766,nan,0.3724539606592274,0.12591895235362524,0.5036059616940907,0.8298850015772371,2.063228713139089,0.5189710965069602,0.850902184261091,1.0929048026418522,0.10841968506932,0.10893252676830964,0.0131490399944596,0.004700040037278086,,nan,nan,nan,nan,nan,nan,nan,nan,19,19,19,19,19,0,0,0,38,38,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.33601182594564916,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,20,0.12,0.6327962097746369,0.07649463060802875,nan,0.3271214938828361,0.11622222885761146,0.4772121879614736,0.8391492648285317,2.161783471758131,0.5435709589526534,0.860701748655712,1.1375982108395426,0.0958698358356464,0.09215941944976717,0.013767410011496395,0.004923410015180707,,nan,nan,nan,nan,nan,nan,nan,nan,20,20,20,20,20,0,0,0,40,40,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.28427372178073795,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,21,0.12,0.6225280849725112,0.06622650580590306,nan,0.2863010501958638,0.10703514336702852,0.45137117490016476,0.8478612539732104,2.2588107698133193,0.5677747676859893,0.8699335320620466,1.1820029282556423,0.08446557133515434,0.07792223063826963,0.014410339994356036,0.005150500044692308,,nan,nan,nan,nan,nan,nan,nan,nan,21,21,21,21,21,0,0,0,42,42,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.24035787817730134,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,22,0.12,0.6135007571983657,0.05719917803175756,nan,0.24973534218895818,0.09834742552074345,0.4261699906874438,0.8560570499267978,2.3538818410080893,0.5914778045381109,0.8786308244341504,1.225837191248225,0.07415431800416335,0.06585049908980052,0.015029539994429797,0.005385260097682476,,nan,nan,nan,nan,nan,nan,nan,nan,22,22,22,22,22,0,0,0,44,44,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.20312157530007077,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,23,0.12,0.6055919828937311,0.0492904037271229,nan,0.21714649871769148,0.09015128098159662,0.401686814657031,0.8637699844506075,2.446611200217971,0.6145865308469272,0.8868242302226073,1.2688504214548268,0.06487843677234864,0.05562522247178933,0.0156466499902308,0.005614560097455978,,nan,nan,nan,nan,nan,nan,nan,nan,23,23,23,23,23,0,0,0,46,46,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.17158082278888576,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,24,0.12,0.5986865370434318,0.042384957876823615,nan,0.18824323496480053,0.08243994526157891,0.37798970376735075,0.871030720922888,2.5366610029741192,0.6370195771388201,0.8945418150466805,1.3108250042538894,0.05657586050561157,0.04697211848476315,0.016281810007058084,0.005851070105563849,,nan,nan,nan,nan,nan,nan,nan,nan,24,24,24,24,24,0,0,0,48,48,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.14488957310400194,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,25,0.12,0.5926766195320079,0.036375040365399736,nan,0.16272777814569017,0.07520651811137032,0.3551358094456835,0.8778673963650239,2.6237436614986653,0.658708290189906,0.9018093081522318,1.3515768657187905,0.04918107452737985,0.03965573149063685,0.01690114999655634,0.006079520098865032,,nan,nan,nan,nan,nan,nan,nan,nan,25,25,25,25,25,0,0,0,50,50,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.12232154290995187,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,26,0.12,0.5874621471042609,0.03116056793765276,nan,0.14030223780976347,0.06844309272167272,0.33317102013533617,0.8843058031119727,2.707622811444047,0.6795968667842776,0.9086503372553103,1.3909550361467655,0.04262630958042693,0.033474278000644904,0.01752981002209708,0.006305800110567361,,nan,nan,nan,nan,nan,nan,nan,nan,26,26,26,26,26,0,0,0,52,52,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.10325431353604785,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,27,0.12,0.5829509124124765,0.02664933324586838,nan,0.12067419416737706,0.06214016853089243,0.31212998586893403,0.8903695924772148,2.7881127944748796,0.699642120773876,0.915086676750194,1.4288403874863884,0.03684282228539564,0.028255137072245876,0.01817291002953425,0.0065527401166036725,,nan,nan,nan,nan,nan,nan,nan,nan,27,27,27,27,27,0,0,0,54,54,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.08715542071454022,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,28,0.12,0.5790586046817279,0.02275702551511971,nan,0.1035613646843797,0.05628631899069848,0.292036468446163,0.8960804864839159,2.8650768709880516,0.7188129415495484,0.9211384944190825,1.465143726748048,0.0317621555693825,0.023850904279741143,0.0188021200010553,0.006781030155252665,,nan,nan,nan,nan,nan,nan,nan,nan,28,28,28,28,28,0,0,0,56,56,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.07357018271077308,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,29,0.12,0.5757086974558365,0.019407118289228364,nan,0.08869528976781818,0.05086807526097364,0.27290395402348144,0.9014584871051756,2.9384244047918155,0.7370895079174459,0.9268245855866899,1.4998034176117272,0.02731729553027469,0.020135939482555477,0.01942558999871835,0.00700729014351964,,nan,nan,nan,nan,nan,nan,nan,nan,29,29,29,29,29,0,0,0,58,58,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.062111051615052384,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,30,0.12,0.5728322171126526,0.01653063794604448,nan,0.07582404678721387,0.045869982228244593,0.25473646337630257,0.9065220754114098,3.0081072696073217,0.7544623222899822,0.9321625870316549,1.53278268826238,0.02344366733645404,0.017003348649246044,0.020058189984411,0.007252770126797259,,nan,nan,nan,nan,nan,nan,nan,nan,30,30,30,30,30,0,0,0,60,60,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.052448303517051584,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,31,0.12,0.5703674112297362,0.014065832063128059,nan,0.06471405470127264,0.04127478310935677,0.23752949773962828,0.9112883955327634,3.074115719232591,0.7709311270016043,0.9371691658523859,1.5640667657698073,0.02007993765776033,0.01436234838911699,0.020672719983849674,0.0074773801025003195,,nan,nan,nan,nan,nan,nan,nan,nan,31,31,31,31,31,0,0,0,62,62,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.04430190917501692,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,32,0.12,0.5682593386495863,0.01195775948297817,nan,0.05515106833419082,0.03706369190978677,0.22127106383063105,0.9157734204084441,3.1364739431376942,0.786503758532377,0.9418601808745711,1.5936599571958339,0.01716861255622361,0.012135968702782881,0.021302580018527806,0.007712820079177618,,nan,nan,nan,nan,nan,nan,nan,nan,32,32,32,32,32,0,0,0,64,64,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.037434447950652316,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,33,0.12,0.566459403658867,0.010157824492258882,nan,0.04694048284869015,0.033216717995533,0.20594272929600158,0.919992097934235,3.195235501203257,0.8011949875398665,0.9462508160935224,1.6215827762992088,0.014656436575940363,0.010259055010244178,0.02190937998238951,0.007936550071462989,,nan,nan,nan,nan,nan,nan,nan,nan,33,33,33,33,33,0,0,0,66,66,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.03164494489144492,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,34,0.12,0.5649248555801758,0.008623276413567638,nan,0.039907077381380475,0.02971301304946497,0.19152066842576945,0.9239584773707963,3.2504787989720825,0.8150253838203941,0.9503556870985105,1.647869193419034,0.012494610670084094,0.008676535012530615,0.022529769979882985,0.008160230063367635,,nan,nan,nan,nan,nan,nan,nan,nan,34,34,34,34,34,0,0,0,68,68,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.026763524715098352,10.0,2,1.0
smoke,D,D_logcosh_global_smoke,FR--KL,4139269695,35,0.12,0.5636182728110182,0.007316693644410011,nan,0.033894324945873945,0.026531216974114515,0.1779766667351632,0.9276858167848971,3.3023027312437185,0.8280202364288399,0.9541889224731914,1.6725640658815681,0.010638853918307661,0.007341919644381438,0.023152920010033995,0.008397340076044202,,nan,nan,nan,nan,nan,nan,nan,nan,35,35,35,35,35,0,0,0,70,70,0,1,False,False,0.12,0,nan,nan,nan,nan,0.04964066960157733,1.4144034729149575,0.1620962691740644,1.7830589609147083,11.0,0.12634851785645304,0.510302125942233,6.169173449181403,0.02264678786807067,10.0,2,1.0
