tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_condition,grid_dimension,grid_family,grid_rho,grid_role
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fb-gvi,FB--GVI,2500492809,0,0.0,8.112338983637708,2.1598090063619697,nan,4.562957184844511,2.1361079525259266,2.9495198569914895e-15,1.0,1.0,0.9999999999999981,1.0000000000000013,2.0000000000000018,3.8248759027547212,3.8906654092881583,0.0007613099878653884,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,False,False,0.5,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,12.001094871314502,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fb-gvi,FB--GVI,2500492809,1,0.280416974962791,7.163455013362063,1.2109250360863255,nan,2.5463358994253635,1.5936925108610713,0.16618220555983418,0.9993062957954865,1.152465082012046,0.9993062957954862,1.1524650820120468,2.214874180177323,2.410212918442737,2.1928937911860227,0.0025512099964544177,0.0005843099788762629,,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,1,1,0,1,1,0,0,0,1,False,False,0.5,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,6.76417107672978,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fb-gvi,FB--GVI,2500492809,2,0.280416974962791,6.62586917468884,0.6733391974131022,nan,1.4037928657645045,1.1801224505249586,0.21982502290104108,0.999044654622256,1.2036877376557438,0.999044654622256,1.2036877376557442,2.2909223455511913,1.4073701912996301,1.2351180720474506,0.004062380001414567,0.0011315299780108035,,nan,nan,nan,nan,nan,nan,nan,nan,2,2,2,2,2,0,2,2,0,0,0,1,False,False,0.5,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,3.809828808339628,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fb-gvi,FB--GVI,2500492809,3,0.280416974962791,6.3231831061242945,0.3706531288485566,nan,0.7650627019891819,0.8687407003526766,0.2120481049566585,0.9990158375098499,1.1973217176157505,0.9990158375098496,1.1973217176157513,2.285452702467663,0.7845169786681601,0.6916814044923697,0.005582460027653724,0.0016771599766798317,,nan,nan,nan,nan,nan,nan,nan,nan,3,3,3,3,3,0,3,3,0,0,0,1,False,False,0.5,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,2.1335512779434147,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fb-gvi,FB--GVI,2500492809,4,0.280416974962791,6.15426389252038,0.2017339152446418,nan,0.4124697193636576,0.6364105922498988,0.17882616504434845,0.9991003868741841,1.1665620713054794,0.9991003868741833,1.1665620713054798,2.2435460713272164,0.42504379205607534,0.38325577113487785,0.0070333200274035335,0.0022000999888405204,,nan,nan,nan,nan,nan,nan,nan,nan,4,4,4,4,4,0,4,4,0,0,0,1,False,False,0.5,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,1.1821856637654165,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fb-gvi,FB--GVI,2500492809,5,0.280416974962791,6.061110327597873,0.10858035032213476,nan,0.2202556475190695,0.4643465411960462,0.14005089982084473,0.9992299144572008,1.1302635243672157,0.9992299144572003,1.1302635243672166,2.192089680837502,0.22625984172523644,0.20961663932119262,0.008550759986974299,0.002737689937930554,,nan,nan,nan,nan,nan,nan,nan,nan,5,5,5,5,5,0,5,5,0,0,0,1,False,False,0.5,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,0.646580702903468,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fb-gvi,FB--GVI,2500492809,6,0.280416974962791,6.010400424870483,0.05787044759474558,nan,0.11668659662596466,0.3377179315475253,0.10480174405364577,0.9993675316353848,1.0971605268481186,0.9993675316353844,1.0971605268481195,2.1442292228996225,0.11914352976472212,0.11317491092059195,0.010011809994466603,0.0032644199673086405,,nan,nan,nan,nan,nan,nan,nan,nan,6,6,6,6,6,0,6,6,0,0,0,1,False,False,0.5,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,0.3490978277823932,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fb-gvi,FB--GVI,2500492809,7,0.280416974962791,5.983128693574224,0.030598716298485762,nan,0.06143763455891659,0.24501339467589625,0.07614504878306268,0.9994950798116895,1.070249031304443,0.999495079811689,1.0702490313044435,2.104840336376385,0.06232959866136016,0.06041904608298822,0.011477759981062263,0.003801909915637225,,nan,nan,nan,nan,nan,nan,nan,nan,7,7,7,7,7,0,7,7,0,0,0,1,False,False,0.5,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,0.18636778746001928,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fb-gvi,FB--GVI,2500492809,8,0.280416974962791,5.968611305194462,0.016081327918723964,nan,0.03220037301856472,0.17742635554750233,0.05425729295022895,0.9993798542514813,1.0497364841423482,0.9993798542514816,1.049736484142349,2.0745671155370977,0.032482934345207375,0.03196614885209474,0.012920540000777692,0.004335919918958098,,nan,nan,nan,nan,nan,nan,nan,nan,8,8,8,8,8,0,8,8,0,0,0,1,False,False,0.5,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,0.09860235838546173,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fb-gvi,FB--GVI,2500492809,9,0.280416974962791,5.96094478550654,0.008414808230802429,nan,0.01682176090973286,0.12830802392001567,0.038170236946991454,0.9993127386808959,1.0347154575016213,0.9993127386808955,1.0347154575016217,2.0522647951445796,0.01689176455616528,0.016799457955265704,0.014357729989569634,0.004858099913690239,,nan,nan,nan,nan,nan,nan,nan,nan,9,9,9,9,9,0,9,9,0,0,0,1,False,False,0.5,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,0.051819384989132244,10.0,10,logcosh,1.0,stepsize_pilot
