tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_condition,grid_dimension,grid_family,grid_rho,grid_role
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fr-r,FR--R,2500492809,0,0.0,8.112338983637708,2.1598090063619697,nan,4.562957184844511,2.1361079525259266,2.9495198569914895e-15,1.0,1.0,0.9999999999999981,1.0000000000000013,2.0000000000000018,3.8248759027547212,3.8906654092881583,0.0007192399934865534,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,False,False,1.0,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,12.001094871314502,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fr-r,FR--R,2500492809,1,0.560833949925582,6.49074791318821,0.5382179359124724,nan,1.119165214626243,1.0525854102646977,0.2210017027481915,0.9991119423032611,1.2037861825773128,0.9991119423032611,1.2037861825773137,2.300102032735034,1.133589953010444,0.9910404117622352,0.0026073299814015627,0.0006131699774414301,,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,1,1,1,1,2,0,0,0,1,False,False,1.0,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,3.0569500976546933,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fr-r,FR--R,2500492809,2,0.560833949925582,6.042164241495787,0.08963426422004872,nan,0.17985224505818226,0.4137714776416992,0.19309903549538704,0.9991132129474063,1.1795644487473638,0.9991132129474057,1.1795644487473642,2.251624000197339,0.188537214948347,0.17541014764914126,0.004199619987048209,0.0012256999616511166,,nan,nan,nan,nan,nan,nan,nan,nan,2,2,2,2,2,2,2,4,0,0,0,1,False,False,1.0,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,0.541067812797036,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fr-r,FR--R,2500492809,3,0.560833949925582,5.967714520967397,0.015184543691659336,nan,0.029262865826241487,0.16221842062789105,0.11094986594319321,0.9993455300010066,1.1015506453106862,0.9993455300010065,1.1015506453106876,2.136637000747618,0.030417370494098123,0.03186547053353067,0.0057230700040236115,0.0017940099351108074,,nan,nan,nan,nan,nan,nan,nan,nan,3,3,3,3,3,3,3,6,0,0,0,1,False,False,1.0,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,0.0982918073805649,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fr-r,FR--R,2500492809,4,0.560833949925582,5.955474065455872,0.0029440881801345853,nan,0.005451107252467589,0.06761844816742008,0.05997322426629506,0.9995735082502492,1.0540849355882955,0.9995735082502489,1.0540849355882957,2.072833774793479,0.005682171525493905,0.006577743617193266,0.007228480011690408,0.002371259906794876,,nan,nan,nan,nan,nan,nan,nan,nan,4,4,4,4,4,4,4,8,0,0,0,1,False,False,1.0,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,0.02028962063935557,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fr-r,FR--R,2500492809,5,0.560833949925582,5.953156047992061,0.000626070716323035,nan,0.0011107843932035926,0.029218281704700866,0.03226255171511005,0.9997401473784927,1.0287939709025768,0.999740147378492,1.0287939709025777,2.0396331689316494,0.0011742169571545371,0.0014840765033668469,0.008733989961910993,0.002941469952929765,,nan,nan,nan,nan,nan,nan,nan,nan,5,5,5,5,5,5,5,10,0,0,0,1,False,False,1.0,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,0.004577762680562363,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fr-r,FR--R,2500492809,6,0.560833949925582,5.952672144100917,0.0001421668251788688,nan,0.00024098258022717633,0.012885813701705197,0.017369452977713286,0.9998481033425878,1.0153931330245487,0.999848103342588,1.0153931330245491,2.021805927720675,0.00026031312498485994,0.0003564957654225349,0.010245440003927797,0.0035211799549870193,,nan,nan,nan,nan,nan,nan,nan,nan,6,6,6,6,6,6,6,12,0,0,0,1,False,False,1.0,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,0.001099642105395152,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fr-r,FR--R,2500492809,7,0.560833949925582,5.952563962100418,3.398482467975583e-05,nan,5.496719877315417e-05,0.0057582140224251895,0.009356388165052545,0.9999136289665074,1.0082499167058687,0.9999136289665065,1.0082499167058692,2.012022135690824,6.0944427480260437e-05,8.973381464698682e-05,0.011733979976270348,0.004087819950655103,,nan,nan,nan,nan,nan,nan,nan,nan,7,7,7,7,7,7,7,14,0,0,0,1,False,False,1.0,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,0.0002767917334069782,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fr-r,FR--R,2500492809,8,0.560833949925582,5.952538449790933,8.472515195201424e-06,nan,1.3092556333649389e-05,0.0025986566599240195,0.005040322261384085,0.999939017601687,1.004425719596726,0.9999390176016864,1.0044257195967266,2.0066074199581587,1.4922264042256123e-05,2.340425369463952e-05,0.013232969969976693,0.0046591199352405965,,nan,nan,nan,nan,nan,nan,nan,nan,8,8,8,8,8,8,8,16,0,0,0,1,False,False,1.0,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,7.219245024543794e-05,10.0,10,logcosh,1.0,stepsize_pilot
manuscript-pilot,D,pilot_logcosh_d10_k10_rho1_fr-r,FR--R,2500492809,9,0.560833949925582,5.95253216371517,2.186439432172449e-06,nan,3.2401561802518684e-06,0.0011827579142421215,0.0027151771706798154,0.9999558560472841,1.0023742155509772,0.9999558560472835,1.0023742155509772,2.0036116117086733,3.792390613070507e-06,6.271567073138378e-06,0.014725419983733445,0.005221079976763576,,nan,nan,nan,nan,nan,nan,nan,nan,9,9,9,9,9,9,9,18,0,0,0,1,False,False,1.0,0,nan,nan,nan,nan,0.16209626917406456,1.7830589609147085,0.1620962691740644,1.7830589609147083,11.0,0.9999999999999993,1.0000000000000016,6.169173449181403,1.9345192536182803e-05,10.0,10,logcosh,1.0,stepsize_pilot
