tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_dimension
smoke,H,H_stl_cancellation_smoke,FR--R--STL,500109109,0,0.0,0.729517036412616,1.0321021294066615,1.0321021294066615,3.462524344072011,1.4367338858721619,1.036724633772957e-15,1.0000000000000004,9.999999999999995,0.9999999999999993,1.0000000000000009,1.9999999999999996,2.064204258813322,1.7553368418660742,0.0005915399524383247,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,False,False,0.0,0,nan,nan,nan,nan,0.10000000000000002,0.9999999999999998,1.0,1.0,1.0,0.9999999999999994,1.0000000000000002,1.0000000000000002,0.8776684209330371,4
smoke,H,H_stl_cancellation_smoke,FR--R--STL,500109109,1,0.2,0.3579602698262181,0.6605453628202632,0.6605453628202632,2.2160155802061174,1.1493871086977296,2.602168751119634e-15,1.000000000000001,9.999999999999991,0.9999999999999991,1.0000000000000022,2.000000000000001,1.3210907256405273,1.1234155787942877,0.001668879995122552,0.0003205999964848161,,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,1,0,1,2,3,1,1,0,1,False,False,0.2,0,nan,nan,nan,nan,0.10000000000000002,0.9999999999999998,1.0,1.0,1.0,0.9999999999999994,1.0000000000000002,1.0000000000000002,0.5617077893971438,4
smoke,H,H_stl_cancellation_smoke,FR--R--STL,500109109,2,0.2,0.1201639392109235,0.4227490322049681,0.4227490322049681,1.4182499713318903,0.9195096869581832,2.656531676672631e-15,1.0000000000000009,9.999999999999984,0.9999999999999983,1.000000000000002,2.000000000000001,0.8454980644099366,0.7189859704283432,0.002283428970258683,0.0005543300067074597,,nan,nan,nan,nan,nan,nan,nan,nan,2,2,2,2,0,2,4,6,2,2,0,1,False,False,0.2,0,nan,nan,nan,nan,0.10000000000000002,0.9999999999999998,1.0,1.0,1.0,0.9999999999999994,1.0000000000000002,1.0000000000000002,0.3594929852141716,4
smoke,H,H_stl_cancellation_smoke,FR--R--STL,500109109,3,0.2,-0.032025712382866,0.2705593806111795,0.2705593806111795,0.9076799816524241,0.7356077495665464,3.799883848897935e-15,1.0000000000000004,9.999999999999995,0.9999999999999986,1.000000000000004,2.0,0.5411187612223594,0.46015102107413963,0.002844598959200084,0.0007662599673494697,,nan,nan,nan,nan,nan,nan,nan,nan,3,3,3,3,0,3,6,9,3,3,0,1,False,False,0.2,0,nan,nan,nan,nan,0.10000000000000002,0.9999999999999998,1.0,1.0,1.0,0.9999999999999994,1.0000000000000002,1.0000000000000002,0.23007551053706982,4
smoke,H,H_stl_cancellation_smoke,FR--R--STL,500109109,4,0.2,-0.1294270894028906,0.17315800359115474,0.17315800359115474,0.5809151882575294,0.588486199653237,4.575865943201388e-15,1.000000000000002,10.000000000000007,0.999999999999998,1.0000000000000033,2.0000000000000027,0.34631600718231,0.29449665348744897,0.0034130889689549804,0.0009745099232532084,,nan,nan,nan,nan,nan,nan,nan,nan,4,4,4,4,0,4,8,12,4,4,0,1,False,False,0.2,0,nan,nan,nan,nan,0.10000000000000002,0.9999999999999998,1.0,1.0,1.0,0.9999999999999994,1.0000000000000002,1.0000000000000002,0.14724832674372448,4
smoke,H,H_stl_cancellation_smoke,FR--R--STL,500109109,5,0.2,-0.1917639706957064,0.110821122298339,0.110821122298339,0.371785720484772,0.47078895972258944,6.286270106353278e-15,1.0000000000000013,10.000000000000034,0.9999999999999973,1.000000000000005,2.0000000000000027,0.22164224459667828,0.1884778582319673,0.003975739004090428,0.0012112799449823797,,nan,nan,nan,nan,nan,nan,nan,nan,5,5,5,5,0,5,10,15,5,5,0,1,False,False,0.2,0,nan,nan,nan,nan,0.10000000000000002,0.9999999999999998,1.0,1.0,1.0,0.9999999999999994,1.0000000000000002,1.0000000000000002,0.09423892911598365,4
smoke,H,H_stl_cancellation_smoke,FR--R--STL,500109109,6,0.2,-0.23165957472310827,0.07092551827093689,0.07092551827093689,0.2379428611102939,0.3766311677780714,8.329709504885732e-15,1.0000000000000004,10.00000000000003,0.999999999999996,1.0000000000000075,2.0000000000000013,0.14185103654187392,0.12062582926845904,0.004550368990749121,0.0014172299415804446,,nan,nan,nan,nan,nan,nan,nan,nan,6,6,6,6,0,6,12,18,6,6,0,1,False,False,0.2,0,nan,nan,nan,nan,0.10000000000000002,0.9999999999999998,1.0,1.0,1.0,0.9999999999999994,1.0000000000000002,1.0000000000000002,0.06031291463422952,4
smoke,H,H_stl_cancellation_smoke,FR--R--STL,500109109,7,0.2,-0.2571927613006455,0.0453923316933996,0.0453923316933996,0.15228343111055195,0.3013049342224571,6.905940251727826e-15,1.0000000000000002,10.000000000000009,0.9999999999999956,1.0000000000000049,2.000000000000001,0.09078466338679925,0.07720053073181382,0.0050953690079040825,0.0016270499327220023,,nan,nan,nan,nan,nan,nan,nan,nan,7,7,7,7,0,7,14,21,7,7,0,1,False,False,0.2,0,nan,nan,nan,nan,0.10000000000000002,0.9999999999999998,1.0,1.0,1.0,0.9999999999999994,1.0000000000000002,1.0000000000000002,0.03860026536590691,4
smoke,H,H_stl_cancellation_smoke,FR--R--STL,500109109,8,0.2,-0.2735340007102698,0.029051092283775806,0.029051092283775806,0.09746139591077359,0.24104394737796592,7.725628486367624e-15,1.0000000000000002,10.000000000000007,0.9999999999999938,1.000000000000005,2.0000000000000018,0.05810218456755169,0.04940833966836102,0.005623998993542045,0.00182894995668903,,nan,nan,nan,nan,nan,nan,nan,nan,8,8,8,8,0,8,16,24,8,8,0,1,False,False,0.2,0,nan,nan,nan,nan,0.10000000000000002,0.9999999999999998,1.0,1.0,1.0,0.9999999999999994,1.0000000000000002,1.0000000000000002,0.02470416983418051,4
smoke,H,H_stl_cancellation_smoke,FR--R--STL,500109109,9,0.2,-0.2839923939324289,0.01859269906161646,0.01859269906161646,0.06237529338291467,0.19283515790237243,7.660896980332287e-15,0.9999999999999993,9.999999999999988,0.9999999999999928,1.0000000000000024,1.9999999999999996,0.037185398123232904,0.031621337387750886,0.006163988960906863,0.0020335099543444812,,nan,nan,nan,nan,nan,nan,nan,nan,9,9,9,9,0,9,18,27,9,9,0,1,False,False,0.2,0,nan,nan,nan,nan,0.10000000000000002,0.9999999999999998,1.0,1.0,1.0,0.9999999999999994,1.0000000000000002,1.0000000000000002,0.015810668693875443,4
