tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,repair,equivariance_error_mean,equivariance_error_covariance,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,0,0.0,0.729517036412616,1.0321021294066617,1.0321021294066617,3.462524344072011,1.4367338858721619,1.036724633772957e-15,1.0000000000000004,9.999999999999995,0.9999999999999993,1.0000000000000009,2.064204258813322,1.7553368418660742,0.0004993099719285965,,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,False,False,0.0
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,1,0.2,0.35796026982621854,0.6605453628202635,0.6605453628202635,2.216015580206107,1.1493871086977296,1.6458028175717553e-15,1.0,9.999999999999993,0.9999999999999991,1.0000000000000013,1.3210907256405262,1.1234155787942877,0.0014752799761481583,,nan,nan,nan,nan,nan,nan,nan,1,1,1,1,0,0,1,1,3,3,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,2,0.2,0.1201639392109235,0.4227490322049682,0.4227490322049682,1.418249971331886,0.9195096869581839,1.931074757145091e-15,1.0,9.999999999999998,0.9999999999999992,1.000000000000002,0.8454980644099372,0.7189859704283442,0.002086319960653782,,nan,nan,nan,nan,nan,nan,nan,2,2,2,2,0,0,2,2,6,6,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,3,0.2,-0.03202571238286511,0.2705593806111799,0.2705593806111799,0.9076799816524033,0.735607749566547,2.2319365041897503e-15,0.9999999999999998,10.000000000000002,0.9999999999999989,1.0000000000000018,0.5411187612223596,0.46015102107414013,0.0026210499927401543,,nan,nan,nan,nan,nan,nan,nan,3,3,3,3,0,0,3,3,9,9,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,4,0.2,-0.12942708940289016,0.17315800359115502,0.17315800359115502,0.580915188257547,0.5884861996532377,2.237394284236873e-15,1.0000000000000002,9.999999999999998,0.999999999999999,1.0000000000000022,0.3463160071823102,0.2944966534874499,0.0031568199628964067,,nan,nan,nan,nan,nan,nan,nan,4,4,4,4,0,0,4,4,12,12,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,5,0.2,-0.19176397069570594,0.1108211222983389,0.1108211222983389,0.3717857204848205,0.47078895972258994,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.2216422445966784,0.18847785823196778,0.0036908899783156812,,nan,nan,nan,nan,nan,nan,nan,5,5,5,5,0,0,5,5,15,15,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,6,0.2,-0.23165957472310783,0.07092551827093702,0.07092551827093702,0.237942861110282,0.376631167778072,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.14185103654187423,0.12062582926845943,0.004236490000039339,,nan,nan,nan,nan,nan,nan,nan,6,6,6,6,0,0,6,6,18,18,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,7,0.2,-0.2571927613006455,0.045392331693399346,0.045392331693399346,0.15228343111057674,0.3013049342224574,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.09078466338679943,0.07720053073181399,0.004745279962662607,,nan,nan,nan,nan,nan,nan,nan,7,7,7,7,0,0,7,7,21,21,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,8,0.2,-0.27353400071026934,0.029051092283775504,0.029051092283775504,0.09746139591076608,0.24104394737796617,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.05810218456755171,0.049408339668361,0.005256989970803261,,nan,nan,nan,nan,nan,nan,nan,8,8,8,8,0,0,8,8,24,24,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,9,0.2,-0.2839923939324285,0.01859269906161637,0.01859269906161637,0.062375293382886866,0.192835157902373,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.03718539812323313,0.031621337387751094,0.005762499989941716,,nan,nan,nan,nan,nan,nan,nan,9,9,9,9,0,0,9,9,27,27,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,10,0.2,-0.29068576559461023,0.011899327399434612,0.011899327399434612,0.039920187765044204,0.15426812632189837,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.0237986547988692,0.020237655928160698,0.0062788400100544095,,nan,nan,nan,nan,nan,nan,nan,10,10,10,10,0,0,10,10,30,30,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,11,0.2,-0.2949695234584069,0.007615569535637967,0.007615569535637967,0.02554892016962497,0.12341450105751885,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.01523113907127632,0.012952099794022877,0.006777359987609088,,nan,nan,nan,nan,nan,nan,nan,11,11,11,11,0,0,11,11,33,33,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,12,0.2,-0.2977111284912364,0.00487396450280847,0.00487396450280847,0.016351308908556718,0.09873160084601518,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.009747929005616867,0.008289343868174643,0.007284469960723072,,nan,nan,nan,nan,nan,nan,nan,12,12,12,12,0,0,12,12,36,36,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,13,0.2,-0.29946575571224754,0.0031193372817973075,0.0031193372817973075,0.010464837701472931,0.07898528067681217,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.006238674563594799,0.005305180075631779,0.007776729995384812,,nan,nan,nan,nan,nan,nan,nan,13,13,13,13,0,0,13,13,39,39,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,14,0.2,-0.3005887171336945,0.001996375860350341,0.001996375860350341,0.006697496128939346,0.06318822454144973,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.003992751720700672,0.0033953152484043295,0.008278789988253266,,nan,nan,nan,nan,nan,nan,nan,14,14,14,14,0,0,14,14,42,42,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,15,0.2,-0.30130741244342074,0.0012776805506241051,0.0012776805506241051,0.004286397522517826,0.05055057963315976,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.002555361101248427,0.002173001758978766,0.008765349979512393,,nan,nan,nan,nan,nan,nan,nan,15,15,15,15,0,0,15,15,45,45,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,16,0.2,-0.3017673774416454,0.0008177155523994561,0.0008177155523994561,0.0027432944144080767,0.040440463706527874,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.0016354311047989992,0.0013907211257464126,0.00926765997428447,,nan,nan,nan,nan,nan,nan,nan,16,16,16,16,0,0,16,16,48,48,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,17,0.2,-0.30206175504050936,0.0005233379535354854,0.0005233379535354854,0.0017557084252178216,0.032352370965222435,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.001046675907071368,0.0008900615204777114,0.00975202996050939,,nan,nan,nan,nan,nan,nan,nan,17,17,17,17,0,0,17,17,51,51,0,1,False,False,0.2
smoke,H,H_stl_cancellation_smoke,FR--KL--STL,500109109,18,0.2,-0.3022501567037823,0.0003349362902625441,0.0003349362902625441,0.0011236533921360479,0.025881896772177858,2.2331516731161884e-15,0.9999999999999998,9.999999999999998,0.9999999999999987,1.000000000000001,0.0006698725805256706,0.0005696393731057302,0.010297350003384054,,nan,nan,nan,nan,nan,nan,nan,18,18,18,18,0,0,18,18,54,54,0,1,False,False,0.2
