tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,repair,equivariance_error_mean,equivariance_error_covariance,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star
smoke,K,K_decreasing_steps_smoke,FR--R--STL,3007370039,0,0.0,1.2509287525330959,0.0018925109127505557,nan,0.0030538500665453156,0.05773505082235045,0.03263548242596366,0.8258863283630489,0.8305400098060789,0.9743419847079513,0.9798321799777869,1.9541671933104061,0.0036249510104739043,0.004894859560656587,0.00041223003063350916,,nan,nan,nan,nan,nan,nan,nan,0,1,1,1,0,0,0,0,2,2,0,4,True,False,0.0,0,nan,nan,0.9999999999999997,1.3000000000000005,0.8476349591058618,1.1019254468376205,1.3,0.943802507678411,0.9438025076784115,1.1797531345980141
smoke,K,K_decreasing_steps_smoke,FR--R--STL,3007370039,1,0.125,1.2507093619315128,0.0016731203111675086,nan,0.002692513559278578,0.05410723494525158,0.031372104524323305,0.8262941727830007,0.8317695809338588,0.9748231404408176,0.9812827703699967,1.955924482742111,0.003205509886419422,0.004347003495670828,0.00335026002721861,,nan,nan,nan,nan,nan,nan,nan,1,5,5,5,0,1,2,3,3,3,0,4,True,False,0.125,0,nan,nan,0.9999999999999997,1.3000000000000005,0.8476349591058618,1.1019254468376205,1.3,0.943802507678411,0.9438025076784115,1.1797531345980141
smoke,K,K_decreasing_steps_smoke,FR--R--STL,3007370039,2,0.12307692307692308,1.2503967362726673,0.0013604946523220196,nan,0.002124126675632919,0.047075840084538995,0.03380187114275046,0.8211147668484602,0.8367907755736533,0.968712720054188,0.9872065404857209,1.9523842576286885,0.0025932046244069454,0.0037136684184400255,0.006096300028730184,,nan,nan,nan,nan,nan,nan,nan,2,9,9,9,0,2,4,6,4,4,0,4,True,False,0.12307692307692308,0,nan,nan,0.9999999999999997,1.3000000000000005,0.8476349591058618,1.1019254468376205,1.3,0.943802507678411,0.9438025076784115,1.1797531345980141
smoke,K,K_decreasing_steps_smoke,FR--R--STL,3007370039,3,0.12121212121212122,1.2500227636656291,0.000986522045283822,nan,0.0015433073912010787,0.040133847844211853,0.028828154279153324,0.827773391881225,0.8334003501344466,0.9765682538087049,0.9832066754461959,1.9590765511318362,0.001882651589989028,0.002682713210874427,0.008875900006387383,,nan,nan,nan,nan,nan,nan,nan,3,13,13,13,0,3,6,9,5,5,0,4,True,False,0.12121212121212122,0,nan,nan,0.9999999999999997,1.3000000000000005,0.8476349591058618,1.1019254468376205,1.3,0.943802507678411,0.9438025076784115,1.1797531345980141
smoke,K,K_decreasing_steps_smoke,FR--R--STL,3007370039,4,0.11940298507462686,1.2499320362828323,0.000895794662487015,nan,0.001381194852184117,0.03756009745328786,0.029421206803080573,0.8285561521703558,0.8315749128295189,0.9774917177134467,0.9810531100636948,1.9585918935288504,0.0017051895655865606,0.002490618176337924,0.011639620002824813,,nan,nan,nan,nan,nan,nan,nan,4,17,17,17,0,4,8,12,6,6,0,4,True,False,0.11940298507462686,0,nan,nan,0.9999999999999997,1.3000000000000005,0.8476349591058618,1.1019254468376205,1.3,0.943802507678411,0.9438025076784115,1.1797531345980141
smoke,K,K_decreasing_steps_smoke,FR--R--STL,3007370039,5,0.11764705882352941,1.2497830000289794,0.0007467584086340295,nan,0.00110952425634686,0.03270789266656669,0.03075428937260994,0.8265543976093767,0.8322996413916464,0.9751301414954355,0.9819081108565973,1.9549789098491654,0.0014122401329419079,0.002190102124705871,0.014356260013300925,,nan,nan,nan,nan,nan,nan,nan,5,21,21,21,0,5,10,15,7,7,0,4,True,False,0.11764705882352941,0,nan,nan,0.9999999999999997,1.3000000000000005,0.8476349591058618,1.1019254468376205,1.3,0.943802507678411,0.9438025076784115,1.1797531345980141
smoke,K,K_decreasing_steps_smoke,FR--R--STL,3007370039,6,0.11594202898550725,1.2497059390371081,0.0006696974167628156,nan,0.0010635556241942368,0.03369193585913744,0.02178452570950302,0.8330231358020842,0.8363450136792487,0.9827616556551757,0.9866806514935128,1.9704097669640617,0.0012889138799373847,0.0017772109250099063,0.017068630026187748,,nan,nan,nan,nan,nan,nan,nan,6,25,25,25,0,6,12,18,8,8,0,4,True,False,0.11594202898550725,0,nan,nan,0.9999999999999997,1.3000000000000005,0.8476349591058618,1.1019254468376205,1.3,0.943802507678411,0.9438025076784115,1.1797531345980141
smoke,K,K_decreasing_steps_smoke,FR--R--STL,3007370039,7,0.11428571428571428,1.2496674789925226,0.0006312373721772957,nan,0.0009510532161064566,0.03067144404341015,0.026785425900310886,0.8277890215194958,0.8366067073272017,0.9765866929234477,0.9869893853949896,1.9644164803427508,0.001204371353672779,0.0018151200397905948,0.01979485002811998,,nan,nan,nan,nan,nan,nan,nan,7,29,29,29,0,7,14,21,9,9,0,4,True,False,0.11428571428571428,0,nan,nan,0.9999999999999997,1.3000000000000005,0.8476349591058618,1.1019254468376205,1.3,0.943802507678411,0.9438025076784115,1.1797531345980141
smoke,K,K_decreasing_steps_smoke,FR--R--STL,3007370039,8,0.11267605633802817,1.2495556756488908,0.0005194340285454846,nan,0.0007248039181872836,0.02506979295737577,0.029942798123416263,0.8277555722014973,0.8318557662482549,0.976547230985689,0.9813844477648116,1.9586057905715524,0.0009797976156114842,0.0016503699969998772,0.022537629993166775,,nan,nan,nan,nan,nan,nan,nan,8,33,33,33,0,8,16,24,10,10,0,4,True,False,0.11267605633802817,0,nan,nan,0.9999999999999997,1.3000000000000005,0.8476349591058618,1.1019254468376205,1.3,0.943802507678411,0.9438025076784115,1.1797531345980141
smoke,K,K_decreasing_steps_smoke,FR--R--STL,3007370039,9,0.1111111111111111,1.2496172477936607,0.0005810061733153571,nan,0.0007787539978124882,0.02496354483372246,0.03417376039828958,0.8260878198236279,0.8282751921147409,0.9745796948901645,0.9771602542071375,1.9510666976802098,0.0010880885477199233,0.0019335544917245505,0.025261700036935508,,nan,nan,nan,nan,nan,nan,nan,9,37,37,37,0,9,18,27,11,11,0,4,True,False,0.1111111111111111,0,nan,nan,0.9999999999999997,1.3000000000000005,0.8476349591058618,1.1019254468376205,1.3,0.943802507678411,0.9438025076784115,1.1797531345980141
