tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,repair,equivariance_error_mean,equivariance_error_covariance,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,source_file
core,B,B_affine_K1e4_core,FB--GVI,11468270,0,0.0,-8.007626573920462,1.063832724347229,1.063832724347229,2235.112535334046,1.0099504938361865,1.4470141671729562,0.7628534534611981,13419.027112288235,0.28000000000001335,2.079999999999751,2.320044375000057,0.5237971693005229,0.0005166500341147184,,0.0,8.325293627096568e-17,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,1,False,False,0.0,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
core,B,B_affine_K1e4_core,FB--GVI,11468270,1,0.05,-8.032673334351642,1.0387859639152688,1.0387859639152688,2234.8988800666184,1.0021336988332923,1.4294874074621324,0.7907399303259072,13418.95697102788,0.28522148988141605,2.0748591610833937,2.2607771402338956,0.4654796638209706,0.0010948600247502327,,0.1165345324606321,0.04595311641152683,nan,nan,nan,nan,nan,1,1,1,1,1,0,1,1,0,0,0,1,False,False,0.05,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
core,B,B_affine_K1e4_core,FB--GVI,11468270,2,0.05,-8.054989939257677,1.0164693590094505,1.0164693590094505,2234.6901234658935,0.9949696899502487,1.4133444979457528,0.8161002375659461,13418.886875001786,0.2897361758580239,2.0702227952355523,2.206905847521391,0.4152563049739113,0.0015472200466319919,,0.2528587231880454,0.08981963549879451,nan,nan,nan,nan,nan,2,2,2,2,2,0,2,2,0,0,0,1,False,False,0.05,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
core,B,B_affine_K1e4_core,FB--GVI,11468270,3,0.05,-8.074943631816987,0.9965156664502755,0.9965156664502755,2234.485734115442,0.9884067889891948,1.3984809713280666,0.8391516830010476,13418.81682324976,0.2936828577947479,2.0660280175221204,2.157935297044186,0.37171689684799347,0.001990820048376918,,0.41384816736570335,0.13139103797643062,nan,nan,nan,nan,nan,3,3,3,3,3,0,3,3,0,0,0,1,False,False,0.05,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
core,B,B_affine_K1e4_core,FB--GVI,11468270,4,0.05,-8.092840258898768,0.9786190393681524,0.9786190393681524,2234.2852521688064,0.9823968470006393,1.384798566869604,0.8600953826684243,13418.746814875461,0.2971697025500608,2.0622209541905487,2.1134155960258436,0.3337598341428645,0.0024145200150087476,,0.6059605453410492,0.1705183144886579,nan,nan,nan,nan,nan,4,4,4,4,4,0,4,4,0,0,0,1,False,False,0.05,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
core,B,B_affine_K1e4_core,FB--GVI,11468270,5,0.05,-8.108937127700214,0.9625221705672576,0.9625221705672576,2234.088277509026,0.9768950872447317,1.3722051213228557,0.8791168867519432,13418.676849040687,0.30028130991173324,2.0587553177962086,2.0729379663197722,0.30051056679782573,0.0028431700193323195,,0.837825155176912,0.2071095713794535,nan,nan,nan,nan,nan,5,5,5,5,5,0,5,5,0,0,0,1,False,False,0.05,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
core,B,B_affine_K1e4_core,FB--GVI,11468270,6,0.05,-8.123452602479222,0.9480066957880625,0.9480066957880625,2233.8944599319743,0.971859942635929,1.3606144163404905,0.8963869450658669,13418.606924960335,0.3030842315713589,2.0555912157761913,2.036130972327136,0.2712649053252929,0.0032589900074526668,,1.1210120378479338,0.2411254317367775,nan,nan,nan,nan,nan,6,6,6,6,6,0,6,6,0,0,0,1,False,False,0.05,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
core,B,B_affine_K1e4_core,FB--GVI,11468270,7,0.05,-8.13657339813522,0.9348859001321179,0.9348859001321179,2233.703491732418,0.9672528898804219,1.349945991442809,0.9120623505016007,13418.537041897689,0.30563118973818554,2.0526941563267473,2.0026571137092217,0.2454487289564395,0.0036666500382125378,,1.470896909999132,0.27257291340662976,nan,nan,nan,nan,nan,7,7,7,7,7,0,7,7,0,0,0,1,False,False,0.05,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
core,B,B_affine_K1e4_core,FB--GVI,11468270,8,0.05,-8.14846021337768,0.9229990848892767,0.9229990848892767,2233.515101524965,0.9630382823245762,1.340124930216885,0.9262868183833411,13418.467199160339,0.3079642697860563,2.0500342196727206,1.9722097392625766,0.22258878548498384,0.004094290023203939,,1.9071727822315,0.3014984333220463,nan,nan,nan,nan,nan,8,8,8,8,8,0,8,8,0,0,0,1,False,False,0.05,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
core,B,B_affine_K1e4_core,FB--GVI,11468270,9,0.05,-8.15925214491125,0.9122071533561183,0.9122071533561183,2233.3290490993995,0.9591831833132299,1.3310816263595584,0.9391918727054487,13418.397396096105,0.31011732921714363,2.047585367154806,1.9445102464988997,0.20229115291846286,0.004510800004936755,,2.4524543065439315,0.3279805053260917,nan,nan,nan,nan,nan,9,9,9,9,9,0,9,9,0,0,0,1,False,False,0.05,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
core,B,B_affine_K1e4_core,FB--GVI,11468270,10,0.05,-8.169070191854441,0.902389106412828,0.902389106412828,2233.1451212266898,0.9556572016228227,1.3227515353220411,0.9508977193742089,13418.3276320898,0.3121178176571002,2.0453248647017004,1.91930553729124,0.18422509636720857,0.004930420021992177,,3.124598021604477,0.3521225868156865,nan,nan,nan,nan,nan,10,10,10,10,10,0,10,10,0,0,0,1,False,False,0.05,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
core,B,B_affine_K1e4_core,FB--GVI,11468270,11,0.05,-8.178020070933266,0.8934392273339986,0.8934392273339986,2232.9631282729533,0.9524323302973113,1.315074916582322,0.9615140929014135,13418.257906559898,0.3139881573094915,2.0432328010050447,1.8963657042869855,0.16811079099866688,0.005340010044164956,,3.9135242518294056,0.37404640782545884,nan,nan,nan,nan,nan,11,11,11,11,11,0,11,11,0,0,0,1,False,False,0.05,results/raw/core/B/B_affine_K1e4_core/fb-gvi_seed0.csv
