tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,repair,equivariance_error_mean,equivariance_error_covariance,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,source_file
smoke,L,L_logistic_smoke,FB--GVI,594425521,10,0.03,13.569318866584338,0.09199762929304178,nan,0.11364657189797223,0.4192306548543702,0.13745908967047893,0.16925922977645644,0.8632610105334536,0.9667328920680088,1.133372789064629,0.20476455306161445,0.4441610258197505,0.017079600016586483,,nan,nan,nan,nan,0.8462936309862037,0.66,0.3205809376289803,10,10,10,10,10,0,10,10,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,11,0.03,13.556905460126186,0.07958422283489064,nan,0.10290096195351835,0.3905320145682204,0.12958234489707457,0.16777291159745472,0.8550808237805834,0.9582190882662948,1.1226618910816424,0.1753178059674043,0.34069315736461153,0.01868167897919193,,nan,nan,nan,nan,0.8496442336312647,0.65,0.3219061763860633,11,11,11,11,11,0,11,11,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,12,0.03,13.547260062112036,0.06993882482074021,nan,0.0935711983105673,0.3664144708203186,0.12124183655942548,0.16733722253057542,0.8475881055831178,0.95570094958775,1.112859102711635,0.15302445175795557,0.27265098089149425,0.02027733897557482,,nan,nan,nan,nan,0.8521854326460765,0.65,0.3229002201459417,12,12,12,12,12,0,12,12,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,13,0.03,13.539471086634604,0.06214984934330836,nan,0.08535002574933238,0.3456719835921123,0.1125569283446961,0.16751077483021648,0.8407185771964045,0.9566589647009777,1.1038778935943638,0.1352759245114659,0.22509544132136391,0.02186701900791377,,nan,nan,nan,nan,0.8541052750120083,0.65,0.32364277654236767,13,13,13,13,13,0,13,13,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,14,0.03,13.532998183869758,0.055676946578461894,nan,0.0780287134126704,0.32746496580268114,0.1038553572009764,0.1680182035041669,0.8344152994826415,0.9595213911709298,1.0956421321730416,0.12063915302462827,0.19017351415973033,0.023461458971723914,,nan,nan,nan,nan,0.8555441186476704,0.65,0.32419231309688046,14,14,14,14,14,0,14,14,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,15,0.03,13.527501451296706,0.05018021400540995,nan,0.07145803672687998,0.31120207380092235,0.09541853461486374,0.16868880976053924,0.8286276051919069,0.9633141098755426,1.0880842903917842,0.10826585667252245,0.16350653365411316,0.025043199013452977,,nan,nan,nan,nan,0.8566076813529391,0.65,0.32459227893838904,15,15,15,15,15,0,15,15,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,16,0.03,13.522755601779968,0.04543436448867233,nan,0.06552671230787435,0.2964618100524788,0.08743205278850574,0.16941834179481147,0.823310202718708,0.9674424172443613,1.0811441166069469,0.0976183493618096,0.1425009323842821,0.02663933899020776,,nan,nan,nan,nan,0.8573764192434621,0.66,0.3248753962594688,16,16,16,16,16,0,16,16,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,17,0.03,13.518604647257298,0.04128340996600244,nan,0.060148820232388676,0.2829400826461095,0.07999638083560186,0.17014484021748705,0.8184224369449393,0.9715530846327743,1.0747675996196517,0.0883349515711174,0.125532592419933,0.028212079021614045,,nan,nan,nan,nan,0.8579122223897596,0.66,0.32506663076763576,17,17,17,17,17,0,17,17,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,18,0.03,13.514936641830504,0.037615404539208086,nan,0.05525608741546768,0.2704147864651528,0.07315014450806252,0.17083320710331634,0.8139276808421669,0.9754462248896433,1.0689061373854352,0.08016002974991925,0.11153539138613641,0.029797378985676914,,nan,nan,nan,nan,0.8582632001553979,0.66,0.325185264503335,18,18,18,18,18,0,18,18,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,19,0.03,13.511668826375958,0.03434758908466229,nan,0.05079293796548554,0.2587216372121413,0.0668915828349392,0.17146527793046323,0.8097928320486233,0.9790185857777542,1.0635158571649481,0.07290547215559866,0.09978249922437761,0.03137134900316596,,nan,nan,nan,nan,0.8584671197631583,0.66,0.325246357555473,19,19,19,19,19,0,19,19,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,20,0.03,13.508738451203396,0.03141721391209984,nan,0.04671319723829501,0.24773751469094168,0.06119485290339777,0.17203341103784228,0.8059878927537141,0.9822269354658884,1.0585570508046194,0.06642825701511203,0.0897634215053043,0.032955489004962146,,nan,nan,nan,nan,0.8585538970435578,0.66,0.3252617911088435,20,20,20,20,20,0,20,20,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,21,0.03,13.506096864549283,0.028775627257987324,nan,0.04297782818493655,0.23736886790255168,0.056021345270126775,0.17253634772373977,0.8024856157172269,0.9850644195727539,1.0539936992914545,0.06061669812385241,0.08111099748114875,0.034544868976809084,,nan,nan,nan,nan,0.8585474182314766,0.66,0.3252410211738947,21,21,21,21,21,0,21,21,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,22,0.03,13.503705573680275,0.02638433638897908,nan,0.039553336272379315,0.2275435676123272,0.05132706815360591,0.17297654803706652,0.7992612031273006,0.9875453491311995,1.0497930677602938,0.05538161675676182,0.07355590270203137,0.03614194900728762,,nan,nan,nan,nan,0.8584668869311969,0.66,0.32519163038328974,22,22,22,22,22,0,22,22,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,23,0.03,13.501533549379946,0.02421231208865038,nan,0.036410620670078,0.21820513106716874,0.04706720031546974,0.173358489466308,0.7962920480743603,0.9896954899663136,1.0459253570318425,0.05065045047727589,0.06689713406636437,0.03772587899584323,,nan,nan,nan,nan,0.8583278314638021,0.66,0.32511973731310806,23,23,23,23,23,0,23,23,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,24,0.03,13.499555342136679,0.02223410484538313,nan,0.03352413066368063,0.20930859516304737,0.043198712710397505,0.17368759481134716,0.7935575107678159,0.9915459467577156,1.0423634012280893,0.04636319226377749,0.06098225335150706,0.03930455900263041,,nan,nan,nan,nan,0.8581428671129853,0.66,0.32503030412357353,24,24,24,24,24,0,24,24,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,25,0.03,13.49774974310825,0.020428505816953546,nan,0.030871235014884098,0.20081754588678452,0.03968172758716519,0.1739695706897015,0.7910387233922723,0.9931293929240176,1.0390824034919737,0.04246951520387201,0.05569384518552492,0.04088083899114281,,nan,nan,nan,nan,0.8579222796992212,0.66,0.32492737076458716,25,25,25,25,25,0,25,25,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,26,0.03,13.49609881864135,0.018777581350054362,nan,0.028431742371236204,0.19270196584122376,0.03648008556111651,0.1742100129597169,0.7887184188281761,0.9944778249999227,1.0360597036290498,0.03892669048727408,0.05094006788023244,0.04245401901425794,,nan,nan,nan,nan,0.857674477494965,0.67,0.3248142354916284,26,26,26,26,26,0,26,26,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,27,0.03,13.494587205225333,0.017265967934037008,nan,0.026187530380579898,0.18493666515223092,0.033561439279810854,0.17441418435126035,0.7865807794609325,0.9956213002207109,1.033274572796285,0.03569805065207547,0.0466479700479593,0.04404291900573298,,nan,nan,nan,nan,0.8574063450197993,0.67,0.32469359563597566,27,27,27,27,27,0,27,27,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FB--GVI,594425521,28,0.03,13.493201588409345,0.01588035111804942,nan,0.02412225407719703,0.17750013134412815,0.030897082479868738,0.1745869018790651,0.7846113030587305,0.996587300540955,1.030708031330094,0.03275183595923484,0.04275871240417358,0.04565665900008753,,nan,nan,nan,nan,0.857123522857963,0.67,0.3245676585808796,28,28,28,28,28,0,28,28,0,0,0,1,False,False,0.03,results/raw/smoke/L/L_logistic_smoke/fb-gvi_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,0,0.0,18.33747868142607,4.860157444134774,nan,1.3251778106207432,2.12530410314097,4.723168550586812,1.0,1.0,1.3126074090387243,5.712812086755255,56.107695931653616,70.45091343180643,0.00045952998334541917,,nan,nan,nan,nan,0.6931959579744933,0.57,0.25002438870578114,0,0,0,0,0,0,0,0,0,0,0,4,False,False,0.0,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,1,0.02,17.195043321378527,3.7177220840872316,nan,1.0257518999700515,1.7552365602614324,4.322335049995328,0.9297386276552881,0.9942241415273351,1.3049917817094274,5.31156123666449,39.851149537830096,56.1376485323033,0.002454089990351349,,nan,nan,nan,nan,0.7123072732934876,0.65,0.2595627478309698,1,4,4,4,0,0,1,1,3,3,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,2,0.02,16.360270932822157,2.8829496955308613,nan,0.813163912810536,1.491015753092161,3.787368704865358,0.8359444083215055,0.9878126471913244,1.2965705532358358,4.775739346611057,28.03105037278242,45.18387912370909,0.004048930015414953,,nan,nan,nan,nan,0.7284988955506141,0.66,0.26757420976538265,2,8,8,8,0,0,2,2,6,6,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,3,0.02,15.643040959507376,2.16571972221608,nan,0.6348594766204311,1.210798490415732,3.3841373633862246,0.7652309471016913,0.9815226482893658,1.2882905895045917,4.371835439381608,19.002263300334807,34.880657247794225,0.005599269992671907,,nan,nan,nan,nan,0.7489910949415975,0.66,0.2775557483097018,3,12,12,12,0,0,3,3,9,9,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,4,0.02,15.078727256853696,1.6014060195624005,nan,0.4955397332802447,0.9405546924198382,3.0753801993953696,0.7110883796852542,0.9755133615602171,1.2803848152319501,4.062572076902101,12.549087210582904,26.141823590948924,0.007173329999204725,,nan,nan,nan,nan,0.7721355117290943,0.66,0.2885497460913202,4,16,16,16,0,0,4,4,12,12,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,5,0.02,14.668855156244893,1.1915339189535974,nan,0.40007798613441325,0.7287324424352887,2.769742605109124,0.6574755271460268,0.9695459340673787,1.2725428059072879,3.756300875721818,8.17736429102751,19.403382105820995,0.008707839995622635,,nan,nan,nan,nan,0.7947980901410098,0.66,0.29897560530958117,5,20,20,20,0,0,5,5,15,15,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,6,0.02,14.401417123723194,0.924095886431898,nan,0.3343148507481007,0.6048700944637007,2.4533981531143016,0.6019709523418005,0.9637945007946483,1.265049951361545,3.439038954380989,5.597948802497446,14.96789277734814,0.010304260009434074,,nan,nan,nan,nan,0.8105810448948794,0.66,0.30599901849417876,6,24,24,24,0,0,6,6,18,18,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,7,0.02,14.256548094211663,0.7792268569203671,nan,0.2968249782977333,0.5479474355470951,2.2273169341955947,0.5623012891232873,0.9579789556816419,1.2574230973656715,3.212391031056022,4.339111959352967,12.576535286064727,0.011853499978315085,,nan,nan,nan,nan,0.8189101977530149,0.66,0.3096136634403382,7,28,28,28,0,0,7,7,21,21,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,8,0.02,14.132891009141705,0.6555697718504092,nan,0.26598976853422135,0.49883279427788724,2.025879529740994,0.5269410426491722,0.9523679869594563,1.2500549793173283,3.0103881158478334,3.337666576479795,10.456105607901705,0.013416550005786121,,nan,nan,nan,nan,0.8277449665247125,0.66,0.3133884858848806,8,32,32,32,0,0,8,8,24,24,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,9,0.02,14.021109053003675,0.5437878157123794,nan,0.23843957732432458,0.450429333571578,1.8540112396002788,0.496771144519526,0.9469301313425557,1.2429175988914944,2.838028486371458,2.4851637432995677,8.422875497190377,0.014973189972806722,,nan,nan,nan,nan,0.8392087301809678,0.66,0.3182002178464221,9,36,36,36,0,0,9,9,27,27,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,10,0.02,13.991389853623,0.5140686163317039,nan,0.22629654788035725,0.4436192645006954,1.7693989046119287,0.4819626981265653,0.9425754559130239,1.2372022991165297,2.7534273731568484,2.3135490974362893,8.031400707052942,0.0165093099931255,,nan,nan,nan,nan,0.8385981411301653,0.66,0.31791832731728425,10,40,40,40,0,0,10,10,30,30,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,11,0.02,13.97247875090227,0.49515751361097493,nan,0.21549072358284088,0.4377673552163721,1.7095915272249314,0.47151566772396314,0.9386725175099822,1.2320688116943823,2.69376717898241,2.222104319182723,7.838818254461174,0.01804957998683676,,nan,nan,nan,nan,0.8368684705554579,0.66,0.3171686273134078,11,44,44,44,0,0,11,11,33,33,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,12,0.02,13.941035625285622,0.46371438799432596,nan,0.20655476311537674,0.433373449612796,1.6220525012864062,0.456178514206204,0.9347472164914249,1.226938901995947,2.606098705463136,2.0286403189935793,7.344574870253828,0.01958009897498414,,nan,nan,nan,nan,0.8376299099853627,0.66,0.3174677820538421,12,48,48,48,0,0,12,12,36,36,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,13,0.02,13.887842742144725,0.4105215048534294,nan,0.18975960288488147,0.4130537975925293,1.5058099846352684,0.43577569631621454,0.9300618050085773,1.2207910579147394,2.4895351686254865,1.7021023127552137,6.448476944381168,0.021120259014423937,,nan,nan,nan,nan,0.8412413693201956,0.66,0.31893762052335006,13,52,52,52,0,0,13,13,39,39,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,14,0.02,13.829840046751759,0.352518809460463,nan,0.17618340860708015,0.3902640856337066,1.4106742288749412,0.4190912507864248,0.9255317331734871,1.2148454972155927,2.394217770772592,1.3223769290081546,5.279463548627892,0.022656669025309384,,nan,nan,nan,nan,0.851536838060024,0.66,0.3231445813454403,14,56,56,56,0,0,14,14,42,42,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,15,0.02,13.806554289747815,0.32923305245651946,nan,0.1673264779675563,0.3829881208018389,1.3418242646678185,0.40703688498675056,0.9215696746584874,1.2096488319381637,2.3253451341134865,1.2083675662791158,4.932200157488783,0.024186728987842798,,nan,nan,nan,nan,0.8518333149669738,0.66,0.32323811496430255,15,60,60,60,0,0,15,15,45,45,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,16,0.02,13.79022407760112,0.3129028403098246,nan,0.16018185080320524,0.37697156718448444,1.2888514589425708,0.39777000131322715,0.9182506058308019,1.2052969257318282,2.2723958721653625,1.1364879873166642,4.713204479777877,0.025717429001815617,,nan,nan,nan,nan,0.8511878527816734,0.66,0.3229525343144553,16,64,64,64,0,0,16,16,48,48,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,17,0.02,13.757015708216237,0.27969447092494093,nan,0.1497515323374588,0.3666661880038087,1.208632531073016,0.3836946351371141,0.91412781888683,1.1998831176619333,2.191989653663869,0.958769968246293,4.1079312040444504,0.027254189015366137,,nan,nan,nan,nan,0.8554247183000576,0.66,0.32463625142411556,17,68,68,68,0,0,17,17,51,51,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,18,0.02,13.750737464956941,0.27341622766564555,nan,0.14386388706967046,0.35879827879318865,1.1861924358385758,0.379832495752072,0.910970042508378,1.1957349585636035,2.1699317590512526,0.9454781203613105,4.085866530748394,0.028790299023967236,,nan,nan,nan,nan,0.8533781501483372,0.66,0.32378984549525874,18,72,72,72,0,0,18,18,54,54,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,19,0.02,13.738157871209285,0.2608366339179895,nan,0.13782264459980412,0.3515657822645706,1.1517179938055628,0.37381912796462635,0.9081882939265189,1.1920781231220043,2.1355880995649077,0.8901435498856531,3.9015917013538064,0.030344929022248834,,nan,nan,nan,nan,0.8536091533845788,0.66,0.323862949864696,19,76,76,76,0,0,19,19,57,57,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,20,0.02,13.731766061569083,0.2544448242777868,nan,0.13255884334442247,0.3450585480816875,1.1271289512418736,0.3695586433163238,0.9054893720860537,1.1885352719399187,2.111248902794575,0.8745922081549193,3.8656721910952596,0.031887548975646496,,nan,nan,nan,nan,0.8517167751952758,0.66,0.3230778503983713,20,80,80,80,0,0,20,20,60,60,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,21,0.02,13.717017006393242,0.2396957691019459,nan,0.1255512383621724,0.33638558742398267,1.0848588635259018,0.362182650527149,0.9021395010642073,1.1841340296258063,2.0691180537735177,0.8114610726159424,3.648645709078036,0.033416848978959024,,nan,nan,nan,nan,0.8518625668328375,0.65,0.323112249080532,21,84,84,84,0,0,21,21,63,63,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,22,0.02,13.691971522062582,0.21465028477128634,nan,0.11814794450419318,0.32860574984268504,1.0282865433819695,0.3522808460975328,0.8983552374313823,1.1791619777969156,2.012558245738158,0.6804393708869001,3.1439865802232663,0.03496081900084391,,nan,nan,nan,nan,0.8573629843267075,0.65,0.3253022952897777,22,88,88,88,0,0,22,22,66,66,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,23,0.02,13.688928910533653,0.21160767324235685,nan,0.11362390022419884,0.3202739487531281,1.016410189442443,0.3502603765541474,0.8960888054676545,1.1761819058345861,2.001024280054643,0.680973661188291,3.168594621821674,0.036495218984782696,,nan,nan,nan,nan,0.8550341802346992,0.65,0.3243501550311808,23,92,92,92,0,0,23,23,69,69,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
smoke,L,L_logistic_smoke,FR--KL--STL,594425521,24,0.02,13.670729638739276,0.19340840144798044,nan,0.10915577299322363,0.31875641070898936,0.9637721536236177,0.34103623645271974,0.8927571580798885,1.1718038384396277,1.9483354919002644,0.5913118459683671,2.8000491613675926,0.03804154897807166,,nan,nan,nan,nan,0.8588059780414458,0.65,0.3258423088083609,24,96,96,96,0,0,24,24,72,72,0,4,False,False,0.02,results/raw/smoke/L/L_logistic_smoke/fr-kl-stl-b4_seed0.csv
