job_id,method,variant,seed,tier,experiment,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,repair,equivariance_error_mean,equivariance_error_covariance,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,grid_condition,grid_dimension,grid_rho,source_file,plotted_gap
D_logcosh_d10_k10_rho0.1,FR--KL,fr-kl-x2,4218009700,full,D,400,1.0,-11.30250929728816,3.296769079952355e-08,,3.3447396570167904e-06,1.3216003706541611e-05,0.0003381037050271,2.4468411222384656,272.96961319867745,0.999671035247812,1.000002960055665,1.9993691974672592,5.735678401593686e-08,1.837991167096387e-09,1.6613389300182462,,,,,,,,,400,400,400,400,400,0,0,0,800,800,0,1,False,False,2.0,1,,,0.0030748924398889,0.463259480776319,0.7884061058051062,1.5768122116102123,2.0,0.0018314418689295,0.20434516471757,1.2683818563008438,10.0,10,0.1,results/raw/full/D/D_logcosh_d10_k10_rho0.1/fr-kl-x2_seed1.csv,3.296769079952355e-08
D_logcosh_d10_k10_rho0.1,FR--R,fr-r-x2,3364475504,full,D,400,0.5,-11.302509297288164,3.2967685470453034e-08,,9.051099834176913e-06,1.3216003706489876e-05,0.0003381037050269,1.6014349575088327,448.8841986401916,0.9996710352478112,1.0000029600556637,1.9993691974672596,5.7356784016438255e-08,2.0595560852643877e-09,1.6569065499934368,,,,,,,,,400,400,400,400,400,400,400,800,0,0,0,1,False,False,2.0,2,,,0.0017984954959891,0.673689122216633,0.788406105805106,1.576812211610212,2.0,0.0011135929926004,0.3122180623272136,1.2683818563008442,10.0,10,0.1,results/raw/full/D/D_logcosh_d10_k10_rho0.1/fr-r-x2_seed2.csv,3.2967685470453034e-08
D_logcosh_d10_k10_rho1,FB--GVI,fb-gvi-x1,335452359,full,D,400,0.8140076002573173,-5.826480914099136,2.766889437388897e-05,,0.0056713349773972,0.0071304396947806,0.0030477974388892,0.9835637956040848,106.87144349513744,0.996978385364842,1.0001053764922476,1.994085734844176,5.511966406436392e-05,5.595805634588797e-07,1.545109114027582,,,,,,,,,400,400,400,400,400,0,400,400,0,0,0,1,False,False,1.0,1,,,0.0024402097549968,1.4109740455536048,0.1620962691815509,1.7830589609970602,11.0,0.0046644552522315,0.5083533832108111,6.169173448896475,10.0,10,1.0,results/raw/full/D/D_logcosh_d10_k10_rho1/fb-gvi-x1_seed1.csv,2.766889437388897e-05
D_logcosh_d10_k10_rho1,FR--KL,fr-kl-x8,976797076,full,D,400,0.7272727272727273,-5.8265085829935135,-3.552713678800501e-15,,0.0,3.1516346366326943e-09,3.4082644582453445e-08,1.1327609738139262,106.9672330323223,0.9999999999926544,1.0000000291566264,2.000000049818317,3.009729287862313e-16,1.9832066471865122e-16,1.7019953290000558,,,,,,,,,400,400,400,400,400,0,0,0,800,800,0,1,False,False,8.0,2,,,0.0029076089053779,1.3029519159745626,0.1620962691815508,1.7830589609970595,11.000000000000002,0.0046743286453483,0.4413993912167698,6.169173448896479,10.0,10,1.0,results/raw/full/D/D_logcosh_d10_k10_rho1/fr-kl-x8_seed2.csv,1e-14
D_logcosh_d10_k10_rho1,FR--R,fr-r-x4,335452359,full,D,400,0.1818181818181818,-5.826508582993514,-4.440892098500626e-15,,5.579330311061835e-13,3.151634343710822e-09,3.408264810510454e-08,0.9835677649479656,107.19365431451948,0.9999999999926592,1.0000000291566251,2.000000049818313,3.009729728760766e-16,1.3390939749651247e-16,1.6772784200147726,,,,,,,,,400,400,400,400,400,400,400,800,0,0,0,1,False,False,4.0,1,,,0.0024402097549968,1.4109740455536048,0.1620962691815509,1.7830589609970602,11.0,0.0046644552522315,0.5083533832108111,6.169173448896475,10.0,10,1.0,results/raw/full/D/D_logcosh_d10_k10_rho1/fr-r-x4_seed1.csv,1e-14
D_logcosh_d10_k10_rho5,FB--GVI,fb-gvi-x1,674474161,full,D,400,0.1898367277362146,1.7247371880016118,7.916889401826666e-07,,2.0886443895888837e-05,0.0007900777294009,0.001415751217355,0.2134712251832067,22.358095584469837,0.9985887073069354,0.9999984329582088,1.997961387073245,1.5443634941039408e-06,1.2473133530409682e-07,1.5193672149907798,,,,,,,,,400,400,400,400,400,0,400,400,0,0,0,1,False,False,1.0,2,,,0.0017785035284993,5.460951302662634,0.0234053045143635,1.193670530232539,50.99999999999999,0.0223317252801413,2.342219278702673,42.725357381542025,10.0,10,5.0,results/raw/full/D/D_logcosh_d10_k10_rho5/fb-gvi-x1_seed2.csv,7.916889401826666e-07
D_logcosh_d10_k10_rho5,FR--KL,fr-kl-x16,3316211528,full,D,400,0.3137254901960785,1.7247363963126698,-3.996802888650564e-15,,1.2079226507921706e-13,1.0434465046150409e-15,3.97607304720728e-14,0.2216380053603167,21.411487422518228,0.9999999999999636,1.0000000000000109,1.999999999999939,2.1352902333320093e-28,2.7512418135118865e-29,1.6113811219693162,,,,,,,,,400,400,400,400,400,0,0,0,800,800,0,1,False,False,16.0,3,,,0.0025714628454626,5.309441873684227,0.0234053045143635,1.1936705302325397,50.99999999999999,0.0233519507605131,2.2559307876243757,42.725357381542,10.0,10,5.0,results/raw/full/D/D_logcosh_d10_k10_rho5/fr-kl-x16_seed3.csv,1e-14
D_logcosh_d10_k10_rho5,FR--R,fr-r-x8,3316211528,full,D,400,0.0784313725490196,1.724736396312669,-4.884981308350689e-15,,0.0,2.1223449523011878e-13,1.0146294011155703e-11,0.2216380053596533,21.411487422444992,0.9999999999942824,0.9999999999992244,1.9999999999919,3.87420141946501e-23,8.169132104951859e-23,1.6616366499802098,,,,,,,,,400,400,400,400,400,400,400,800,0,0,0,1,False,False,8.0,3,,,0.0025714628454626,5.309441873684227,0.0234053045143635,1.1936705302325397,50.99999999999999,0.0233519507605131,2.2559307876243757,42.725357381542,10.0,10,5.0,results/raw/full/D/D_logcosh_d10_k10_rho5/fr-r-x8_seed3.csv,1e-14
D_logcosh_d10_k1_rho0.1,FB--GVI,fb-gvi-x1,1398747650,full,D,400,0.9090909090909096,-6.117995303298434,7.758750708575236e-08,,9.321103146767184e-06,0.0002056942483137,0.0004748876632052,0.9428036485584518,94.4046731138087,0.9995251294765968,1.0000002138408404,1.9990504586485316,1.5519631644059897e-07,2.833171064979292e-09,1.6680508099962026,,,,,,,,,400,400,400,400,400,0,400,400,0,0,0,1,False,False,1.0,2,,,0.01,1.0999999999999996,0.9419720277446508,1.040213374127278,1.1042932735676292,0.0052938329175703,0.5303327593346551,1.0616026490662198,1.0,10,0.1,results/raw/full/D/D_logcosh_d10_k1_rho0.1/fb-gvi-x1_seed2.csv,7.758750708575236e-08
D_logcosh_d10_k1_rho0.1,FR--KL,fr-kl-x0p5,1339315388,full,D,400,0.4527782718305064,-6.117995380885944,-3.552713678800501e-15,,0.0,9.88819025660024e-13,1.5177636675018262e-11,0.9438945223544958,94.327512795421,0.9999999999935852,1.0000000000069669,2.000000000002756,1.12674437254471e-22,4.4769342585753017e-23,1.6943677199888043,,,,,,,,,400,400,400,400,400,0,0,0,800,800,0,1,False,False,0.5,3,,,0.0099999999999999,1.1,0.9419720277446504,1.0402133741272783,1.10429327356763,0.0053006804185081,0.5297202051269244,1.0616026490662205,1.0,10,0.1,results/raw/full/D/D_logcosh_d10_k1_rho0.1/fr-kl-x0p5_seed3.csv,1e-14
D_logcosh_d10_k1_rho0.1,FR--R,fr-r-x0p5,782698540,full,D,400,0.2263891359152532,-6.11799538088594,-3.552713678800501e-15,,2.486899575305176e-13,9.888177113115486e-13,1.5173367675089498e-11,0.9431777275363884,94.44451664438104,0.9999999999935836,1.000000000006967,2.0000000000027534,1.1262611216594713e-22,6.365785680502227e-23,1.7629709470202215,,,,,,,,,400,400,400,400,400,400,400,800,0,0,0,1,False,False,0.5,4,,,0.01,1.100000000000001,0.9419720277446506,1.040213374127278,1.1042932735676292,0.0052941135998784,0.5301227811064823,1.06160264906622,1.0,10,0.1,results/raw/full/D/D_logcosh_d10_k1_rho0.1/fr-r-x0p5_seed4.csv,1e-14
D_logcosh_d10_k1_rho1,FB--GVI,fb-gvi-x1,541685669,full,D,400,0.5000000000000001,-3.300211308062102,1.0647118573459124e-06,,9.53964767576457e-05,0.0010944864411068,0.0013741703238863,0.5912861682226374,59.36517742900906,0.9986284373668696,1.000008507811232,1.9974802552389128,2.117239563349303e-06,5.285234502141574e-08,1.5404160040197894,,,,,,,,,400,400,400,400,400,0,400,400,0,0,0,1,False,False,1.0,4,,,0.01,2.0,0.5885872504308717,1.1960228156148538,2.0320229749103684,0.0084109045896914,0.8456071096639564,1.6989834544801237,1.0,10,1.0,results/raw/full/D/D_logcosh_d10_k1_rho1/fb-gvi-x1_seed4.csv,1.0647118573459124e-06
D_logcosh_d10_k1_rho1,FR--KL,fr-kl-x0p125,2970079574,full,D,400,0.0615150525084558,-3.3002123727739576,-2.664535259100376e-15,,3.7861525399634283e-13,4.910516211164582e-09,3.286589153409109e-08,0.5927748960130245,59.31811921730797,0.999999979598879,0.9999999948799396,1.9999999723333968,4.536094159357509e-16,2.0838191532562652e-16,1.6407769909710623,,,,,,,,,400,400,400,400,400,0,0,0,800,800,0,1,False,False,0.125,1,,,0.0099999999999999,2.0000000000000013,0.5885872504308715,1.196022815614855,2.03202297491037,0.0084291275351874,0.8434905056514699,1.6989834544801243,1.0,10,1.0,results/raw/full/D/D_logcosh_d10_k1_rho1/fr-kl-x0p125_seed1.csv,1e-14
D_logcosh_d10_k1_rho1,FR--R,fr-r-x2,2970079574,full,D,400,0.4921204200676468,-3.300212372773961,-6.217248937900877e-15,,0.0,1.016721423081268e-14,1.912848450459733e-13,0.5927748998358158,59.31812016282173,0.99999999999992,1.0000000000000906,2.000000000000036,1.5238489028369543e-26,9.562960864894331e-27,1.665515750006307,,,,,,,,,400,400,400,400,400,400,400,800,0,0,0,1,False,False,2.0,1,,,0.0099999999999999,2.0000000000000013,0.5885872504308715,1.196022815614855,2.03202297491037,0.0084291275351874,0.8434905056514699,1.6989834544801243,1.0,10,1.0,results/raw/full/D/D_logcosh_d10_k1_rho1/fr-r-x2_seed1.csv,1e-14
D_logcosh_d10_k1_rho5,FB--GVI,fb-gvi-x1,762439158,full,D,400,0.1666666666666667,2.5361703506144817,8.006655476533453e-05,,0.0030225133788901,0.01264154438046,0.0008769357894692,0.1892152585260925,18.90039429726805,0.9991756147460178,1.0001845315329034,1.998402657983532,0.0001599989548356,8.501722693834727e-06,1.522716503997799,,,,,,,,,400,400,400,400,400,0,400,400,0,0,0,1,False,False,1.0,4,,,0.0099999999999999,5.999999999999997,0.1888512147506349,1.1391159276186424,6.03181678827307,0.0264332137843891,2.642520401222581,5.295173776459058,1.0,10,5.0,results/raw/full/D/D_logcosh_d10_k1_rho5/fb-gvi-x1_seed4.csv,8.006655476533453e-05
D_logcosh_d10_k1_rho5,FR--KL,fr-kl-x1,3364475504,full,D,400,0.1657875288825381,2.5360902840597155,-3.1086244689504387e-15,,0.0,1.504589189370256e-15,2.300900335652384e-14,0.1893578676958137,18.924511588550534,0.9999999999999848,1.0000000000000056,1.9999999999999771,6.438522697227927e-29,9.798424138224151e-29,1.699703179998323,,,,,,,,,400,400,400,400,400,0,0,0,800,800,0,1,False,False,1.0,2,,,0.01,6.000000000000004,0.1888512147506348,1.139115927618643,6.031816788273074,0.0264207611203295,2.6405029063973284,5.295173776459059,1.0,10,5.0,results/raw/full/D/D_logcosh_d10_k1_rho5/fr-kl-x1_seed2.csv,1e-14
D_logcosh_d10_k1_rho5,FR--R,fr-r-x1,3364475504,full,D,400,0.082893764441269,2.5360902840597155,-3.1086244689504387e-15,,0.0,8.049884666392422e-14,7.119507141256078e-13,0.1893578676957803,18.924511588545148,0.9999999999996236,0.9999999999998982,1.9999999999994396,2.0531227960845169e-25,4.708385903871913e-25,1.68973168899538,,,,,,,,,400,400,400,400,400,400,400,800,0,0,0,1,False,False,1.0,2,,,0.01,6.000000000000004,0.1888512147506348,1.139115927618643,6.031816788273074,0.0264207611203295,2.6405029063973284,5.295173776459059,1.0,10,5.0,results/raw/full/D/D_logcosh_d10_k1_rho5/fr-r-x1_seed2.csv,1e-14
D_logcosh_d2_k100_rho0.1,FB--GVI,fb-gvi-x1,1254327152,full,D,400,0.921425687064808,-2.96306777900214,0.0018978300056629,,0.054616227072534,0.006630977991676,0.0642507612548523,21.0734374674736,224.92136866493684,0.962976658732476,1.0525112609181733,2.0453559070937257,0.0028959402642973,0.0001740874790538,1.3873452590196391,,,,,,,,,400,400,400,400,400,0,400,400,0,0,0,1,False,False,1.0,2,,,0.0025760189656723,0.1333196795274233,0.4945313642513372,5.43984500676471,11.000000000000002,0.0021893958936551,0.0244169897382854,2.0221164364648203,100.0,2,0.1,results/raw/full/D/D_logcosh_d2_k100_rho0.1/fb-gvi-x1_seed2.csv,0.0018978300056629
D_logcosh_d2_k100_rho0.1,FR--KL,fr-kl-x0p25,1254327152,full,D,400,0.0227272727272727,-2.965403614264189,-0.0004380052563863,,0.3276348104284975,0.0006645344014932,0.0783349249937116,20.121470814963704,211.5558662326748,0.9228671407545078,0.9863295026284512,1.8495996484833177,0.0010803727258301,1.1912908855857065e-05,1.529441824008245,,,,,,,,,400,400,400,400,400,0,0,0,800,800,0,1,False,False,0.25,2,,,0.0025760189656723,0.1333196795274233,0.4945313642513372,5.43984500676471,11.000000000000002,0.0021893958936551,0.0244169897382854,2.0221164364648203,100.0,2,0.1,results/raw/full/D/D_logcosh_d2_k100_rho0.1/fr-kl-x0p25_seed2.csv,1e-14
D_logcosh_d2_k100_rho0.1,FR--R,fr-r-x0p5,1254327152,full,D,400,0.0227272727272727,-2.965469320113838,-0.000503711106035,,0.2230110610222596,0.0008521146484227,0.0639480014637946,20.216030207627256,214.4167267489378,0.9369606689177912,0.9892580435710644,1.8768717221640467,0.0007184120213284,1.038557270026704e-05,1.516646585019771,,,,,,,,,400,400,400,400,400,400,400,800,0,0,0,1,False,False,0.5,2,,,0.0025760189656723,0.1333196795274233,0.4945313642513372,5.43984500676471,11.000000000000002,0.0021893958936551,0.0244169897382854,2.0221164364648203,100.0,2,0.1,results/raw/full/D/D_logcosh_d2_k100_rho0.1/fr-r-x0p5_seed2.csv,1e-14
D_logcosh_d2_k100_rho1,FB--GVI,fb-gvi-x2,1189931613,full,D,400,1.9801890887187992,-1.1442565272628196,1.2012613126444194e-13,,5.035182253319609e-12,2.7928743328411615e-07,7.130004872138005e-07,2.032112240989237,60.74809010100249,1.0000000506482642,1.0000007111993028,2.0000011128686683,1.8131109588264677e-13,1.0106314726270852e-13,1.3575772200128997,,,,,,,,,400,400,400,400,400,0,400,400,0,0,0,1,False,False,2.0,4,,,0.004644232600198,1.0163003002200703,0.0206428910638833,2.084931997452222,101.0,0.0082307119858369,0.2460495722270516,48.442826971537485,100.0,2,1.0,results/raw/full/D/D_logcosh_d2_k100_rho1/fb-gvi-x2_seed4.csv,1.2012613126444194e-13
D_logcosh_d2_k100_rho1,FR--KL,fr-kl-x8,3480859755,full,D,400,0.0792079207920792,-1.1442565272629026,3.8413716652030416e-14,,1.091305836121726e-11,3.5996826514193143e-09,4.714834283965519e-07,0.59804230185732,206.418344125492,0.9999999999996932,1.0000004714834283,2.000000942966857,4.593607156221727e-14,4.482544258509323e-16,1.475062255980447,,,,,,,,,400,400,400,400,400,0,0,0,800,800,0,1,False,False,8.0,3,,,0.000100007180372,1.9999278442153756,0.0206428910638833,2.08493199745222,101.0,0.0024222664795373,0.8360612592987899,48.44282697153752,100.0,2,1.0,results/raw/full/D/D_logcosh_d2_k100_rho1/fr-kl-x8_seed3.csv,3.8413716652030416e-14
D_logcosh_d2_k100_rho1,FR--R,fr-r-x16,3480859755,full,D,400,0.0792079207920792,-1.144256527262872,6.905587213168475e-14,,2.218237599158249e-11,4.700601701200241e-09,6.519911484545289e-07,0.5980423018597811,206.41838138479983,1.0000000000000329,1.0000006519911484,2.0000013039822973,8.734281742344674e-14,8.52318170598348e-16,1.4981412960332818,,,,,,,,,400,400,400,400,400,400,400,800,0,0,0,1,False,False,16.0,3,,,0.000100007180372,1.9999278442153756,0.0206428910638833,2.08493199745222,101.0,0.0024222664795373,0.8360612592987899,48.44282697153752,100.0,2,1.0,results/raw/full/D/D_logcosh_d2_k100_rho1/fr-r-x16_seed3.csv,6.905587213168475e-14
D_logcosh_d2_k100_rho5,FB--GVI,fb-gvi-x1,3228560300,full,D,400,0.1949748458502196,0.4222252874443131,4.231966099776941e-07,,1.3501757284539056e-05,0.0006173049056561,0.0010118742801512,0.2144107742913137,21.22221487484345,0.9989911524749184,0.9999217936705332,1.997988965229749,8.049006792108811e-07,5.839112575544844e-08,1.385488378989976,,,,,,,,,400,400,400,400,400,0,400,400,0,0,0,1,False,False,1.0,1,,,0.0002168405722347,5.456292798111589,0.0023993464543686,1.2020725736386806,501.0,0.0235364494484229,2.331789935134278,416.7801603554352,100.0,2,5.0,results/raw/full/D/D_logcosh_d2_k100_rho5/fb-gvi-x1_seed1.csv,4.231966099776941e-07
D_logcosh_d2_k100_rho5,FR--KL,fr-kl-x256,3228560300,full,D,400,0.5109780439121757,0.4222248642477019,-1.2212453270876722e-15,,0.0,5.774823631215201e-16,2.2979252278625478e-15,0.214427548753961,21.243645992386547,0.9999999999999986,1.0000000000000018,2.000000000000001,9.219783021416206e-30,5.2442263436510434e-30,1.3973735389881767,,,,,,,,,400,400,400,400,400,0,0,0,800,800,0,1,False,False,256.0,1,,,0.0002168405722347,5.456292798111589,0.0023993464543686,1.2020725736386806,501.0,0.0235364494484229,2.331789935134278,416.7801603554352,100.0,2,5.0,results/raw/full/D/D_logcosh_d2_k100_rho5/fr-kl-x256_seed1.csv,1e-14
D_logcosh_d2_k100_rho5,FR--R,fr-r-x512,3228560300,full,D,400,0.5109780439121757,0.4222248642477013,-1.7763568394002505e-15,,0.0,6.398502163179775e-16,1.918108513500069e-15,0.2144275487539615,21.24364599238657,0.9999999999999992,1.0000000000000018,2.0000000000000027,1.939631472217024e-30,4.003309625135856e-29,1.4717034560162574,,,,,,,,,400,400,400,400,400,400,400,800,0,0,0,1,False,False,512.0,1,,,0.0002168405722347,5.456292798111589,0.0023993464543686,1.2020725736386806,501.0,0.0235364494484229,2.331789935134278,416.7801603554352,100.0,2,5.0,results/raw/full/D/D_logcosh_d2_k100_rho5/fr-r-x512_seed1.csv,1e-14
D_logcosh_d2_k10_rho0.1,FB--GVI,fb-gvi-x2,3248542143,full,D,400,7.146006235069875,-2.2283906544581678,3.120866631789454e-08,,2.2518810316625165e-07,1.1817263032457108e-05,0.0003289647521868,7.626550702272421,97.72567395075676,0.9996710352478132,0.9999999999991066,1.9993420704956268,5.423341688364261e-08,1.3670373722711381e-08,1.4706981069757603,,,,,,,,,400,400,400,400,400,0,400,400,0,0,0,1,False,False,2.0,4,,,0.00959958688059,0.2039856647723777,0.7884061058051062,1.5768122116102123,2.0,0.0051162963013187,0.0655397218094752,1.2683818563008438,10.0,2,0.1,results/raw/full/D/D_logcosh_d2_k10_rho0.1/fb-gvi-x2_seed4.csv,3.120866631789454e-08
