job_id,method,iteration,mean_gap,standard_error,rescaled_gap
K_decreasing_steps_smoke,FR--R--STL,94.0,7.109085394204048e-05,3.091136930395953e-05,0.006682540270551805
K_decreasing_steps_smoke,FR--R--STL,95.0,7.226012040306706e-05,2.361498962977215e-05,0.006864711438291371
K_decreasing_steps_smoke,FR--R--STL,96.0,7.483324208301667e-05,3.916944374182663e-06,0.0071839912399696
K_decreasing_steps_smoke,FR--R--STL,97.0,7.426831240342491e-05,9.979703085805092e-06,0.007204026303132216
K_decreasing_steps_smoke,FR--R--STL,98.0,6.48660186598482e-05,1.9162237959391426e-05,0.006356869828665124
K_decreasing_steps_smoke,FR--R--STL,99.0,7.3264320559069e-05,5.4444443650631e-05,0.007253167735347832
K_decreasing_steps_smoke,FR--R--STL,100.0,6.406637641576053e-05,5.450718512633946e-05,0.006406637641576053
K_decreasing_steps_smoke,FR--KL--STL,1.0,0.0016122390138833499,6.286786959474996e-05,0.0016122390138833499
K_decreasing_steps_smoke,FR--KL--STL,2.0,0.0013746965490427998,1.890394595149993e-05,0.0027493930980855997
K_decreasing_steps_smoke,FR--KL--STL,3.0,0.0010646871321864,7.371995957260005e-05,0.0031940613965592
K_decreasing_steps_smoke,FR--KL--STL,4.0,0.0009846092726034,8.721694846789996e-05,0.0039384370904136
K_decreasing_steps_smoke,FR--KL--STL,5.0,0.00079211980369105,4.6839424300750035e-05,0.00396059901845525
K_decreasing_steps_smoke,FR--KL--STL,6.0,0.0006521405501170501,2.5510383264849966e-05,0.003912843300702301
K_decreasing_steps_smoke,FR--KL--STL,7.0,0.00065302983665055,1.8591922205249975e-05,0.00457120885655385
K_decreasing_steps_smoke,FR--KL--STL,8.0,0.0005621461198348,4.246698404820003e-05,0.0044971689586784
K_decreasing_steps_smoke,FR--KL--STL,9.0,0.00048026873938625,9.304338503525e-05,0.00432241865447625
K_decreasing_steps_smoke,FR--KL--STL,10.0,0.00040435185736249996,4.5513484745099986e-05,0.004043518573624999
K_decreasing_steps_smoke,FR--KL--STL,11.0,0.00038438818580205,0.00010452904977384997,0.00422827004382255
K_decreasing_steps_smoke,FR--KL--STL,12.0,0.0002717277448185,4.26348604898e-05,0.003260732937822
K_decreasing_steps_smoke,FR--KL--STL,13.0,0.00026095128056335,9.743162625149991e-06,0.0033923666473235498
K_decreasing_steps_smoke,FR--KL--STL,14.0,0.00025764347405730003,4.117781419620001e-05,0.0036070086368022005
K_decreasing_steps_smoke,FR--KL--STL,15.0,0.0002044869050673,5.608351651000085e-07,0.0030673035760095
K_decreasing_steps_smoke,FR--KL--STL,16.0,0.00019436015376335,3.169539126855e-05,0.0031097624602136
K_decreasing_steps_smoke,FR--KL--STL,17.0,0.00015536008063405,1.7901868209850005e-05,0.00264112137077885
K_decreasing_steps_smoke,FR--KL--STL,18.0,0.00017531699987145,6.040701738884999e-05,0.0031557059976861
K_decreasing_steps_smoke,FR--KL--STL,19.0,0.00014965637463155727,5.137941669304272e-05,0.002843471117999588
K_decreasing_steps_smoke,FR--KL--STL,20.0,0.00012267120915373652,4.09213977889635e-05,0.0024534241830747303
K_decreasing_steps_smoke,FR--KL--STL,21.0,0.00013508818647354727,4.413255231315273e-05,0.0028368519159444926
K_decreasing_steps_smoke,FR--KL--STL,22.0,0.00010978992781345,1.8544190336499956e-06,0.0024153784118959
K_decreasing_steps_smoke,FR--KL--STL,23.0,8.24549770542804e-05,1.1792996451598368e-06,0.0018964644722484492
K_decreasing_steps_smoke,FR--KL--STL,24.0,7.445272637784939e-05,2.8203459800923976e-06,0.0017868654330683853
K_decreasing_steps_smoke,FR--KL--STL,25.0,6.97426129792067e-05,6.5094631493956e-06,0.0017435653244801674
K_decreasing_steps_smoke,FR--KL--STL,26.0,7.099821656197935e-05,1.5478707931282365e-05,0.0018459536306114632
K_decreasing_steps_smoke,FR--KL--STL,27.0,5.021869464538753e-05,1.2050612669511905e-05,0.0013559047554254633
K_decreasing_steps_smoke,FR--KL--STL,28.0,5.900167465766604e-05,3.259748978623467e-05,0.001652046890414649
K_decreasing_steps_smoke,FR--KL--STL,29.0,7.55451636217113e-05,4.855962184188869e-05,0.0021908097450296276
K_decreasing_steps_smoke,FR--KL--STL,30.0,5.5075817583349895e-05,3.4335322098288934e-05,0.0016522745275004969
K_decreasing_steps_smoke,FR--KL--STL,31.0,5.6768322903577584e-05,1.0498963334271139e-05,0.001759818010010905
K_decreasing_steps_smoke,FR--KL--STL,32.0,4.5454940477474004e-05,1.4817319412663281e-05,0.0014545580952791681
K_decreasing_steps_smoke,FR--KL--STL,33.0,4.5553738883485906e-05,1.3851666284203644e-05,0.001503273383155035
K_decreasing_steps_smoke,FR--KL--STL,34.0,3.439665892934762e-05,5.298416310584028e-06,0.0011694864035978192
K_decreasing_steps_smoke,FR--KL--STL,35.0,4.11880183315283e-05,7.967581197254603e-06,0.0014415806416034904
K_decreasing_steps_smoke,FR--KL--STL,36.0,4.748870764770263e-05,2.7607730786471937e-05,0.0017095934753172948
K_decreasing_steps_smoke,FR--KL--STL,37.0,5.316984232828226e-05,3.752345168472892e-05,0.0019672841661464435
K_decreasing_steps_smoke,FR--KL--STL,38.0,3.980529451996784e-05,2.139748323470858e-05,0.0015126011917587778
K_decreasing_steps_smoke,FR--KL--STL,39.0,3.215742995765769e-05,8.846602551515481e-06,0.00125413976834865
K_decreasing_steps_smoke,FR--KL--STL,40.0,3.2843141076877025e-05,1.0253178360009052e-05,0.001313725643075081
K_decreasing_steps_smoke,FR--KL--STL,41.0,4.596960897207403e-05,1.3741421795110396e-05,0.0018847539678550351
K_decreasing_steps_smoke,FR--KL--STL,42.0,3.74796921435161e-05,3.0733401003013583e-06,0.001574147070027676
K_decreasing_steps_smoke,FR--KL--STL,43.0,3.870157060215096e-05,2.4174226490480955e-05,0.0016641675358924912
K_decreasing_steps_smoke,FR--KL--STL,44.0,9.266505050041824e-05,6.905472672568175e-05,0.004077262222018403
K_decreasing_steps_smoke,FR--KL--STL,45.0,7.253212917975717e-05,4.351881013694282e-05,0.003263945813089073
K_decreasing_steps_smoke,FR--KL--STL,46.0,4.579682907379645e-05,1.3691353781264404e-05,0.002106654137394637
K_decreasing_steps_smoke,FR--KL--STL,47.0,5.4930359533966744e-05,2.3903844249217873e-05,0.002581726898096437
K_decreasing_steps_smoke,FR--KL--STL,48.0,5.588122595667766e-05,1.3108459340327448e-05,0.0026822988459205277
K_decreasing_steps_smoke,FR--KL--STL,49.0,4.6660258547048805e-05,4.143977453074932e-06,0.0022863526688053915
K_decreasing_steps_smoke,FR--KL--STL,50.0,4.52706088858168e-05,1.7742200544290635e-06,0.00226353044429084
K_decreasing_steps_smoke,FR--KL--STL,51.0,4.397597274097276e-05,1.763014822897535e-05,0.0022427746097896106
K_decreasing_steps_smoke,FR--KL--STL,52.0,6.0423086532757075e-05,8.611675057168533e-06,0.003142000499703368
K_decreasing_steps_smoke,FR--KL--STL,53.0,4.916888706196776e-05,1.4844918199474755e-05,0.002605951014284291
K_decreasing_steps_smoke,FR--KL--STL,54.0,4.98415339278413e-05,6.823258130728148e-06,0.00269144283210343
K_decreasing_steps_smoke,FR--KL--STL,55.0,3.856931460655133e-05,4.703793206717322e-06,0.002121312303360323
K_decreasing_steps_smoke,FR--KL--STL,56.0,2.4821127727947534e-05,1.2114092575621349e-05,0.001389983152765062
K_decreasing_steps_smoke,FR--KL--STL,57.0,2.607013749067466e-05,1.289186307029677e-05,0.0014859978369684557
K_decreasing_steps_smoke,FR--KL--STL,58.0,3.5826194366150865e-05,2.293194530544884e-05,0.00207791927323675
K_decreasing_steps_smoke,FR--KL--STL,59.0,4.5512839307315645e-05,1.7128804013832877e-05,0.002685257519131623
K_decreasing_steps_smoke,FR--KL--STL,60.0,2.3901626759359477e-05,1.3562932795530004e-05,0.0014340976055615686
K_decreasing_steps_smoke,FR--KL--STL,61.0,3.336807377307683e-05,2.255730450595461e-05,0.0020354525001576866
K_decreasing_steps_smoke,FR--KL--STL,62.0,4.411015033667365e-05,2.5125412380311293e-05,0.002734829320873766
K_decreasing_steps_smoke,FR--KL--STL,63.0,5.421690495988063e-05,2.7602770038881452e-05,0.0034156650124724797
K_decreasing_steps_smoke,FR--KL--STL,64.0,4.269015729729819e-05,6.389416737806463e-06,0.0027321700670270843
K_decreasing_steps_smoke,FR--KL--STL,65.0,3.548253278806701e-05,3.494652913604845e-06,0.0023063646312243558
K_decreasing_steps_smoke,FR--KL--STL,66.0,2.8387897794912575e-05,2.4954288635470334e-07,0.00187360125446423
K_decreasing_steps_smoke,FR--KL--STL,67.0,3.530607828605703e-05,1.4030826767097437e-07,0.002365507245165821
K_decreasing_steps_smoke,FR--KL--STL,68.0,4.789936783400339e-05,6.491352891546676e-06,0.0032571570127122307
K_decreasing_steps_smoke,FR--KL--STL,69.0,8.829754235617493e-05,2.950772642895671e-06,0.00609253042257607
K_decreasing_steps_smoke,FR--KL--STL,70.0,7.589645761085784e-05,1.317217468299603e-05,0.005312752032760049
K_decreasing_steps_smoke,FR--KL--STL,71.0,6.670335938996352e-05,1.3799102730693845e-05,0.00473593851668741
K_decreasing_steps_smoke,FR--KL--STL,72.0,6.172311680507914e-05,2.7847896809318762e-05,0.004444064409965698
K_decreasing_steps_smoke,FR--KL--STL,73.0,6.250584894895717e-05,8.422505376470822e-06,0.004562926973273873
K_decreasing_steps_smoke,FR--KL--STL,74.0,6.286034396885132e-05,7.672713079220905e-06,0.0046516654536949975
K_decreasing_steps_smoke,FR--KL--STL,75.0,5.445634186562742e-05,2.7283259143029426e-06,0.004084225639922057
K_decreasing_steps_smoke,FR--KL--STL,76.0,5.749887957728905e-05,6.4407612719863386e-06,0.004369914847873968
K_decreasing_steps_smoke,FR--KL--STL,77.0,4.6540490745816676e-05,3.489261223288358e-07,0.003583617787427884
K_decreasing_steps_smoke,FR--KL--STL,78.0,4.2690639401432584e-05,8.613792984779595e-06,0.0033298698733117416
K_decreasing_steps_smoke,FR--KL--STL,79.0,5.7997193028014316e-05,1.0333393102190945e-05,0.004581778249213131
K_decreasing_steps_smoke,FR--KL--STL,80.0,7.629850150525641e-05,2.2310907603628746e-05,0.006103880120420513
K_decreasing_steps_smoke,FR--KL--STL,81.0,6.419927733514186e-05,1.1024619653188239e-05,0.0052001414641464905
K_decreasing_steps_smoke,FR--KL--STL,82.0,6.024185213771016e-05,9.326566677958503e-06,0.004939831875292233
K_decreasing_steps_smoke,FR--KL--STL,83.0,6.505932212463872e-05,1.795254054581807e-05,0.005399923736345014
K_decreasing_steps_smoke,FR--KL--STL,84.0,7.999708663128269e-05,3.035086283861732e-05,0.006719755277027745
K_decreasing_steps_smoke,FR--KL--STL,85.0,7.264706697051885e-05,3.401796414448115e-05,0.006175000692494102
K_decreasing_steps_smoke,FR--KL--STL,86.0,7.648558011984975e-05,3.088558422925026e-05,0.006577759890307079
K_decreasing_steps_smoke,FR--KL--STL,87.0,9.697923046523229e-05,3.29149445756677e-05,0.008437193050475208
K_decreasing_steps_smoke,FR--KL--STL,88.0,0.00010576504126923667,4.007851005826333e-05,0.009307323631692828
K_decreasing_steps_smoke,FR--KL--STL,89.0,0.0001017704786942589,3.594132792934109e-05,0.009057572603789041
K_decreasing_steps_smoke,FR--KL--STL,90.0,9.163635621432636e-05,3.989855775797362e-05,0.008247272059289372
K_decreasing_steps_smoke,FR--KL--STL,91.0,8.3844091377394e-05,2.1169738914405987e-05,0.007629812315342855
K_decreasing_steps_smoke,FR--KL--STL,92.0,6.361263079612822e-05,2.01978561767957e-05,0.0058523620332437964
K_decreasing_steps_smoke,FR--KL--STL,93.0,6.568732592859838e-05,3.0192273619888975e-05,0.00610892131135965
K_decreasing_steps_smoke,FR--KL--STL,94.0,7.019652252768525e-05,3.0671235771914746e-05,0.006598473117602414
K_decreasing_steps_smoke,FR--KL--STL,95.0,7.087341386113888e-05,2.374973315710792e-05,0.0067329743168081935
K_decreasing_steps_smoke,FR--KL--STL,96.0,7.397667878306091e-05,5.064275048760613e-06,0.0071017611631738475
K_decreasing_steps_smoke,FR--KL--STL,97.0,7.338622538166639e-05,1.0966349574648147e-05,0.00711846386202164
K_decreasing_steps_smoke,FR--KL--STL,98.0,6.407591306045735e-05,1.9534266472054362e-05,0.00627943947992482
K_decreasing_steps_smoke,FR--KL--STL,99.0,7.19970137149379e-05,5.41246479844621e-05,0.007127704357778852
K_decreasing_steps_smoke,FR--KL--STL,100.0,6.34569626658283e-05,5.42358819874717e-05,0.00634569626658283
