tier,experiment,job_id,method,seed,iteration,step_size,objective,objective_gap,exact_gaussian_kl,w2_squared,mean_error,covariance_error,covariance_min_eigenvalue,covariance_max_eigenvalue,relative_covariance_min_eigenvalue,relative_covariance_max_eigenvalue,gaussian_core_rate,fisher_rao_residual_squared,bures_wasserstein_residual_squared,wall_time_seconds,algorithm_seconds,repair,equivariance_error_mean,equivariance_error_covariance,equivariance_error_back,local_gamma,local_lambda,predictive_nll,classification_error,brier,iterations,gradient_evaluations,hessian_evaluations,oracle_pairs,expectation_evaluations,matrix_exponentials,matrix_square_roots,eigendecompositions,cholesky_factorizations,cholesky_solves,roundoff_repairs,batch_size,quadratic_rescue,raw_mean_ablation,normalized_step_size,problem_instance,local_kl_gamma,local_discrete_rate,predicted_contraction,local_radius,alpha,beta,alpha_star,beta_star,kappa_star,lambda_0_star,lambda_0_star_max,lambda_max_star,certified_gap,grid_condition,grid_lambda0
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,10,0.1,16.776825322221296,10.171655136233149,10.171655136233149,1.2447372631611273,0.8108757151395205,1.9830590987140957,0.0002674546808474559,0.00027178377843637785,0.0002717837784363796,0.02674546808474554,0.023014504465259687,1.980138666858508,14591.95840494828,0.014976040052715689,0.001090159930754453,,nan,nan,nan,nan,nan,nan,nan,nan,10,10,10,10,10,10,10,20,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,7295.97920247414,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,11,0.1,16.578897530253442,9.973727344265466,9.973727344265466,1.2418168022938192,0.8091647376118362,1.9813316705497321,0.00029479364048585766,0.0003003593645413685,0.0003003593645413687,0.029479364048585737,0.025312683198689918,1.9780569584435435,13195.887934429667,0.01538823003647849,0.001187229878269136,,nan,nan,nan,nan,nan,nan,nan,nan,11,11,11,11,11,11,11,22,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,6597.943967214834,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,12,0.1,16.381186508592368,9.776016322604242,9.776016322604242,1.23875212653918,0.8072843241244734,1.9794341569506462,0.00032483834265855494,0.0003319384644304463,0.0003319384644304466,0.03248383426585544,0.027826638888691815,1.9757583611177898,11932.677629405813,0.01579195004887879,0.0012867198674939573,,nan,nan,nan,nan,nan,nan,nan,nan,12,12,12,12,12,12,12,24,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,5966.338814702906,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,13,0.1,16.183714753625118,9.578544567636994,9.578544567636994,1.2355364940281417,0.8052188727693125,1.97735109302033,0.000357837605638347,0.0003668365605606586,0.0003668365605606581,0.03578376056383466,0.030573711516876934,1.9732206674844024,10789.685037724494,0.016207080043386668,0.0013855898287147284,,nan,nan,nan,nan,nan,nan,nan,nan,13,13,13,13,13,13,13,26,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,5394.842518862247,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,14,0.1,15.98650704711743,9.381336861129391,9.381336861129391,1.2321628961563968,0.8029515953820513,1.9750658765011537,0.0003940590975746702,0.0004054022265099175,0.00040540222650991675,0.039405909757466995,0.03357200732825449,1.9704195141285785,9755.47092076093,0.01660711003933102,0.0014826998231001198,,nan,nan,nan,nan,nan,nan,nan,nan,14,14,14,14,14,14,14,28,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,4877.735460380465,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,15,0.1,15.789590674522955,9.184420488534808,9.184420488534808,1.2286240535028248,0.800464481483514,1.9725607410707255,0.0004337898936734189,0.00044802058763933306,0.0004480205876393334,0.04337898936734183,0.036840286642085454,1.9673282078455059,8819.684771389511,0.01700874004745856,0.0015803598216734827,,nan,nan,nan,nan,nan,nan,nan,nan,15,15,15,15,15,15,15,30,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,4409.842385694756,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,16,0.1,15.59299566018396,8.987825474195905,8.987825474195905,1.2249124126481818,0.7977382742525023,1.9698167425769346,0.00047733683846661767,0.0004951171413939761,0.0004951171413939761,0.0477336838466617,0.04039781007446498,1.9639175486920657,7972.961229043971,0.017420490039512515,0.0016773298266343772,,nan,nan,nan,nan,nan,nan,nan,nan,16,16,16,16,16,16,16,32,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,3986.4806145219854,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,17,0.1,15.396755019563965,8.79158483357589,8.79158483357589,1.2210201440441883,0.7947524621306442,1.966813761619708,0.0005250266554545714,0.0005471619741114507,0.0005471619741114512,0.052502665545457045,0.04426413600747402,1.9601556535272644,7206.826355146026,0.017820190056227148,0.0017749597900547087,,nan,nan,nan,nan,nan,nan,nan,nan,17,17,17,17,17,17,17,34,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,3603.413177573013,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,18,0.1,15.200905028254017,8.595734842265935,8.595734842265935,1.2169391410928767,0.7914852902199907,1.9635305263035934,0.0005772057374790065,0.0006046744148750096,0.0006046744148750082,0.05772057374790053,0.04845886179079045,1.9560077850033086,6513.612830825966,0.018229690031148493,0.0018738197977654636,,nan,nan,nan,nan,nan,nan,nan,nan,18,18,18,18,18,18,18,36,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,3256.806415412983,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,19,0.1,15.005485506963447,8.400315320975361,8.400315320975361,1.2126610206038198,0.7879137962073874,1.959944659364275,0.0006342395420574945,0.0006682281709547915,0.0006682281709547923,0.06342395420574931,0.05300130109469547,1.9514361925429857,5886.38322809687,0.01862830005120486,0.0019711297936737537,,nan,nan,nan,nan,nan,nan,nan,nan,19,19,19,19,19,19,19,38,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,2943.191614048435,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,20,0.1,14.81054012101655,8.205369935028461,8.205369935028461,1.208177124801749,0.7840138761094767,1.9560327541767366,0.0006965115069906425,0.0007384569937527424,0.0007384569937527418,0.0696511506990642,0.05791009017869118,1.9463999737085032,5318.860586364587,0.01903036003932357,0.0020740198087878525,,nan,nan,nan,nan,nan,nan,nan,nan,20,20,20,20,20,20,20,40,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,2659.4302931822936,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,21,0.1,14.616116692000961,8.010946506012884,8.010946506012884,1.2034785250581193,0.779760385641665,1.9517704843351051,0.0007644213934178792,0.0008160609289299504,0.0008160609289299517,0.07644213934178784,0.06320271675666138,1.9408549665340884,4805.365599163022,0.01943935005692765,0.00217061978764832,,nan,nan,nan,nan,nan,nan,nan,nan,21,21,21,21,21,21,21,42,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,2402.682799581511,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,22,0.1,14.422267518124041,7.817097332135943,7.817097332135943,1.198556027516268,0.7751272834242041,1.9471327514948484,0.0008383829569067241,0.0009018132095757064,0.0009018132095757105,0.08383829569067233,0.06889496681499829,1.934753685833906,4340.759782023317,0.019833960046526045,0.002266269759275019,,nan,nan,nan,nan,nan,nan,nan,nan,22,22,22,22,22,22,22,44,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,2170.3798910116584,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,23,0.1,14.229049698506556,7.623879512518461,7.623879512518461,1.1934001807697774,0.7700878224854258,1.9420938759163475,0.0009188208430850147,0.0009965678569012692,0.0009965678569012705,0.0918820843085013,0.07500028738481238,1.928045319141948,3920.3940520739793,0.020239100034814328,0.0023636597325094044,,nan,nan,nan,nan,nan,nan,nan,nan,23,23,23,23,23,23,23,46,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,1960.1970260369897,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,24,0.1,14.036525455062588,7.431355269074484,7.431355269074484,1.1880012857364182,0.764614796527898,1.9366278335646747,0.0010061666039572214,0.0011012680590325198,0.0011012680590325237,0.10061666039572198,0.08152906710564872,1.920675800669161,3540.0622039198192,0.02063955005723983,0.002460689749568701,,nan,nan,nan,nan,nan,nan,nan,nan,24,24,24,24,24,24,24,48,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,1770.0311019599096,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,25,0.1,13.844762443777643,7.23959225778955,7.23959225778955,1.1823494078446446,0.7586808470947979,1.9307085426174806,0.0011008537357898105,0.0012169554050568368,0.0012169554050568414,0.1100853735789809,0.0884878416606891,1.9125879842792284,3195.9588151000926,0.02104128000792116,0.002564059745054692,,nan,nan,nan,nan,nan,nan,nan,nan,25,25,25,25,25,25,25,50,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,1597.9794075500463,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,26,0.1,13.653834045122267,7.04866385913418,7.04866385913418,1.1764343916154842,0.752258837005245,1.924310200725556,0.001203311650890338,0.0013447800585693257,0.0013447800585693317,0.12033116508903366,0.0958784379883026,1.9037219387016764,2884.641158471134,0.021447450038976967,0.0026667697820812464,,nan,nan,nan,nan,nan,nan,nan,nan,26,26,26,26,26,26,26,52,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,1442.320579235567,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,27,0.1,13.463819621072957,6.858649435084855,6.858649435084855,1.1702458776797897,0.7453222941044021,1.9174076722836124,0.001313958515430996,0.0014860119625761076,0.0014860119625761117,0.13139585154309938,0.10369707967526838,1.8940153896291352,2602.994738642765,0.021857360028661788,0.002766889811027795,,nan,nan,nan,nan,nan,nan,nan,nan,27,27,27,27,27,27,27,54,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,1301.4973693213824,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,28,0.1,13.274804723844476,6.669634537856369,6.669634537856369,1.163773322220088,0.7378459273818735,1.9099769222510512,0.0014331929153541595,0.00164205317575433,0.0016420531757543244,0.14331929153541567,0.11193348606431835,1.883404333485668,2348.2021055347177,0.022266260057222098,0.002864189795218408,,nan,nan,nan,nan,nan,nan,nan,nan,28,28,28,28,28,28,28,56,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,1174.1010527673589,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,29,0.1,13.086881239103715,6.481711053115639,6.481711053115639,1.1570060187696516,0.7298062147466766,1.901995489704965,0.0015613843538243104,0.001814451448737862,0.0018144514487378719,0.1561384353824308,0.12057000909892664,1.8718238459080339,2117.7146305898386,0.022660890012048185,0.0029604497831314802,,nan,nan,nan,nan,nan,nan,nan,nan,29,29,29,29,29,29,29,58,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,1058.8573152949193,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,30,0.1,12.9001474443322,6.294977258344105,6.294977258344105,1.1499331222423739,0.721182058132935,1.8934429903644947,0.0016988626376973357,0.002004915158278715,0.0020049151582787195,0.16988626376973337,0.12958086421911244,1.859209103689672,1909.2269605447673,0.023062120017129928,0.003064919786993414,,nan,nan,nan,nan,nan,nan,nan,nan,30,30,30,30,30,30,30,60,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,954.6134802723836,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,31,0.1,12.7147079613902,6.109537775402114,6.109537775402114,1.1425436750106848,0.7119554971207768,1.8843016329371338,0.0018459062773614435,0.0022153297267960754,0.0022153297267960706,0.18459062773614418,0.13893152376885326,1.8454966314366745,1720.6538902532295,0.023456470051314682,0.003161379776429385,,nan,nan,nan,nan,nan,nan,nan,nan,31,31,31,31,31,31,31,62,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,860.3269451266148,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,32,0.1,12.53067358153144,5.925503395543357,5.925503395543357,1.1348266348018496,0.7021124669394305,1.8745567295510752,0.0020027301032682107,0.002447775664914985,0.002447775664914989,0.20027301032682077,0.14857835198423183,1.8306257729174644,1550.1094202046515,0.023847720003686845,0.0032574597862549126,,nan,nan,nan,nan,nan,nan,nan,nan,32,32,32,32,32,32,32,64,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,775.0547101023258,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,33,0.1,12.34816094149191,5.7429907555038175,5.7429907555038175,1.1267709041540426,0.6916435807239371,1.864197176123072,0.002169472391268617,0.002704548385035623,0.0027045483850356216,0.21694723912686154,0.15846856783133323,1.8145403717404092,1395.8877863878424,0.02424829005030915,0.003354179789312184,,nan,nan,nan,nan,nan,nan,nan,nan,33,33,33,33,33,33,33,66,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,697.9438931939212,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,34,0.1,12.167292031220258,5.562121845232172,5.562121845232172,1.1183653611719406,0.6805449095012437,1.853215874763205,0.0023461818834718717,0.0029881799446491923,0.002988179944649199,0.23461818834718684,0.16854062345577983,1.797190626672787,1256.4462703051627,0.02464057900942862,0.003451419761404395,,nan,nan,nan,nan,nan,nan,nan,nan,34,34,34,34,34,34,34,68,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,628.2231351525813,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,35,0.1,11.988193517698166,5.3830233317100795,5.3830233317100795,1.1095988913570727,0.6688187270120859,1.8416100678386969,0.0025328051857445386,0.003301462888871815,0.003301462888871813,0.25328051857445355,0.17872507922564332,1.7785350643343047,1130.3896155139091,0.02503995900042355,0.0035555597860366106,,nan,nan,nan,nan,nan,nan,nan,nan,35,35,35,35,35,35,35,70,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,565.1948077569546,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,36,0.1,11.810995875400994,5.205825689412893,5.205825689412893,1.1004604203691202,0.6564741807140505,1.8293815527743726,0.0027291751091583195,0.003647476372295944,0.0036474763722959412,0.2729175109158315,0.18894603877095686,1.7585425476429999,1016.4558942945094,0.025440119032282382,0.0036524697788991034,,nan,nan,nan,nan,nan,nan,nan,nan,36,36,36,36,36,36,36,72,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,508.2279471472547,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,37,0.1,11.635832322395105,5.030662136407009,5.030662136407009,1.0909389477066063,0.6435278458831831,1.8165367487113093,0.002935000590959048,0.004029614750486094,0.004029614750486115,0.29350005909590454,0.19912317703811097,1.7371942146056354,913.5036841125888,0.025834169005975127,0.0037496397853828967,,nan,nan,nan,nan,nan,nan,nan,nan,37,37,37,37,37,37,37,74,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,456.7518420562944,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,38,0.1,11.462837571739302,4.857667385751207,4.857667385751207,1.0810235814795466,0.6300041174627381,1.8030865913125578,0.0031498588701893418,0.00445161884092047,0.004451618840920489,0.31498588701893365,0.2091743503271918,1.714485221988706,820.5004285904234,0.026235969038680196,0.0038469797582365572,,nan,nan,nan,nan,nan,nan,nan,nan,38,38,38,38,38,38,38,76,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,410.2502142952117,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,39,0.1,11.29214642031752,4.686976234329425,4.686976234329425,1.070703574676717,0.6159353950518687,1.7890462405810124,0.00337319059316729,0.004917610061451246,0.004917610061451236,0.3373190593167284,0.21901872057615346,1.6904261558188052,736.51187180052,0.026628909050486982,0.003943809773772955,,nan,nan,nan,nan,nan,nan,nan,nan,39,39,39,39,39,39,39,78,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,368.25593590026,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,40,0.1,11.123892210677061,4.518722024688976,4.518722024688976,1.0599683635919943,0.6013620209565222,1.7744345984390593,0.0036042984752391177,0.005432127660857738,0.005432127660857753,0.3604298475239113,0.22858026035424847,1.665043969397368,660.6924678292758,0.027019379020202905,0.004039069754071534,,nan,nan,nan,nan,nan,nan,nan,nan,40,40,40,40,40,40,40,80,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,330.3462339146379,100.0,0.0001
smoke,A,A_covariance_burnin_smoke,FR--R,1582940024,41,0.1,10.958205214716893,4.353035028728797,4.353035028728797,1.0488076093449605,0.5863319400925681,1.7592736474109953,0.0038423500413051945,0.006000169260087903,0.006000169260087908,0.3842350041305189,0.23779143665335523,1.6383823228701058,592.2766796438736,0.027423389023169875,0.004136079747695476,,nan,nan,nan,nan,nan,nan,nan,nan,41,41,41,41,41,41,41,82,0,0,0,1,False,False,0.1,0,nan,nan,nan,nan,1.0000000000000016,100.00000000000003,1.0,1.0,1.0,9.999999999999999e-05,0.009999999999999992,1.0,296.1383398219368,100.0,0.0001
